task_id,date,department,section_id,severity_level,severity_num,priority_code,priority_rank,estimated_duration_hours,deferred_count,days_until_target,passenger_trains_daily,freight_rakes_daily,total_trains_daily,capacity_utilization_percent,festival_flag,festival_traffic_multiplier,latitude,longitude,status,source_type
SMMS_TASK_024554,2024-12-03,SIGNAL,SEC_006,CRITICAL,4,P1_EMERGENCY,4,3.8,0,7,52,10,62,103.3,0,1.0,12.981487,80.168044,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024555,2024-03-23,SIGNAL,SEC_001,CRITICAL,4,P1_EMERGENCY,4,4.2,0,7,53,16,69,115.0,0,1.0,13.044932,80.233568,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024556,2024-01-02,SIGNAL,SEC_019,HIGH,3,P2_URGENT,3,2.5,0,7,60,16,76,126.7,0,1.0,12.607083,79.964259,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024557,2024-04-14,SIGNAL,SEC_066,HIGH,3,P2_URGENT,3,2.1,2,7,59,12,71,253.6,1,1.4,9.270387,78.07381,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024558,2024-09-24,SIGNAL,SEC_002,CRITICAL,4,P1_EMERGENCY,4,2.6,3,7,58,12,70,116.7,0,1.0,13.017494,80.21716,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024559,2024-03-18,SIGNAL,SEC_016,CRITICAL,4,P1_EMERGENCY,4,4.0,0,7,60,12,72,120.0,0,1.0,12.786511,80.015348,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024560,2024-09-21,SIGNAL,SEC_038,HIGH,3,P2_URGENT,3,2.1,4,7,30,18,48,80.0,0,1.0,11.321253,79.206856,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024561,2024-01-11,SIGNAL,SEC_066,CRITICAL,4,P1_EMERGENCY,4,2.2,0,7,59,12,71,253.6,0,1.0,9.308691,78.07819,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024562,2024-11-23,SIGNAL,SEC_002,HIGH,3,P2_URGENT,3,1.8,2,7,58,12,70,116.7,0,1.0,13.025333,80.221205,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024563,2024-07-19,SIGNAL,SEC_017,MEDIUM,2,P3_NORMAL,2,2.0,0,7,52,12,64,106.7,0,1.0,12.752387,79.997957,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024564,2024-11-11,SIGNAL,SEC_052,CRITICAL,4,P1_EMERGENCY,4,2.0,0,7,36,16,52,86.7,0,1.0,10.81239,78.692855,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024565,2024-09-20,SIGNAL,SEC_047,MEDIUM,2,P3_NORMAL,2,3.1,0,7,37,18,55,91.7,0,1.0,10.87981,78.823861,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024566,2024-02-24,SIGNAL,SEC_033,MEDIUM,2,P3_NORMAL,2,2.0,0,7,54,16,70,116.7,0,1.0,11.617491,79.322434,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024567,2024-08-30,SIGNAL,SEC_051,HIGH,3,P2_URGENT,3,2.8,0,7,31,16,47,78.3,0,1.0,10.826555,78.692382,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024568,2024-12-12,SIGNAL,SEC_022,MEDIUM,2,P3_NORMAL,2,2.4,3,7,44,10,54,90.0,0,1.0,12.410034,79.817853,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024569,2024-06-23,SIGNAL,SEC_064,HIGH,3,P2_URGENT,3,2.2,2,7,44,12,56,93.3,0,1.0,9.890624,78.077999,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024570,2024-02-25,SIGNAL,SEC_058,MEDIUM,2,P3_NORMAL,2,3.4,4,7,56,16,72,120.0,0,1.0,10.559406,78.338308,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024571,2024-07-20,SIGNAL,SEC_026,CRITICAL,4,P1_EMERGENCY,4,1.9,0,7,31,14,45,75.0,0,1.0,12.164908,79.605473,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024572,2024-07-25,SIGNAL,SEC_035,HIGH,3,P2_URGENT,3,2.7,0,7,60,8,68,113.3,0,1.0,11.485068,79.280723,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024573,2024-10-13,SIGNAL,SEC_002,CRITICAL,4,P1_EMERGENCY,4,4.0,4,7,58,12,70,116.7,0,1.0,13.026727,80.221924,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024574,2024-02-27,SIGNAL,SEC_038,HIGH,3,P2_URGENT,3,1.9,0,7,30,18,48,80.0,0,1.0,11.330802,79.20928,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024575,2024-08-27,SIGNAL,SEC_068,CRITICAL,4,P1_EMERGENCY,4,3.9,0,7,59,18,77,275.0,0,1.0,8.809477,78.113717,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024576,2024-05-18,SIGNAL,SEC_044,HIGH,3,P2_URGENT,3,4.2,0,7,27,18,45,75.0,0,1.0,10.988532,78.970486,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024577,2024-03-29,SIGNAL,SEC_050,HIGH,3,P2_URGENT,3,3.9,0,7,30,12,42,70.0,1,1.35,10.853569,78.696992,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024578,2024-10-17,SIGNAL,SEC_059,HIGH,3,P2_URGENT,3,1.8,1,7,39,12,51,85.0,0,1.0,10.532711,78.276899,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024579,2024-07-20,SIGNAL,SEC_025,HIGH,3,P2_URGENT,3,1.7,0,7,29,8,37,61.7,0,1.0,12.296028,79.712778,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024580,2024-12-08,SIGNAL,SEC_021,CRITICAL,4,P1_EMERGENCY,4,2.8,0,7,24,12,36,60.0,0,1.0,12.465633,79.862244,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024581,2024-03-27,SIGNAL,SEC_058,CRITICAL,4,P1_EMERGENCY,4,1.9,0,7,56,16,72,120.0,0,1.0,10.555985,78.331963,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024582,2024-04-27,SIGNAL,SEC_042,MEDIUM,2,P3_NORMAL,2,2.7,0,7,52,8,60,100.0,0,1.0,11.111213,79.045951,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024583,2024-12-01,SIGNAL,SEC_050,HIGH,3,P2_URGENT,3,2.7,0,7,30,12,42,70.0,0,1.0,10.847115,78.698601,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024584,2024-06-08,SIGNAL,SEC_044,HIGH,3,P2_URGENT,3,3.1,4,7,27,18,45,75.0,0,1.0,10.980958,78.963346,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024585,2024-05-23,SIGNAL,SEC_058,HIGH,3,P2_URGENT,3,1.9,0,7,56,16,72,120.0,0,1.0,10.55524,78.330582,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024586,2024-10-20,SIGNAL,SEC_019,HIGH,3,P2_URGENT,3,2.5,0,7,60,16,76,126.7,0,1.0,12.571848,79.939473,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024587,2024-02-09,SIGNAL,SEC_013,HIGH,3,P2_URGENT,3,1.8,1,7,42,8,50,83.3,0,1.0,12.885614,80.081772,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024588,2024-08-06,SIGNAL,SEC_016,HIGH,3,P2_URGENT,3,2.7,0,7,60,12,72,120.0,0,1.0,12.766698,80.003609,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024589,2024-05-08,SIGNAL,SEC_024,CRITICAL,4,P1_EMERGENCY,4,4.2,0,7,60,8,68,113.3,0,1.0,12.328539,79.744314,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024590,2024-11-24,SIGNAL,SEC_052,MEDIUM,2,P3_NORMAL,2,2.6,3,7,36,16,52,86.7,0,1.0,10.823697,78.689622,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024591,2024-02-17,SIGNAL,SEC_057,HIGH,3,P2_URGENT,3,1.9,2,7,48,16,64,106.7,0,1.0,10.579936,78.37445,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024592,2024-04-30,SIGNAL,SEC_034,HIGH,3,P2_URGENT,3,3.0,1,7,40,16,56,93.3,0,1.0,11.575892,79.316015,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024593,2024-03-10,SIGNAL,SEC_039,HIGH,3,P2_URGENT,3,2.1,2,7,42,18,60,100.0,0,1.0,11.268457,79.175595,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024594,2024-03-09,SIGNAL,SEC_004,HIGH,3,P2_URGENT,3,1.8,2,7,56,14,70,116.7,0,1.0,12.991098,80.189213,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024595,2024-04-02,SIGNAL,SEC_021,HIGH,3,P2_URGENT,3,2.1,3,7,24,12,36,60.0,0,1.0,12.473473,79.868477,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024596,2024-07-19,SIGNAL,SEC_032,HIGH,3,P2_URGENT,3,3.2,0,7,58,10,68,113.3,0,1.0,11.888304,79.448021,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024597,2024-06-29,SIGNAL,SEC_052,CRITICAL,4,P1_EMERGENCY,4,3.9,0,7,36,16,52,86.7,0,1.0,10.823159,78.689776,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024598,2024-06-19,SIGNAL,SEC_002,HIGH,3,P2_URGENT,3,4.0,0,7,58,12,70,116.7,0,1.0,13.031818,80.224551,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024599,2024-11-17,SIGNAL,SEC_034,HIGH,3,P2_URGENT,3,2.4,1,7,40,16,56,93.3,0,1.0,11.580859,79.315955,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024600,2024-11-18,SIGNAL,SEC_059,CRITICAL,4,P1_EMERGENCY,4,3.7,2,7,39,12,51,85.0,0,1.0,10.528637,78.264801,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024601,2024-03-17,SIGNAL,SEC_032,HIGH,3,P2_URGENT,3,3.0,2,7,58,10,68,113.3,0,1.0,11.85608,79.424064,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024602,2024-02-02,SIGNAL,SEC_047,HIGH,3,P2_URGENT,3,1.9,0,7,37,18,55,91.7,0,1.0,10.886626,78.837113,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024603,2024-09-04,SIGNAL,SEC_008,HIGH,3,P2_URGENT,3,1.9,3,7,40,10,50,83.3,0,1.0,12.954856,80.143054,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024604,2024-01-17,SIGNAL,SEC_023,MEDIUM,2,P3_NORMAL,2,2.3,0,7,60,8,68,113.3,1,1.7,12.342467,79.758206,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024605,2024-08-09,SIGNAL,SEC_045,HIGH,3,P2_URGENT,3,1.7,0,7,29,14,43,71.7,0,1.0,10.964955,78.947842,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024606,2024-03-04,SIGNAL,SEC_048,HIGH,3,P2_URGENT,3,2.8,0,7,28,8,36,60.0,0,1.0,10.873804,78.782986,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024607,2024-03-03,SIGNAL,SEC_015,MEDIUM,2,P3_NORMAL,2,2.7,0,7,34,16,50,83.3,0,1.0,12.828725,80.044746,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024608,2024-09-02,SIGNAL,SEC_004,CRITICAL,4,P1_EMERGENCY,4,2.1,0,7,56,14,70,116.7,0,1.0,12.992788,80.193895,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024609,2024-10-09,SIGNAL,SEC_020,CRITICAL,4,P1_EMERGENCY,4,4.3,0,7,40,12,52,86.7,0,1.0,12.515741,79.900643,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024610,2024-04-29,SIGNAL,SEC_064,CRITICAL,4,P1_EMERGENCY,4,3.9,0,7,44,12,56,93.3,0,1.0,9.896267,78.084285,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024611,2024-05-11,SIGNAL,SEC_049,CRITICAL,4,P1_EMERGENCY,4,3.0,0,7,59,12,71,118.3,0,1.0,10.859853,78.704943,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024612,2024-02-05,SIGNAL,SEC_062,MEDIUM,2,P3_NORMAL,2,2.5,0,7,54,10,64,106.7,0,1.0,10.255348,78.103556,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024613,2024-11-23,SIGNAL,SEC_008,CRITICAL,4,P1_EMERGENCY,4,4.2,0,7,40,10,50,83.3,0,1.0,12.958477,80.145615,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024614,2024-11-20,SIGNAL,SEC_034,HIGH,3,P2_URGENT,3,1.8,0,7,40,16,56,93.3,0,1.0,11.540136,79.316442,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024615,2024-02-27,SIGNAL,SEC_062,HIGH,3,P2_URGENT,3,1.9,0,7,54,10,64,106.7,0,1.0,10.253905,78.103564,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024616,2024-10-06,SIGNAL,SEC_009,HIGH,3,P2_URGENT,3,2.1,0,7,35,12,47,78.3,0,1.0,12.944597,80.135951,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024617,2024-12-02,SIGNAL,SEC_065,CRITICAL,4,P1_EMERGENCY,4,2.7,3,7,50,18,68,113.3,0,1.0,9.838599,78.069462,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024618,2024-11-19,SIGNAL,SEC_011,HIGH,3,P2_URGENT,3,2.0,0,7,57,16,73,121.7,0,1.0,12.907941,80.09805,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024619,2024-06-04,SIGNAL,SEC_066,MEDIUM,2,P3_NORMAL,2,1.8,0,7,59,12,71,253.6,0,1.0,8.985416,78.041224,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024620,2024-02-10,SIGNAL,SEC_048,CRITICAL,4,P1_EMERGENCY,4,3.8,0,7,28,8,36,60.0,0,1.0,10.875132,78.80957,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024621,2024-07-09,SIGNAL,SEC_031,CRITICAL,4,P1_EMERGENCY,4,2.6,0,7,35,8,43,71.7,0,1.0,11.911753,79.468991,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024622,2024-04-25,SIGNAL,SEC_040,HIGH,3,P2_URGENT,3,2.9,3,7,45,14,59,98.3,0,1.0,11.221548,79.110014,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024623,2024-05-07,SIGNAL,SEC_006,HIGH,3,P2_URGENT,3,2.7,0,7,52,10,62,103.3,0,1.0,12.98156,80.168205,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024624,2024-08-16,SIGNAL,SEC_002,HIGH,3,P2_URGENT,3,2.3,2,7,58,12,70,116.7,0,1.0,13.021341,80.219145,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024625,2024-07-28,SIGNAL,SEC_062,CRITICAL,4,P1_EMERGENCY,4,4.2,0,7,54,10,64,106.7,0,1.0,10.008288,78.104843,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024626,2024-01-29,SIGNAL,SEC_062,HIGH,3,P2_URGENT,3,2.4,0,7,54,10,64,106.7,0,1.0,10.095316,78.10439,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024627,2024-08-16,SIGNAL,SEC_015,CRITICAL,4,P1_EMERGENCY,4,2.8,0,7,34,16,50,83.3,0,1.0,12.839568,80.053223,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024628,2024-12-28,SIGNAL,SEC_066,HIGH,3,P2_URGENT,3,2.0,4,7,59,12,71,253.6,0,1.0,9.349859,78.082897,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024629,2024-03-12,SIGNAL,SEC_033,MEDIUM,2,P3_NORMAL,2,4.0,3,7,54,16,70,116.7,0,1.0,11.79636,79.394867,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024630,2024-12-29,SIGNAL,SEC_032,HIGH,3,P2_URGENT,3,3.1,0,7,58,10,68,113.3,0,1.0,11.879529,79.441497,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024631,2024-02-08,SIGNAL,SEC_068,HIGH,3,P2_URGENT,3,2.1,0,7,59,18,77,275.0,0,1.0,8.810045,78.106908,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024632,2024-07-08,SIGNAL,SEC_067,CRITICAL,4,P1_EMERGENCY,4,4.1,0,7,47,12,59,210.7,0,1.0,8.823106,78.041834,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024633,2024-02-04,SIGNAL,SEC_017,HIGH,3,P2_URGENT,3,2.0,0,7,52,12,64,106.7,0,1.0,12.737352,79.993507,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024634,2024-12-29,SIGNAL,SEC_052,HIGH,3,P2_URGENT,3,2.1,0,7,36,16,52,86.7,0,1.0,10.82444,78.68941,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024635,2024-10-16,SIGNAL,SEC_039,HIGH,3,P2_URGENT,3,2.3,0,7,42,18,60,100.0,0,1.0,11.299643,79.194636,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024636,2024-12-08,SIGNAL,SEC_007,HIGH,3,P2_URGENT,3,1.9,0,7,26,14,40,66.7,0,1.0,12.977832,80.16299,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024637,2024-01-15,SIGNAL,SEC_002,CRITICAL,4,P1_EMERGENCY,4,2.6,0,7,58,12,70,116.7,1,1.8,13.035044,80.226216,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024638,2024-08-10,SIGNAL,SEC_068,HIGH,3,P2_URGENT,3,1.9,4,7,59,18,77,275.0,0,1.0,8.809195,78.117104,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024639,2024-10-29,SIGNAL,SEC_037,CRITICAL,4,P1_EMERGENCY,4,2.9,0,7,31,14,45,75.0,0,1.0,11.377096,79.219746,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024640,2024-01-31,SIGNAL,SEC_024,HIGH,3,P2_URGENT,3,2.5,0,7,60,8,68,113.3,0,1.0,12.319987,79.735844,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024641,2024-12-07,SIGNAL,SEC_047,HIGH,3,P2_URGENT,3,4.0,0,7,37,18,55,91.7,0,1.0,10.88197,78.828061,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024642,2024-02-16,SIGNAL,SEC_002,HIGH,3,P2_URGENT,3,3.1,0,7,58,12,70,116.7,0,1.0,13.033522,80.22543,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024643,2024-02-10,SIGNAL,SEC_055,CRITICAL,4,P1_EMERGENCY,4,2.2,0,7,53,16,69,115.0,0,1.0,10.726272,78.586707,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024644,2024-04-18,SIGNAL,SEC_043,HIGH,3,P2_URGENT,3,2.2,0,7,25,14,39,65.0,0,1.0,11.07963,79.029537,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024645,2024-12-01,SIGNAL,SEC_059,CRITICAL,4,P1_EMERGENCY,4,4.2,2,7,39,12,51,85.0,0,1.0,10.539897,78.298243,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024646,2024-10-28,SIGNAL,SEC_037,HIGH,3,P2_URGENT,3,2.8,0,7,31,14,45,75.0,0,1.0,11.391201,79.22055,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024647,2024-06-07,SIGNAL,SEC_002,CRITICAL,4,P1_EMERGENCY,4,2.2,0,7,58,12,70,116.7,0,1.0,13.015734,80.216252,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024648,2024-07-16,SIGNAL,SEC_014,CRITICAL,4,P1_EMERGENCY,4,4.0,0,7,45,10,55,91.7,0,1.0,12.854809,80.063869,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024649,2024-01-15,SIGNAL,SEC_018,MEDIUM,2,P3_NORMAL,2,2.4,2,7,32,12,44,73.3,1,1.8,12.675341,79.97917,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024650,2024-10-31,SIGNAL,SEC_034,CRITICAL,4,P1_EMERGENCY,4,2.1,0,7,40,16,56,93.3,1,1.85,11.583816,79.31592,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024651,2024-01-19,SIGNAL,SEC_034,HIGH,3,P2_URGENT,3,2.1,0,7,40,16,56,93.3,0,1.0,11.582811,79.315932,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024652,2024-09-17,SIGNAL,SEC_036,HIGH,3,P2_URGENT,3,2.2,0,7,29,8,37,61.7,0,1.0,11.415389,79.232466,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024653,2024-05-15,SIGNAL,SEC_055,HIGH,3,P2_URGENT,3,1.9,3,7,53,16,69,115.0,0,1.0,10.718298,78.574507,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024654,2024-10-25,SIGNAL,SEC_052,MEDIUM,2,P3_NORMAL,2,4.5,3,7,36,16,52,86.7,0,1.0,10.82065,78.690493,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024655,2024-01-10,SIGNAL,SEC_036,CRITICAL,4,P1_EMERGENCY,4,4.2,0,7,29,8,37,61.7,0,1.0,11.441768,79.250369,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024656,2024-04-07,SIGNAL,SEC_016,CRITICAL,4,P1_EMERGENCY,4,2.1,3,7,60,12,72,120.0,0,1.0,12.789668,80.017219,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024657,2024-08-26,SIGNAL,SEC_041,HIGH,3,P2_URGENT,3,2.1,2,7,29,8,37,61.7,1,1.3,11.195593,79.091137,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024658,2024-09-13,SIGNAL,SEC_056,CRITICAL,4,P1_EMERGENCY,4,3.7,0,7,61,10,71,118.3,0,1.0,10.630789,78.45062,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024659,2024-01-03,SIGNAL,SEC_032,HIGH,3,P2_URGENT,3,4.3,0,7,58,10,68,113.3,0,1.0,11.873141,79.436748,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024660,2024-01-29,SIGNAL,SEC_042,HIGH,3,P2_URGENT,3,2.6,4,7,52,8,60,100.0,0,1.0,11.134443,79.059933,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024661,2024-05-13,SIGNAL,SEC_022,HIGH,3,P2_URGENT,3,2.3,1,7,44,10,54,90.0,0,1.0,12.392695,79.803889,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024662,2024-09-09,SIGNAL,SEC_037,CRITICAL,4,P1_EMERGENCY,4,2.1,0,7,31,14,45,75.0,0,1.0,11.382243,79.22004,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024663,2024-08-19,SIGNAL,SEC_008,HIGH,3,P2_URGENT,3,2.9,3,7,40,10,50,83.3,0,1.0,12.958467,80.145608,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024664,2024-06-27,SIGNAL,SEC_007,HIGH,3,P2_URGENT,3,3.5,0,7,26,14,40,66.7,0,1.0,12.973196,80.158046,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024665,2024-08-03,SIGNAL,SEC_010,HIGH,3,P2_URGENT,3,2.6,0,7,38,10,48,80.0,0,1.0,12.927112,80.11943,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024666,2024-05-02,SIGNAL,SEC_044,HIGH,3,P2_URGENT,3,2.5,0,7,27,18,45,75.0,0,1.0,10.99987,78.981174,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024667,2024-07-28,SIGNAL,SEC_040,HIGH,3,P2_URGENT,3,4.0,0,7,45,14,59,98.3,0,1.0,11.221965,79.110724,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024668,2024-09-11,SIGNAL,SEC_034,CRITICAL,4,P1_EMERGENCY,4,1.9,1,7,40,16,56,93.3,0,1.0,11.546248,79.316369,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024669,2024-03-18,SIGNAL,SEC_007,HIGH,3,P2_URGENT,3,2.0,0,7,26,14,40,66.7,0,1.0,12.968861,80.153422,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024670,2024-01-03,SIGNAL,SEC_024,CRITICAL,4,P1_EMERGENCY,4,4.0,0,7,60,8,68,113.3,0,1.0,12.315308,79.73121,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024671,2024-04-15,SIGNAL,SEC_012,MEDIUM,2,P3_NORMAL,2,2.0,4,7,53,16,69,115.0,0,1.0,12.894787,80.087324,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024672,2024-10-09,SIGNAL,SEC_047,HIGH,3,P2_URGENT,3,2.8,0,7,37,18,55,91.7,0,1.0,10.894596,78.85261,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024673,2024-11-03,SIGNAL,SEC_066,CRITICAL,4,P1_EMERGENCY,4,3.1,0,7,59,12,71,253.6,0,1.0,8.961452,78.038484,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024674,2024-07-15,SIGNAL,SEC_041,HIGH,3,P2_URGENT,3,3.9,3,7,29,8,37,61.7,0,1.0,11.192352,79.089575,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024675,2024-11-09,SIGNAL,SEC_020,HIGH,3,P2_URGENT,3,2.0,1,7,40,12,52,86.7,0,1.0,12.508859,79.896069,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024676,2024-06-06,SIGNAL,SEC_020,CRITICAL,4,P1_EMERGENCY,4,2.6,0,7,40,12,52,86.7,0,1.0,12.520994,79.904133,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_024677,2024-09-22,SIGNAL,SEC_012,CRITICAL,4,P1_EMERGENCY,4,2.8,4,7,53,16,69,115.0,0,1.0,12.895776,80.088054,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024678,2024-07-12,SIGNAL,SEC_067,HIGH,3,P2_URGENT,3,2.0,0,7,47,12,59,210.7,0,1.0,8.812867,78.08283,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024679,2024-01-01,SIGNAL,SEC_030,HIGH,3,P2_URGENT,3,2.6,4,7,46,10,56,93.3,1,1.3,11.95729,79.502771,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_024680,2024-04-09,SIGNAL,SEC_024,CRITICAL,4,P1_EMERGENCY,4,2.0,0,7,60,8,68,113.3,0,1.0,12.321691,79.737532,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024681,2024-09-02,SIGNAL,SEC_055,HIGH,3,P2_URGENT,3,2.6,0,7,53,16,69,115.0,0,1.0,10.719595,78.576491,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_024682,2024-08-13,SIGNAL,SEC_048,HIGH,3,P2_URGENT,3,1.9,2,7,28,8,36,60.0,0,1.0,10.874544,78.797808,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_024683,2024-09-26,SIGNAL,SEC_049,MEDIUM,2,P3_NORMAL,2,3.2,0,7,59,12,71,118.3,0,1.0,10.861274,78.71088,Deferred,CALIBRATED_SYNTHETIC
