sev_num,overdue_days,traffic_num,deferred_count,actual_priority_rank
2,30,1,3,83.68
2,8,2,2,47.71
2,8,2,0,37.63
2,40,2,3,77.42
3,23,1,3,84.75
3,22,2,1,82.02
2,17,3,2,59.34
1,7,1,5,48.81
3,7,1,5,92.81
1,7,3,1,30.82
1,17,1,2,55.59
2,11,2,1,51.2
2,4,1,5,66.39
2,0,1,3,38.72
1,24,2,0,39.05
1,23,1,2,52.45
3,2,1,0,55.82
2,2,3,0,37.85
1,34,3,5,72.41
3,3,2,4,69.98
2,23,1,4,78.5
2,15,1,1,51.46
2,28,1,0,68.61
2,27,1,0,64.83
3,39,1,5,100.0
3,30,2,4,100.0
2,30,1,1,70.95
2,38,1,3,85.51
2,8,2,1,40.28
2,26,3,5,86.9
1,27,1,4,64.28
1,4,1,0,31.18
2,6,2,4,56.92
1,14,1,2,51.96
1,41,1,1,54.95
2,37,1,4,84.01
1,22,1,2,56.89
1,11,1,4,46.12
2,18,3,4,70.95
1,33,1,2,56.04
3,24,2,4,98.75
1,38,3,4,69.4
2,5,3,0,36.62
1,9,3,5,52.26
2,28,1,5,81.1
2,15,1,4,74.54
3,29,1,5,100.0
3,2,3,0,63.39
1,27,2,2,54.95
2,23,1,0,68.51
2,14,1,2,63.71
3,35,3,2,99.03
2,25,3,4,78.83
2,38,2,4,78.17
2,36,2,3,77.75
3,44,3,4,100.0
3,7,1,1,73.81
2,28,3,3,76.06
2,7,2,4,53.11
2,35,1,0,58.4
3,21,2,0,78.18
2,10,1,2,60.1
2,12,3,4,66.83
1,6,3,1,26.49
2,12,2,2,50.86
1,8,1,3,45.87
2,43,1,2,71.82
1,43,2,4,68.08
3,22,1,1,92.41
3,15,2,4,79.82
1,34,1,4,71.67
1,12,1,2,37.57
1,13,2,5,51.1
2,31,1,2,72.06
2,29,2,3,78.39
2,8,1,3,64.95
2,23,3,5,84.21
2,39,1,1,63.59
3,12,1,0,64.18
2,30,3,0,66.92
2,9,2,0,37.47
2,8,3,1,52.59
2,43,2,1,67.32
3,34,2,1,86.8
1,3,1,0,29.58
2,37,3,1,78.4
2,44,1,4,89.65
3,9,1,2,67.52
1,19,2,2,44.38
2,2,1,3,44.48
3,7,2,0,64.46
1,10,1,0,30.87
1,38,3,0,50.45
3,13,1,1,70.56
2,30,2,4,81.25
3,15,2,4,85.05
2,30,1,4,86.29
2,3,2,1,38.1
2,31,3,3,77.86
2,39,1,4,80.82
2,40,1,3,79.27
1,14,2,2,39.28
1,24,3,2,60.2
1,35,1,5,80.28
2,0,1,0,36.45
1,38,1,2,53.53
2,18,3,2,65.39
1,26,2,2,56.07
2,25,1,5,93.61
1,5,2,1,22.24
2,35,1,1,77.84
2,5,1,5,73.0
3,22,3,0,75.89
3,27,1,1,90.01
1,24,3,2,52.51
3,17,1,0,70.86
2,12,1,1,59.88
1,16,2,1,38.23
3,12,2,0,63.93
3,20,1,5,97.65
3,6,1,5,87.13
1,15,3,4,54.49
2,37,1,2,86.52
1,4,3,0,22.45
1,2,1,4,48.32
2,6,2,4,59.13
1,5,1,2,42.32
2,0,1,4,52.8
2,14,1,3,73.1
1,21,3,5,65.6
3,26,2,2,84.99
1,10,3,1,32.91
3,34,3,0,84.3
1,7,1,3,43.43
2,10,2,4,57.45
2,31,2,3,81.72
1,19,1,3,58.84
3,22,1,0,84.84
2,42,3,0,66.97
2,42,3,3,85.08
2,21,2,2,60.47
1,41,2,1,50.34
2,20,1,4,77.79
2,18,1,4,81.46
2,27,2,1,61.6
2,32,1,4,79.56
1,0,1,1,22.58
1,21,1,2,47.11
2,5,1,3,50.8
3,28,1,0,90.72
2,18,2,0,54.68
3,20,1,1,85.64
2,9,2,4,55.82
1,40,1,0,54.7
2,34,3,4,86.52
2,25,1,4,86.89
1,19,3,2,54.26
2,27,2,2,74.01
2,30,2,3,76.31
2,39,1,3,85.17
2,22,3,2,67.23
2,3,1,1,49.98
2,18,1,5,76.77
1,42,1,0,50.89
1,36,1,4,64.32
1,23,3,1,50.64
3,23,2,3,83.82
2,19,1,3,72.58
2,29,1,3,80.82
3,26,1,3,88.46
2,30,2,5,83.91
3,38,1,1,100.0
2,0,1,4,61.39
3,36,3,3,100.0
2,35,3,3,84.7
1,17,3,5,63.09
1,17,2,0,31.78
2,12,3,4,64.93
3,18,2,4,88.05
2,17,1,0,60.56
3,14,2,2,73.11
2,8,1,4,50.2
2,8,1,5,61.43
1,34,1,0,59.36
1,19,1,1,37.53
3,23,1,3,87.8
1,29,3,2,62.52
3,40,2,2,94.64
3,24,2,1,77.99
2,6,1,5,70.01
3,1,1,4,66.1
2,33,2,3,72.63
1,39,2,4,59.73
2,25,1,0,64.48
3,17,2,2,79.67
1,1,2,4,38.35
2,8,3,3,59.92
2,39,1,5,87.7
3,17,1,2,86.35
1,16,1,1,49.09
2,40,3,2,79.26
1,30,1,0,52.67
2,30,1,3,87.87
2,25,1,5,80.92
1,30,3,2,60.42
1,18,1,3,60.73
2,4,2,1,41.31
1,4,2,4,44.67
3,39,2,1,86.75
1,30,1,0,58.15
1,16,3,0,40.99
2,24,1,2,75.03
1,27,3,1,50.0
3,13,2,1,67.97
1,4,1,1,25.08
2,23,2,1,59.97
3,10,2,4,80.16
2,12,1,0,54.73
2,39,1,5,93.97
1,8,1,4,52.65
1,1,1,1,22.63
2,14,2,2,53.8
2,44,3,2,72.47
2,25,1,4,83.2
2,33,1,2,76.95
1,41,2,3,61.28
3,19,1,1,84.59
2,5,3,5,66.65
2,23,2,1,58.93
2,9,3,1,47.63
1,15,2,0,32.3
1,42,1,3,78.63
1,21,2,5,60.76
2,26,1,1,66.83
2,0,3,0,38.18
2,26,2,3,72.35
1,38,3,4,76.19
3,42,1,4,100.0
2,30,2,4,77.23
2,11,3,1,50.55
3,19,3,3,91.13
3,36,1,5,100.0
2,36,1,0,70.86
3,13,2,1,73.35
3,24,1,4,98.28
2,18,3,5,73.63
2,36,3,5,90.59
3,11,3,2,78.94
2,42,3,0,70.88
2,2,2,0,30.78
3,3,1,2,71.67
2,31,1,0,60.28
2,31,1,4,81.49
3,42,3,2,93.51
3,33,1,4,100.0
1,9,2,5,49.26
3,19,2,2,80.86
3,17,1,0,79.64
2,42,1,0,57.05
1,6,2,1,24.84
1,9,2,0,19.08
2,19,1,5,72.99
2,22,2,3,73.34
2,1,1,5,47.83
2,41,3,1,72.75
2,21,3,3,74.74
1,9,1,2,34.13
2,8,3,0,42.42
1,41,1,5,89.66
3,5,3,5,84.58
2,17,1,0,47.38
2,9,3,5,69.01
1,32,3,2,61.46
3,6,2,3,69.88
2,41,2,2,74.32
2,0,1,3,51.68
2,6,1,3,58.45
1,3,2,0,9.76
2,5,2,1,43.38
2,20,2,5,76.21
2,16,2,4,69.23
2,41,3,5,81.81
3,16,3,0,74.9
2,35,2,1,70.9
1,36,1,0,61.77
1,32,1,2,67.58
3,42,2,2,95.61
3,26,1,3,95.28
3,18,1,2,78.92
2,24,1,1,64.57
1,9,1,1,38.46
3,2,3,0,54.64
2,31,1,5,87.71
2,10,2,3,56.71
2,31,3,2,78.53
2,19,1,3,76.15
2,1,2,0,27.86
1,44,1,5,73.89
3,36,1,2,100.0
3,34,1,5,100.0
2,39,1,3,90.67
2,24,3,3,71.67
3,0,1,2,61.12
2,38,2,4,87.54
3,44,2,2,91.36
2,3,1,5,59.2
2,9,1,2,58.09
2,11,1,4,64.98
3,4,3,2,70.58
3,44,1,5,100.0
1,7,1,5,47.71
2,20,3,1,65.25
2,35,1,1,76.26
2,40,3,3,77.53
3,28,2,4,99.79
1,39,1,1,51.6
2,27,2,5,79.07
2,28,2,1,59.58
2,0,1,2,43.61
2,11,1,5,74.57
2,6,3,3,52.35
1,35,1,0,47.78
3,21,2,5,99.68
1,22,1,1,42.54
2,33,1,5,90.78
1,32,3,2,64.17
2,25,3,2,77.25
1,44,1,4,70.19
3,4,1,1,69.36
3,38,3,0,89.06
2,40,1,1,65.91
3,40,1,0,94.08
1,42,1,5,70.7
1,20,3,5,61.21
3,18,1,1,84.29
2,24,3,3,73.91
1,1,1,4,43.08
2,32,2,5,82.39
1,3,1,2,24.47
1,40,2,2,53.27
2,20,3,2,66.36
1,32,2,1,55.66
1,22,3,5,67.62
3,18,1,3,90.91
3,39,1,4,100.0
1,38,1,0,57.35
3,40,2,2,92.73
2,35,2,3,74.29
2,37,3,2,73.4
2,27,3,5,85.67
3,2,2,3,67.03
1,19,2,4,54.71
3,0,1,1,65.07
3,42,1,3,93.6
2,26,3,3,78.47
2,17,2,0,49.08
2,38,3,5,89.93
1,26,1,4,73.11
1,34,3,4,69.95
1,16,3,1,40.86
3,35,1,3,100.0
3,26,3,2,94.6
1,33,1,5,73.86
1,3,1,5,47.21
3,13,1,3,83.53
2,12,1,3,59.34
2,30,2,0,60.14
2,35,1,5,84.45
3,5,1,1,72.93
2,34,3,5,90.68
3,1,1,4,78.63
2,38,1,1,69.37
1,17,1,1,48.87
2,35,2,2,71.68
3,0,1,0,60.19
1,14,2,2,40.5
2,15,2,3,53.88
2,40,1,0,73.69
3,40,2,1,87.54
1,11,2,4,41.17
2,17,3,4,73.37
1,15,1,0,34.12
2,22,1,2,73.69
2,25,1,2,74.6
2,43,1,1,77.79
2,34,3,4,89.17
2,20,2,3,62.84
1,26,2,4,70.31
2,43,2,4,82.65
2,35,1,4,87.62
1,23,3,0,42.74
1,37,2,1,48.14
2,34,3,4,86.41
3,12,3,3,81.74
2,29,1,0,58.2
2,20,2,2,61.78
1,19,3,1,51.86
1,41,1,2,52.87
3,34,3,2,91.77
3,14,2,0,60.49
1,7,2,5,47.52
3,0,3,5,82.73
3,31,1,2,87.13
2,36,2,1,65.67
1,9,1,4,44.52
3,34,2,4,100.0
3,13,1,3,91.79
2,13,1,5,74.54
2,30,1,3,71.83
2,2,1,3,52.58
2,33,1,5,89.39
2,30,1,4,93.26
1,37,1,2,66.6
2,42,1,1,77.46
1,26,3,2,61.51
3,40,2,1,87.19
1,15,2,1,30.99
1,5,3,0,27.4
2,36,2,5,87.34
1,25,1,3,64.82
2,0,3,2,42.43
2,24,3,0,58.6
3,44,2,1,90.97
3,30,3,1,86.49
1,12,1,2,46.79
3,5,2,4,73.27
1,27,1,0,59.04
2,8,2,1,42.86
2,8,2,0,38.96
2,40,3,3,79.59
3,20,3,0,80.77
2,0,3,4,50.97
2,4,1,2,39.95
3,9,3,2,76.15
1,10,1,0,37.59
1,35,1,5,72.96
1,40,1,4,74.27
2,27,1,1,59.15
3,12,2,0,65.33
2,13,3,5,66.08
2,32,3,1,72.89
2,9,1,2,56.55
3,30,1,0,94.44
2,32,3,5,86.63
2,42,2,2,74.37
2,2,3,1,45.39
2,27,2,1,57.68
2,43,1,5,88.07
3,7,1,5,91.64
2,12,1,2,51.43
3,25,3,3,97.52
2,39,1,4,88.71
2,22,3,3,71.54
2,31,2,3,75.51
1,36,1,2,65.95
3,29,3,3,96.82
3,40,2,2,97.22
1,5,2,2,26.07
1,38,2,1,54.36
2,43,1,2,80.98
2,42,3,1,76.42
1,38,1,3,58.49
2,12,2,3,61.87
2,39,1,2,81.01
3,1,1,2,62.0
2,14,3,3,55.87
1,9,2,0,22.67
2,27,3,4,80.66
2,18,2,4,71.66
2,37,1,3,75.11
3,28,1,3,100.0
1,16,2,3,47.97
3,39,1,1,95.32
3,33,2,3,95.72
3,25,3,5,100.0
2,10,2,5,66.46
1,35,3,4,73.45
1,27,1,4,74.74
1,29,1,2,60.48
1,14,1,1,44.85
2,43,1,1,71.83
3,11,1,2,76.46
2,20,3,5,84.95
3,13,1,5,95.44
1,28,1,0,42.05
2,26,2,4,79.36
2,3,1,0,49.93
1,36,2,1,53.29
3,11,1,5,82.23
3,16,1,1,80.85
3,38,3,4,100.0
1,15,2,5,53.53
3,38,1,3,99.34
1,41,3,4,69.56
3,1,1,2,57.16
2,12,1,2,61.17
3,16,2,1,73.72
2,26,2,3,69.69
1,41,1,3,71.51
2,1,2,2,39.52
3,33,3,3,100.0
3,39,1,1,91.26
2,13,1,2,50.64
1,12,3,2,43.8
3,1,1,5,88.68
1,17,3,3,53.37
3,39,1,1,90.48
3,10,3,0,70.51
1,40,2,5,68.09
3,2,2,2,56.28
3,30,3,2,99.46
2,21,3,5,78.06
2,23,1,2,75.85
2,6,3,1,46.41
2,41,1,1,69.17
1,9,2,4,45.61
1,13,1,3,38.95
2,39,1,3,73.92
2,43,2,0,64.08
2,26,2,5,80.68
2,22,3,3,71.28
1,25,1,4,56.12
1,33,1,5,80.66
3,19,3,5,96.54
3,43,3,2,98.95
2,32,3,3,77.19
1,17,3,0,40.0
2,14,1,2,59.82
1,6,2,3,36.65
1,41,1,4,73.76
1,24,2,1,44.81
2,9,3,1,43.42
3,2,3,1,67.21
3,30,2,2,96.38
2,8,1,0,50.73
2,7,2,2,45.22
1,35,1,5,73.23
3,5,3,4,77.73
3,37,1,3,100.0
2,36,1,1,77.64
2,22,3,1,63.41
2,37,1,1,80.97
3,1,3,4,70.44
2,42,1,1,74.44
2,8,1,1,52.01
1,33,2,2,54.23
2,35,1,2,67.32
2,3,1,2,40.51
3,14,2,0,67.94
2,33,1,4,80.36
1,18,2,5,60.36
2,6,1,5,62.59
2,43,1,5,97.44
2,12,1,3,57.81
3,35,2,0,76.18
2,6,3,3,55.3
3,2,1,5,75.69
3,2,3,1,62.39
3,3,1,2,74.69
2,41,3,3,84.7
2,3,2,1,33.84
2,16,1,2,55.37
3,36,1,5,100.0
2,19,2,2,59.03
2,22,3,5,79.0
1,6,1,3,30.73
2,8,2,4,59.6
2,41,3,0,64.6
2,32,1,4,93.24
2,27,3,1,65.3
2,35,1,2,83.36
1,37,2,4,65.29
2,6,2,0,36.48
3,41,1,1,100.0
1,5,3,1,32.33
1,38,1,5,72.31
3,35,1,5,100.0
3,29,1,5,100.0
1,21,1,4,53.6
1,6,1,1,26.47
1,16,1,1,32.97
1,11,2,2,40.81
3,6,1,2,63.2
2,31,3,5,92.99
1,36,3,0,56.4
2,18,1,1,56.33
3,1,1,0,61.37
2,1,3,5,58.82
2,28,1,2,78.0
1,23,2,1,40.4
3,44,2,1,92.36
2,3,2,0,35.18
2,2,3,5,59.23
2,32,1,2,77.81
2,14,2,5,62.84
2,2,1,1,47.71
1,28,2,2,51.64
1,28,1,1,44.72
2,17,3,5,69.95
2,6,1,2,52.37
3,29,3,5,100.0
1,38,2,4,66.13
2,2,3,0,36.73
2,2,3,4,47.08
1,29,1,2,70.66
2,3,3,2,47.01
3,2,1,5,82.19
2,12,1,1,56.63
2,39,1,3,90.49
3,40,1,2,93.88
2,30,1,2,82.57
2,18,3,5,74.64
3,18,2,3,83.15
1,26,3,0,51.49
1,28,2,5,65.03
2,35,1,5,88.12
1,23,3,4,62.91
2,26,1,4,83.85
1,5,2,5,44.32
2,25,2,4,77.04
3,39,1,3,100.0
2,43,1,0,62.51
1,6,1,2,36.04
3,16,1,5,96.02
2,33,1,4,90.78
1,19,3,0,42.72
1,44,1,4,76.84
1,10,2,3,39.3
2,16,3,4,65.92
3,5,2,4,77.69
2,36,1,2,82.35
2,39,1,1,67.8
1,37,2,4,69.13
1,2,2,3,27.68
3,2,1,3,76.06
1,12,2,5,54.92
2,44,1,0,73.86
2,12,1,2,64.9
2,26,1,3,73.58
1,30,1,4,74.65
1,15,3,5,64.25
2,35,1,3,83.82
3,42,1,5,100.0
3,40,1,1,89.62
2,25,1,5,82.81
3,1,1,4,67.21
2,28,1,1,75.81
1,38,1,2,58.61
2,34,1,3,76.8
2,28,1,5,92.19
2,16,1,2,65.77
1,7,1,2,26.81
2,6,3,3,54.85
1,40,1,3,73.44
1,37,2,5,71.38
3,44,2,4,100.0
3,25,3,0,82.51
3,0,3,2,56.86
3,30,3,4,100.0
2,28,2,0,57.84
1,20,2,3,48.84
3,44,1,1,92.49
3,24,1,3,96.63
2,42,1,0,71.27
1,21,2,3,45.17
2,39,2,4,78.13
2,0,1,0,29.77
2,27,1,2,68.24
2,43,2,0,67.02
2,10,3,5,64.12
2,35,2,4,80.09
2,28,1,4,79.69
2,11,3,1,49.63
3,29,1,2,90.61
2,37,2,5,82.5
3,35,1,3,97.52
2,24,1,2,60.18
3,39,1,4,100.0
3,21,3,5,100.0
1,0,1,2,22.29
1,6,1,4,46.85
2,11,3,1,52.24
2,14,1,1,50.48
2,38,3,1,68.47
3,42,2,4,100.0
2,40,2,0,60.95
3,12,2,0,67.45
1,43,2,4,65.14
3,3,2,3,70.81
3,29,1,3,98.67
1,35,1,2,65.85
3,16,2,1,71.77
1,32,1,0,56.24
1,44,3,2,62.07
2,6,2,0,36.07
2,2,2,2,39.16
2,2,3,2,45.98
2,26,3,4,84.89
3,10,1,1,73.95
2,30,2,0,61.1
2,41,3,5,89.04
3,32,1,1,96.45
1,1,2,3,28.89
2,1,2,5,62.28
2,17,2,0,45.28
3,38,1,3,100.0
2,21,1,3,66.8
2,7,3,3,58.35
2,6,2,4,53.36
1,32,1,0,47.79
2,22,2,0,52.41
3,0,1,1,68.73
2,25,3,5,86.62
2,12,3,4,70.44
3,8,3,0,69.63
3,44,3,3,100.0
3,39,1,5,100.0
3,6,1,5,94.94
3,14,2,2,73.6
2,15,2,0,44.32
2,23,1,5,84.95
2,14,3,0,44.06
2,13,1,1,44.02
2,40,1,1,65.46
2,10,1,2,60.15
3,37,2,1,90.76
2,11,1,2,47.31
2,25,2,5,76.86
2,9,2,1,41.64
1,21,2,2,51.0
3,31,3,3,100.0
2,43,3,1,70.26
2,33,1,1,66.89
2,39,3,0,65.42
1,44,2,1,53.13
3,30,1,5,100.0
3,20,2,3,91.67
1,42,1,0,55.8
2,44,1,3,86.28
2,1,2,2,38.56
2,24,1,0,56.48
2,2,3,3,50.99
2,31,2,1,64.78
2,31,1,0,70.97
1,10,1,2,33.13
3,36,2,5,100.0
2,17,3,5,75.71
1,30,3,1,61.79
1,40,3,5,81.08
2,34,1,0,73.91
2,8,1,0,46.36
2,19,1,4,61.88
2,25,2,5,81.54
2,19,1,5,81.71
2,26,1,2,74.87
1,22,3,5,68.13
2,20,3,2,69.14
2,32,3,1,71.5
2,19,2,5,70.14
3,14,3,0,68.34
1,36,1,1,61.92
2,2,1,3,42.7
3,18,2,2,77.18
3,12,2,5,85.4
1,12,1,3,39.64
3,42,1,4,100.0
3,12,2,2,73.03
1,6,3,4,44.0
2,37,3,0,70.69
1,38,3,3,61.01
1,43,2,5,69.13
1,3,1,1,28.76
2,39,1,0,78.8
2,23,1,5,85.86
2,43,1,1,80.91
3,24,1,0,79.71
2,23,1,4,80.6
1,1,2,0,15.57
1,18,1,5,54.37
1,8,1,0,34.11
2,18,3,0,54.83
1,21,1,4,67.29
2,40,1,4,80.92
2,13,1,4,64.1
2,27,1,3,83.4
3,18,1,2,87.88
3,27,2,5,100.0
2,7,2,3,50.56
2,21,2,3,67.8
2,3,2,4,51.22
2,35,1,4,82.46
2,20,3,1,60.61
3,39,1,3,100.0
1,38,1,4,69.34
2,8,3,5,61.67
2,3,1,0,35.92
3,34,1,3,100.0
3,40,2,3,99.51
3,34,1,0,93.32
2,44,1,4,82.49
2,22,1,3,76.8
2,37,2,4,82.58
3,26,2,3,85.76
2,4,1,2,45.2
2,26,1,1,65.19
3,40,3,5,100.0
2,23,1,2,63.76
2,21,2,3,67.81
2,26,1,1,60.68
2,3,2,0,29.44
1,33,3,2,61.33
2,26,2,5,79.35
2,37,1,4,85.72
1,30,2,0,44.63
3,42,3,0,89.11
1,41,2,5,70.05
1,3,2,3,29.77
2,2,1,0,32.26
2,30,1,1,79.78
1,42,2,5,63.66
2,18,2,3,62.18
1,37,2,1,50.41
1,41,2,1,52.7
2,10,1,1,55.52
2,35,2,1,67.21
2,35,1,4,83.08
3,35,1,2,90.7
3,4,3,0,56.88
1,13,2,4,50.62
3,10,1,4,78.91
2,12,1,3,53.83
2,12,1,5,75.58
2,25,2,1,63.66
3,6,1,0,61.38
2,3,2,1,41.19
2,30,1,1,81.31
3,42,1,2,100.0
2,39,3,2,76.46
1,10,2,0,29.84
2,23,2,2,64.49
2,23,2,5,79.14
2,7,3,1,48.0
3,38,3,5,100.0
3,9,1,5,95.05
2,32,2,4,81.49
1,7,1,0,32.65
1,9,1,1,42.56
3,38,2,0,76.4
3,17,2,2,72.31
3,34,1,2,92.18
2,33,3,4,86.59
2,30,3,3,82.47
1,25,3,5,66.17
2,41,3,1,74.72
2,2,2,0,29.96
1,7,1,5,53.43
1,5,1,5,56.82
2,23,2,3,68.19
1,18,3,5,60.56
3,6,1,1,57.85
3,30,1,2,94.42
3,9,1,2,69.39
1,41,1,1,60.57
2,17,2,4,65.18
3,42,3,2,98.95
3,1,3,0,56.73
2,25,1,5,93.36
1,35,1,1,60.8
2,30,1,0,70.47
2,40,1,2,82.56
2,30,3,4,85.55
3,16,1,4,93.29
3,20,3,0,83.66
2,7,1,1,41.81
1,43,1,0,55.43
2,20,3,0,55.43
1,12,2,4,43.42
2,38,2,2,74.73
3,44,2,5,100.0
1,25,2,2,55.56
2,26,1,5,89.28
3,6,2,3,70.96
2,17,3,1,53.0
2,28,3,4,89.54
3,2,2,0,58.15
1,34,2,0,41.8
1,8,1,4,38.08
3,9,2,2,69.89
3,18,2,4,85.37
3,18,3,2,86.4
3,14,2,2,74.92
3,13,1,3,77.46
2,14,2,3,59.39
3,39,3,3,100.0
1,17,2,2,42.35
3,20,3,1,89.01
3,23,2,0,71.92
1,6,3,2,38.82
2,32,1,3,77.61
3,19,1,2,79.99
1,11,1,3,49.73
2,24,3,5,81.54
1,2,2,5,41.71
2,11,1,0,47.76
3,15,2,2,76.53
3,23,2,0,78.57
2,19,1,4,78.41
3,30,2,4,100.0
3,14,1,4,90.15
2,23,3,0,57.37
3,10,1,2,78.53
1,33,1,5,68.7
3,13,1,0,64.1
2,32,3,0,67.42
2,2,1,2,52.16
3,18,1,2,88.65
2,25,2,5,75.38
3,18,1,4,90.39
3,29,2,5,100.0
3,0,1,1,67.43
3,4,3,1,69.72
1,43,3,2,58.85
3,1,1,1,56.05
2,0,1,3,48.43
1,8,1,5,54.96
1,14,1,4,52.65
3,38,1,5,100.0
3,27,2,5,100.0
1,37,1,0,61.52
1,14,1,2,48.47
3,20,2,0,66.76
3,41,2,2,95.79
3,20,1,0,69.15
2,44,1,0,64.13
3,13,3,2,75.06
3,32,1,0,82.38
1,43,2,2,53.8
2,19,3,1,62.26
2,28,1,2,77.27
2,2,3,3,51.23
2,32,1,2,68.96
1,3,1,0,30.56
3,18,1,4,94.43
1,11,1,5,49.85
2,38,3,4,87.03
3,39,1,5,100.0
2,16,1,4,67.23
2,23,3,3,71.84
2,15,2,2,55.23
2,21,3,1,63.51
2,24,3,4,81.14
2,3,3,2,50.38
3,9,2,0,62.98
2,41,2,3,74.21
2,11,1,0,43.29
3,10,1,0,74.08
2,27,1,4,83.91
2,38,1,4,86.28
3,0,1,4,73.97
3,8,3,1,69.03
2,16,2,2,55.13
1,19,3,3,51.22
2,10,2,3,54.7
2,41,1,3,70.18
2,19,1,5,81.84
2,36,2,5,86.45
3,23,3,2,87.49
2,7,2,5,57.56
1,21,1,3,52.71
3,20,3,5,96.0
2,25,1,1,73.29
2,15,3,0,50.37
2,38,3,1,69.37
3,21,1,2,94.74
2,10,3,2,55.95
1,21,3,1,55.1
1,34,2,1,52.12
2,12,3,4,68.42
1,44,2,0,49.2
1,33,2,3,60.21
3,8,2,1,63.57
2,35,1,3,76.37
2,36,3,3,83.94
3,1,1,4,68.05
2,7,2,1,41.73
2,15,3,5,74.3
3,40,3,5,100.0
1,3,3,2,34.02
2,4,1,1,37.41
2,33,2,2,70.94
2,38,2,0,68.5
1,43,2,0,52.7
1,26,1,0,56.38
3,21,1,2,83.02
2,39,1,3,76.57
1,30,1,5,82.89
3,23,3,0,81.97
2,8,1,5,63.72
2,18,1,2,69.81
3,8,2,1,64.44
1,9,2,4,38.54
2,29,1,4,85.64
2,0,2,1,30.51
1,14,2,2,37.99
1,24,2,4,55.6
2,30,2,1,66.88
2,10,2,1,47.59
2,19,3,2,62.79
3,2,1,0,51.82
2,11,1,0,39.38
1,29,3,3,66.78
1,42,1,4,62.87
2,41,2,3,75.78
2,42,1,3,78.18
2,13,3,4,69.15
2,43,1,0,56.3
2,33,1,1,68.92
1,3,1,0,23.0
2,3,2,4,50.35
1,43,1,1,59.28
2,4,2,4,56.67
1,19,1,5,73.12
2,39,2,0,64.18
2,3,1,2,51.03
2,21,1,2,74.08
2,38,2,2,73.98
2,29,2,5,85.06
2,20,3,2,71.31
2,22,1,3,69.96
1,2,2,4,28.62
2,5,1,5,60.7
2,29,3,5,91.93
2,30,3,1,67.6
2,9,1,3,62.05
2,33,3,5,87.58
2,0,3,0,37.39
1,6,2,3,37.19
1,6,1,3,46.3
1,31,1,1,52.75
3,36,2,4,100.0
1,28,1,2,69.64
1,17,1,2,41.26
1,39,1,2,71.75
3,19,1,4,90.33
2,19,3,5,76.2
3,2,2,3,65.67
1,31,3,0,45.37
3,4,1,4,83.64
2,20,2,4,72.53
3,11,2,4,84.77
1,12,3,1,36.51
3,4,1,3,70.05
1,24,3,1,49.36
1,5,1,4,44.32
2,11,3,5,68.36
1,37,3,3,69.99
1,4,2,3,30.74
2,14,3,2,61.52
1,21,3,2,46.59
2,36,3,4,80.86
1,36,1,5,83.94
2,36,3,4,88.1
3,38,3,2,98.58
1,5,3,1,26.2
2,20,3,0,58.28
1,40,3,5,75.88
1,25,2,1,46.97
1,5,1,3,31.83
3,5,3,3,76.37
3,36,1,2,94.34
1,31,1,5,77.34
2,3,3,3,47.32
2,40,1,0,69.95
3,8,2,0,61.03
1,43,1,0,47.29
2,35,1,4,89.03
2,34,1,5,85.51
3,1,1,5,77.89
3,10,1,3,87.64
2,10,1,4,65.14
3,10,1,3,79.76
3,14,2,5,90.84
3,14,3,3,79.99
3,41,1,1,96.88
2,15,3,2,62.02
1,25,3,4,61.61
3,20,2,1,80.99
2,6,2,1,40.76
2,42,1,0,63.26
2,43,2,1,65.33
2,42,3,4,83.89
3,32,3,3,99.28
1,27,1,0,47.52
3,34,3,4,100.0
3,17,1,4,87.53
3,26,2,5,100.0
2,9,2,4,65.03
1,40,3,4,74.86
2,30,1,1,78.9
2,17,3,2,64.65
1,38,2,3,58.5
2,1,3,2,45.64
2,11,1,1,46.78
3,3,1,0,67.81
1,4,1,5,45.12
3,0,1,3,80.41
2,13,2,1,52.21
2,0,2,4,42.98
3,17,1,5,87.67
2,17,3,0,53.0
1,34,1,2,65.0
2,5,3,3,55.55
2,8,1,0,48.19
2,21,2,0,54.55
2,33,2,2,70.2
3,28,1,0,79.92
1,13,1,4,56.42
2,30,1,2,73.74
1,10,1,5,62.56
2,42,2,2,76.22
1,20,3,4,60.51
2,16,3,0,59.92
2,32,1,2,75.77
2,22,3,3,71.47
2,41,1,2,70.09
1,32,1,1,46.94
1,8,1,0,35.53
1,28,1,0,62.2
2,1,3,4,53.62
2,24,2,0,53.44
3,16,1,1,80.91
1,33,2,1,52.97
1,15,2,3,46.34
3,24,3,2,92.4
2,3,1,0,48.78
1,5,3,2,34.92
3,11,1,5,87.2
2,36,1,0,63.81
3,13,2,1,71.57
2,35,3,5,89.59
2,26,1,1,61.07
3,37,1,2,94.19
2,42,3,3,80.71
3,33,1,4,97.34
3,1,2,3,66.92
1,2,3,3,33.58
3,22,1,2,97.13
2,30,3,2,78.69
2,37,2,5,80.5
3,24,1,0,80.74
1,8,2,0,21.08
2,33,3,2,72.92
3,1,1,1,54.46
2,39,3,4,85.91
1,15,2,5,49.52
3,43,1,3,100.0
3,36,3,5,100.0
3,1,3,5,79.35
3,40,1,2,100.0
1,5,3,5,53.02
1,28,3,5,74.09
1,15,2,1,35.6
2,19,1,0,62.98
2,30,3,5,95.1
