task_id,section_id,mast_number,defect_type,severity_class,logged_date,target_completion_date,deferred_count,status
TDMS_TASK_021909,SEC_001,OHE_SEC_001_0009,Neutral Section Fault,C,2024-04-05,2024-04-18,1,Deferred
TDMS_TASK_021910,SEC_046,OHE_SEC_046_3675,Catenary Wear,B,2024-06-04,2024-06-14,0,In-Progress
TDMS_TASK_021911,SEC_044,OHE_SEC_044_3466,Catenary Wear,A,2024-09-24,2024-09-28,0,Completed
TDMS_TASK_021912,SEC_048,OHE_SEC_048_3864,Neutral Section Fault,A,2024-04-30,2024-05-01,0,Completed
TDMS_TASK_021913,SEC_003,OHE_SEC_003_0376,Insulator Damage,A,2024-09-23,2024-09-26,0,Deferred
TDMS_TASK_021914,SEC_046,OHE_SEC_046_3773,Neutral Section Fault,A,2024-02-07,2024-02-12,0,In-Progress
TDMS_TASK_021915,SEC_026,OHE_SEC_026_2443,Insulator Damage,C,2024-12-25,2025-01-14,0,Open
TDMS_TASK_021916,SEC_026,OHE_SEC_026_2210,Substation Feed Issue,B,2024-08-08,2024-08-19,0,Completed
TDMS_TASK_021917,SEC_007,OHE_SEC_007_0715,Neutral Section Fault,A,2024-11-30,2024-12-01,0,Completed
TDMS_TASK_021918,SEC_025,OHE_SEC_025_1959,Catenary Wear,A,2024-03-18,2024-03-19,0,In-Progress
TDMS_TASK_021919,SEC_015,OHE_SEC_015_1447,Insulator Damage,C,2024-09-10,2024-09-24,0,Completed
TDMS_TASK_021920,SEC_049,OHE_SEC_049_3932,Insulator Damage,B,2024-07-09,2024-07-26,0,Completed
TDMS_TASK_021921,SEC_014,OHE_SEC_014_1353,Catenary Wear,A,2024-04-13,2024-04-15,0,Completed
TDMS_TASK_021922,SEC_009,OHE_SEC_009_0869,Neutral Section Fault,A,2024-10-08,2024-10-14,0,Open
TDMS_TASK_021923,SEC_046,OHE_SEC_046_3768,Substation Feed Issue,A,2024-07-01,2024-07-07,0,Completed
TDMS_TASK_021924,SEC_007,OHE_SEC_007_0747,Insulator Damage,B,2024-09-25,2024-10-10,4,Deferred
TDMS_TASK_021925,SEC_045,OHE_SEC_045_3601,Insulator Damage,C,2024-01-08,2024-02-06,2,Open
TDMS_TASK_021926,SEC_047,OHE_SEC_047_3835,Neutral Section Fault,A,2024-02-10,2024-02-11,1,Open
TDMS_TASK_021927,SEC_012,OHE_SEC_012_1224,Insulator Damage,B,2024-10-18,2024-11-02,4,Deferred
TDMS_TASK_021928,SEC_030,OHE_SEC_030_2744,Substation Feed Issue,A,2024-06-03,2024-06-04,0,Completed
TDMS_TASK_021929,SEC_038,OHE_SEC_038_3172,Neutral Section Fault,A,2024-03-12,2024-03-16,0,In-Progress
TDMS_TASK_021930,SEC_025,OHE_SEC_025_2136,Neutral Section Fault,A,2024-10-19,2024-10-25,4,Deferred
TDMS_TASK_021931,SEC_031,OHE_SEC_031_2775,Insulator Damage,B,2024-02-26,2024-03-11,0,Completed
TDMS_TASK_021932,SEC_004,OHE_SEC_004_0526,Insulator Damage,B,2024-01-03,2024-01-14,0,In-Progress
TDMS_TASK_021933,SEC_025,OHE_SEC_025_2055,Insulator Damage,A,2024-07-21,2024-07-26,0,Completed
TDMS_TASK_021934,SEC_025,OHE_SEC_025_2044,Neutral Section Fault,C,2024-02-23,2024-03-16,0,Completed
TDMS_TASK_021935,SEC_026,OHE_SEC_026_2256,Neutral Section Fault,A,2024-09-15,2024-09-21,0,Open
TDMS_TASK_021936,SEC_046,OHE_SEC_046_3759,Insulator Damage,C,2024-06-01,2024-06-19,0,In-Progress
TDMS_TASK_021937,SEC_041,OHE_SEC_041_3284,Neutral Section Fault,C,2024-11-28,2024-12-27,4,Deferred
TDMS_TASK_021938,SEC_026,OHE_SEC_026_2401,Insulator Damage,A,2024-07-04,2024-07-05,0,Deferred
TDMS_TASK_021939,SEC_018,OHE_SEC_018_1606,Substation Feed Issue,A,2024-03-13,2024-03-19,0,Completed
TDMS_TASK_021940,SEC_018,OHE_SEC_018_1611,Substation Feed Issue,A,2024-07-10,2024-07-15,0,Open
TDMS_TASK_021941,SEC_001,OHE_SEC_001_0081,Catenary Wear,B,2024-08-25,2024-09-01,0,Completed
TDMS_TASK_021942,SEC_025,OHE_SEC_025_2194,Catenary Wear,B,2024-11-22,2024-12-04,0,Completed
TDMS_TASK_021943,SEC_011,OHE_SEC_011_1006,Substation Feed Issue,A,2024-02-16,2024-02-20,0,Open
TDMS_TASK_021944,SEC_044,OHE_SEC_044_3528,Neutral Section Fault,A,2024-10-01,2024-10-02,0,In-Progress
TDMS_TASK_021945,SEC_036,OHE_SEC_036_3080,Substation Feed Issue,A,2024-08-08,2024-08-11,0,Open
TDMS_TASK_021946,SEC_045,OHE_SEC_045_3635,Insulator Damage,B,2024-12-14,2024-12-20,0,In-Progress
TDMS_TASK_021947,SEC_049,OHE_SEC_049_3965,Catenary Wear,B,2024-08-01,2024-08-18,0,Open
TDMS_TASK_021948,SEC_018,OHE_SEC_018_1593,Insulator Damage,B,2024-12-19,2024-12-25,0,Open
TDMS_TASK_021949,SEC_018,OHE_SEC_018_1706,Catenary Wear,A,2024-07-25,2024-07-31,0,Completed
TDMS_TASK_021950,SEC_026,OHE_SEC_026_2421,Catenary Wear,B,2024-01-19,2024-01-29,0,Open
TDMS_TASK_021951,SEC_018,OHE_SEC_018_1714,Insulator Damage,C,2024-02-12,2024-02-29,0,Open
TDMS_TASK_021952,SEC_011,OHE_SEC_011_1112,Catenary Wear,A,2024-02-06,2024-02-07,0,Completed
TDMS_TASK_021953,SEC_032,OHE_SEC_032_2816,Substation Feed Issue,B,2024-07-13,2024-07-28,0,In-Progress
TDMS_TASK_021954,SEC_021,OHE_SEC_021_1796,Catenary Wear,B,2024-10-21,2024-10-27,2,In-Progress
TDMS_TASK_021955,SEC_046,OHE_SEC_046_3750,Catenary Wear,A,2024-07-26,2024-07-31,0,Open
TDMS_TASK_021956,SEC_009,OHE_SEC_009_0876,Catenary Wear,A,2024-12-08,2024-12-10,0,Completed
TDMS_TASK_021957,SEC_020,OHE_SEC_020_1767,Substation Feed Issue,A,2024-07-02,2024-07-06,0,Completed
TDMS_TASK_021958,SEC_025,OHE_SEC_025_2116,Neutral Section Fault,A,2024-09-06,2024-09-10,0,In-Progress
TDMS_TASK_021959,SEC_045,OHE_SEC_045_3615,Catenary Wear,A,2024-03-14,2024-03-16,3,In-Progress
TDMS_TASK_021960,SEC_026,OHE_SEC_026_2302,Insulator Damage,C,2024-01-04,2024-01-23,0,Open
TDMS_TASK_021961,SEC_003,OHE_SEC_003_0275,Catenary Wear,B,2024-09-19,2024-09-26,0,Completed
TDMS_TASK_021962,SEC_014,OHE_SEC_014_1345,Catenary Wear,B,2024-02-04,2024-02-19,2,Deferred
TDMS_TASK_021963,SEC_044,OHE_SEC_044_3528,Catenary Wear,B,2024-12-16,2024-12-23,2,Deferred
TDMS_TASK_021964,SEC_011,OHE_SEC_011_1084,Insulator Damage,C,2024-12-19,2025-01-20,3,In-Progress
TDMS_TASK_021965,SEC_014,OHE_SEC_014_1357,Neutral Section Fault,B,2024-03-19,2024-04-05,0,Open
TDMS_TASK_021966,SEC_006,OHE_SEC_006_0602,Insulator Damage,C,2024-02-02,2024-03-04,0,Deferred
TDMS_TASK_021967,SEC_032,OHE_SEC_032_2864,Insulator Damage,C,2024-11-21,2024-12-11,0,Completed
TDMS_TASK_021968,SEC_006,OHE_SEC_006_0556,Neutral Section Fault,A,2024-11-25,2024-11-28,4,Deferred
TDMS_TASK_021969,SEC_015,OHE_SEC_015_1465,Insulator Damage,C,2024-07-16,2024-08-18,4,Deferred
TDMS_TASK_021970,SEC_032,OHE_SEC_032_2833,Neutral Section Fault,C,2024-05-16,2024-06-10,0,Completed
TDMS_TASK_021971,SEC_045,OHE_SEC_045_3565,Substation Feed Issue,A,2024-06-14,2024-06-17,2,Deferred
TDMS_TASK_021972,SEC_009,OHE_SEC_009_0883,Substation Feed Issue,A,2024-12-06,2024-12-11,0,Completed
TDMS_TASK_021973,SEC_014,OHE_SEC_014_1323,Insulator Damage,B,2024-07-20,2024-07-30,0,Completed
TDMS_TASK_021974,SEC_004,OHE_SEC_004_0470,Catenary Wear,A,2024-03-13,2024-03-18,0,Completed
TDMS_TASK_021975,SEC_018,OHE_SEC_018_1744,Catenary Wear,B,2024-09-07,2024-09-19,0,In-Progress
TDMS_TASK_021976,SEC_049,OHE_SEC_049_3977,Substation Feed Issue,A,2024-12-21,2024-12-27,0,Completed
TDMS_TASK_021977,SEC_012,OHE_SEC_012_1212,Insulator Damage,B,2024-01-21,2024-01-30,0,Open
TDMS_TASK_021978,SEC_011,OHE_SEC_011_1035,Substation Feed Issue,A,2024-07-09,2024-07-10,0,In-Progress
TDMS_TASK_021979,SEC_018,OHE_SEC_018_1592,Catenary Wear,A,2024-07-15,2024-07-19,0,Open
TDMS_TASK_021980,SEC_045,OHE_SEC_045_3568,Catenary Wear,B,2024-10-07,2024-10-21,0,In-Progress
TDMS_TASK_021981,SEC_025,OHE_SEC_025_2178,Substation Feed Issue,B,2024-07-23,2024-07-31,0,Completed
TDMS_TASK_021982,SEC_026,OHE_SEC_026_2426,Insulator Damage,A,2024-03-18,2024-03-23,0,Open
TDMS_TASK_021983,SEC_037,OHE_SEC_037_3108,Substation Feed Issue,A,2024-08-11,2024-08-17,0,Open
TDMS_TASK_021984,SEC_032,OHE_SEC_032_2847,Neutral Section Fault,A,2024-02-18,2024-02-19,0,Open
TDMS_TASK_021985,SEC_026,OHE_SEC_026_2385,Substation Feed Issue,A,2024-07-13,2024-07-16,0,Completed
TDMS_TASK_021986,SEC_026,OHE_SEC_026_2234,Catenary Wear,B,2024-03-26,2024-04-07,1,Deferred
TDMS_TASK_021987,SEC_025,OHE_SEC_025_2123,Neutral Section Fault,A,2024-12-31,2025-01-02,1,In-Progress
TDMS_TASK_021988,SEC_007,OHE_SEC_007_0720,Insulator Damage,B,2024-09-30,2024-10-14,0,In-Progress
TDMS_TASK_021989,SEC_018,OHE_SEC_018_1650,Substation Feed Issue,A,2024-09-30,2024-10-06,0,In-Progress
TDMS_TASK_021990,SEC_043,OHE_SEC_043_3373,Catenary Wear,B,2024-01-01,2024-01-13,0,Open
TDMS_TASK_021991,SEC_001,OHE_SEC_001_0157,Catenary Wear,A,2024-06-05,2024-06-10,0,In-Progress
TDMS_TASK_021992,SEC_041,OHE_SEC_041_3297,Catenary Wear,C,2024-09-09,2024-09-28,0,In-Progress
TDMS_TASK_021993,SEC_026,OHE_SEC_026_2254,Neutral Section Fault,A,2024-06-27,2024-07-03,0,Open
TDMS_TASK_021994,SEC_014,OHE_SEC_014_1393,Catenary Wear,A,2024-02-07,2024-02-13,0,Completed
TDMS_TASK_021995,SEC_004,OHE_SEC_004_0455,Insulator Damage,A,2024-07-11,2024-07-13,0,Open
TDMS_TASK_021996,SEC_035,OHE_SEC_035_3041,Neutral Section Fault,A,2024-08-30,2024-09-04,0,Open
TDMS_TASK_021997,SEC_001,OHE_SEC_001_0003,Catenary Wear,C,2024-09-21,2024-10-03,0,In-Progress
TDMS_TASK_021998,SEC_025,OHE_SEC_025_2162,Neutral Section Fault,A,2024-04-20,2024-04-25,0,Open
TDMS_TASK_021999,SEC_007,OHE_SEC_007_0647,Substation Feed Issue,A,2024-07-31,2024-08-02,0,Deferred
TDMS_TASK_022000,SEC_045,OHE_SEC_045_3619,Substation Feed Issue,B,2024-11-25,2024-12-02,1,Open
TDMS_TASK_022001,SEC_007,OHE_SEC_007_0726,Insulator Damage,B,2024-12-15,2024-12-30,0,In-Progress
TDMS_TASK_022002,SEC_039,OHE_SEC_039_3197,Neutral Section Fault,B,2024-04-24,2024-05-02,0,Completed
TDMS_TASK_022003,SEC_026,OHE_SEC_026_2286,Substation Feed Issue,A,2024-09-06,2024-09-08,0,Completed
TDMS_TASK_022004,SEC_001,OHE_SEC_001_0164,Substation Feed Issue,B,2024-11-29,2024-12-07,0,Deferred
TDMS_TASK_022005,SEC_032,OHE_SEC_032_2867,Catenary Wear,B,2024-01-29,2024-02-08,0,Completed
TDMS_TASK_022006,SEC_044,OHE_SEC_044_3501,Catenary Wear,A,2024-07-26,2024-07-28,0,Completed
TDMS_TASK_022007,SEC_009,OHE_SEC_009_0882,Insulator Damage,A,2024-10-03,2024-10-05,0,Open
TDMS_TASK_022008,SEC_048,OHE_SEC_048_3856,Neutral Section Fault,B,2024-03-20,2024-04-02,3,Open
TDMS_TASK_022009,SEC_038,OHE_SEC_038_3179,Substation Feed Issue,A,2024-04-18,2024-04-24,0,In-Progress
TDMS_TASK_022010,SEC_032,OHE_SEC_032_2955,Insulator Damage,B,2024-11-07,2024-11-14,0,Open
TDMS_TASK_022011,SEC_014,OHE_SEC_014_1338,Catenary Wear,B,2024-03-02,2024-03-10,3,Open
TDMS_TASK_022012,SEC_004,OHE_SEC_004_0478,Insulator Damage,A,2024-04-19,2024-04-20,0,In-Progress
TDMS_TASK_022013,SEC_018,OHE_SEC_018_1710,Catenary Wear,B,2024-10-31,2024-11-14,0,Open
TDMS_TASK_022014,SEC_039,OHE_SEC_039_3215,Substation Feed Issue,A,2024-08-11,2024-08-13,0,Deferred
TDMS_TASK_022015,SEC_026,OHE_SEC_026_2336,Catenary Wear,B,2024-08-23,2024-09-09,0,In-Progress
TDMS_TASK_022016,SEC_028,OHE_SEC_028_2578,Neutral Section Fault,A,2024-07-18,2024-07-19,0,Completed
TDMS_TASK_022017,SEC_037,OHE_SEC_037_3110,Neutral Section Fault,A,2024-05-19,2024-05-24,0,Open
TDMS_TASK_022018,SEC_014,OHE_SEC_014_1349,Neutral Section Fault,B,2024-10-14,2024-10-21,0,Open
TDMS_TASK_022019,SEC_001,OHE_SEC_001_0149,Catenary Wear,B,2024-04-16,2024-04-26,0,Open
TDMS_TASK_022020,SEC_044,OHE_SEC_044_3520,Insulator Damage,B,2024-04-03,2024-04-09,1,Deferred
TDMS_TASK_022021,SEC_026,OHE_SEC_026_2442,Catenary Wear,B,2024-06-15,2024-06-28,0,Open
TDMS_TASK_022022,SEC_026,OHE_SEC_026_2252,Insulator Damage,B,2024-02-15,2024-02-24,0,In-Progress
TDMS_TASK_022023,SEC_026,OHE_SEC_026_2283,Catenary Wear,B,2024-08-18,2024-08-26,0,Completed
TDMS_TASK_022024,SEC_043,OHE_SEC_043_3396,Substation Feed Issue,B,2024-11-30,2024-12-13,0,Open
TDMS_TASK_022025,SEC_035,OHE_SEC_035_3063,Substation Feed Issue,A,2024-09-19,2024-09-22,0,In-Progress
TDMS_TASK_022026,SEC_029,OHE_SEC_029_2668,Neutral Section Fault,A,2024-04-24,2024-04-29,0,Completed
TDMS_TASK_022027,SEC_037,OHE_SEC_037_3114,Substation Feed Issue,A,2024-02-05,2024-02-07,0,Open
TDMS_TASK_022028,SEC_011,OHE_SEC_011_1149,Catenary Wear,B,2024-08-15,2024-08-31,0,In-Progress
TDMS_TASK_022029,SEC_032,OHE_SEC_032_2834,Insulator Damage,A,2024-07-12,2024-07-18,0,Completed
TDMS_TASK_022030,SEC_049,OHE_SEC_049_3882,Catenary Wear,A,2024-11-14,2024-11-15,0,In-Progress
TDMS_TASK_022031,SEC_011,OHE_SEC_011_0936,Substation Feed Issue,A,2024-06-26,2024-07-02,0,Completed
TDMS_TASK_022032,SEC_026,OHE_SEC_026_2274,Catenary Wear,A,2024-01-30,2024-01-31,0,Open
TDMS_TASK_022033,SEC_029,OHE_SEC_029_2712,Substation Feed Issue,A,2024-11-25,2024-12-01,0,Open
TDMS_TASK_022034,SEC_025,OHE_SEC_025_2058,Neutral Section Fault,A,2024-04-16,2024-04-17,1,In-Progress
TDMS_TASK_022035,SEC_048,OHE_SEC_048_3857,Neutral Section Fault,A,2024-10-09,2024-10-14,0,In-Progress
TDMS_TASK_022036,SEC_018,OHE_SEC_018_1607,Catenary Wear,B,2024-01-31,2024-02-11,1,Open
TDMS_TASK_022037,SEC_009,OHE_SEC_009_0868,Catenary Wear,C,2024-12-18,2024-12-30,4,Open
TDMS_TASK_022038,SEC_006,OHE_SEC_006_0543,Neutral Section Fault,B,2024-12-03,2024-12-19,1,Deferred
TDMS_TASK_022039,SEC_043,OHE_SEC_043_3382,Substation Feed Issue,B,2024-01-26,2024-02-11,2,Deferred
TDMS_TASK_022040,SEC_030,OHE_SEC_030_2732,Substation Feed Issue,A,2024-12-10,2024-12-12,0,Open
TDMS_TASK_022041,SEC_026,OHE_SEC_026_2302,Neutral Section Fault,B,2024-10-17,2024-10-26,0,Completed
TDMS_TASK_022042,SEC_018,OHE_SEC_018_1716,Substation Feed Issue,A,2024-11-27,2024-12-01,0,Completed
TDMS_TASK_022043,SEC_018,OHE_SEC_018_1632,Catenary Wear,B,2024-03-25,2024-04-10,0,Open
TDMS_TASK_022044,SEC_046,OHE_SEC_046_3721,Substation Feed Issue,A,2024-05-13,2024-05-15,0,Deferred
TDMS_TASK_022045,SEC_029,OHE_SEC_029_2709,Substation Feed Issue,B,2024-07-03,2024-07-13,0,Completed
TDMS_TASK_022046,SEC_047,OHE_SEC_047_3843,Catenary Wear,A,2024-06-24,2024-06-29,0,Completed
TDMS_TASK_022047,SEC_038,OHE_SEC_038_3191,Catenary Wear,A,2024-09-22,2024-09-25,0,Open
TDMS_TASK_022048,SEC_035,OHE_SEC_035_3056,Substation Feed Issue,B,2024-11-30,2024-12-11,0,Completed
TDMS_TASK_022049,SEC_025,OHE_SEC_025_2205,Substation Feed Issue,A,2024-11-15,2024-11-16,0,Open
TDMS_TASK_022050,SEC_011,OHE_SEC_011_0966,Insulator Damage,B,2024-11-19,2024-12-01,0,Open
TDMS_TASK_022051,SEC_028,OHE_SEC_028_2602,Neutral Section Fault,A,2024-04-29,2024-05-01,0,In-Progress
TDMS_TASK_022052,SEC_032,OHE_SEC_032_2851,Neutral Section Fault,A,2024-01-05,2024-01-08,0,Open
TDMS_TASK_022053,SEC_025,OHE_SEC_025_2078,Neutral Section Fault,A,2024-03-05,2024-03-08,0,In-Progress
TDMS_TASK_022054,SEC_001,OHE_SEC_001_0082,Insulator Damage,B,2024-03-06,2024-03-19,1,Open
TDMS_TASK_022055,SEC_046,OHE_SEC_046_3822,Neutral Section Fault,A,2024-10-11,2024-10-13,0,Completed
TDMS_TASK_022056,SEC_041,OHE_SEC_041_3290,Neutral Section Fault,B,2024-05-29,2024-06-06,0,In-Progress
TDMS_TASK_022057,SEC_014,OHE_SEC_014_1403,Neutral Section Fault,B,2024-05-17,2024-05-23,2,In-Progress
TDMS_TASK_022058,SEC_025,OHE_SEC_025_1966,Substation Feed Issue,A,2024-10-01,2024-10-03,0,Open
TDMS_TASK_022059,SEC_004,OHE_SEC_004_0492,Substation Feed Issue,A,2024-01-27,2024-01-28,0,Deferred
TDMS_TASK_022060,SEC_046,OHE_SEC_046_3730,Neutral Section Fault,B,2024-05-20,2024-06-03,0,Completed
TDMS_TASK_022061,SEC_011,OHE_SEC_011_0919,Neutral Section Fault,C,2024-05-26,2024-06-22,0,Completed
TDMS_TASK_022062,SEC_017,OHE_SEC_017_1504,Substation Feed Issue,C,2024-03-16,2024-04-02,0,Open
TDMS_TASK_022063,SEC_018,OHE_SEC_018_1707,Neutral Section Fault,B,2024-04-28,2024-05-07,0,In-Progress
TDMS_TASK_022064,SEC_011,OHE_SEC_011_1048,Insulator Damage,C,2024-10-30,2024-11-13,3,Open
TDMS_TASK_022065,SEC_027,OHE_SEC_027_2527,Substation Feed Issue,A,2024-09-08,2024-09-14,0,Open
TDMS_TASK_022066,SEC_049,OHE_SEC_049_3962,Neutral Section Fault,A,2024-05-04,2024-05-09,0,Open
TDMS_TASK_022067,SEC_044,OHE_SEC_044_3405,Catenary Wear,A,2024-11-15,2024-11-21,0,Completed
TDMS_TASK_022068,SEC_025,OHE_SEC_025_2113,Insulator Damage,B,2024-02-11,2024-02-25,0,In-Progress
TDMS_TASK_022069,SEC_004,OHE_SEC_004_0522,Substation Feed Issue,A,2024-11-18,2024-11-21,2,Deferred
TDMS_TASK_022070,SEC_044,OHE_SEC_044_3437,Insulator Damage,B,2024-08-19,2024-08-25,1,Deferred
TDMS_TASK_022071,SEC_011,OHE_SEC_011_1023,Substation Feed Issue,A,2024-03-17,2024-03-21,0,In-Progress
TDMS_TASK_022072,SEC_045,OHE_SEC_045_3627,Insulator Damage,B,2024-11-12,2024-11-19,0,In-Progress
TDMS_TASK_022073,SEC_018,OHE_SEC_018_1575,Catenary Wear,B,2024-02-21,2024-03-06,0,Deferred
TDMS_TASK_022074,SEC_025,OHE_SEC_025_2065,Catenary Wear,B,2024-07-30,2024-08-16,4,Deferred
TDMS_TASK_022075,SEC_018,OHE_SEC_018_1739,Substation Feed Issue,A,2024-08-04,2024-08-09,0,Open
TDMS_TASK_022076,SEC_022,OHE_SEC_022_1815,Catenary Wear,A,2024-12-30,2025-01-05,0,Deferred
TDMS_TASK_022077,SEC_007,OHE_SEC_007_0657,Insulator Damage,B,2024-03-21,2024-04-02,4,Deferred
TDMS_TASK_022078,SEC_025,OHE_SEC_025_2202,Insulator Damage,B,2024-11-15,2024-11-22,0,In-Progress
TDMS_TASK_022079,SEC_018,OHE_SEC_018_1605,Substation Feed Issue,A,2024-02-21,2024-02-23,0,Open
TDMS_TASK_022080,SEC_043,OHE_SEC_043_3375,Substation Feed Issue,B,2024-03-30,2024-04-05,0,Completed
TDMS_TASK_022081,SEC_025,OHE_SEC_025_1900,Neutral Section Fault,C,2024-01-14,2024-01-30,0,Open
TDMS_TASK_022082,SEC_047,OHE_SEC_047_3841,Insulator Damage,A,2024-04-30,2024-05-02,0,In-Progress
TDMS_TASK_022083,SEC_012,OHE_SEC_012_1182,Catenary Wear,A,2024-09-23,2024-09-24,0,Completed
TDMS_TASK_022084,SEC_014,OHE_SEC_014_1308,Neutral Section Fault,A,2024-03-12,2024-03-16,4,Deferred
TDMS_TASK_022085,SEC_001,OHE_SEC_001_0147,Substation Feed Issue,B,2024-01-27,2024-02-02,1,Deferred
TDMS_TASK_022086,SEC_032,OHE_SEC_032_2941,Insulator Damage,A,2024-07-23,2024-07-26,0,Open
TDMS_TASK_022087,SEC_003,OHE_SEC_003_0293,Catenary Wear,B,2024-01-03,2024-01-13,3,Open
TDMS_TASK_022088,SEC_011,OHE_SEC_011_1137,Insulator Damage,B,2024-08-26,2024-09-06,2,Deferred
TDMS_TASK_022089,SEC_045,OHE_SEC_045_3625,Neutral Section Fault,A,2024-10-01,2024-10-06,0,Deferred
TDMS_TASK_022090,SEC_026,OHE_SEC_026_2433,Insulator Damage,C,2024-10-01,2024-10-28,0,Completed
TDMS_TASK_022091,SEC_026,OHE_SEC_026_2225,Neutral Section Fault,A,2024-02-03,2024-02-04,0,Completed
TDMS_TASK_022092,SEC_039,OHE_SEC_039_3204,Substation Feed Issue,B,2024-07-12,2024-07-27,0,Completed
TDMS_TASK_022093,SEC_036,OHE_SEC_036_3072,Catenary Wear,A,2024-04-27,2024-04-29,4,Deferred
TDMS_TASK_022094,SEC_044,OHE_SEC_044_3530,Catenary Wear,B,2024-02-14,2024-03-02,0,In-Progress
TDMS_TASK_022095,SEC_028,OHE_SEC_028_2649,Substation Feed Issue,B,2024-02-29,2024-03-13,0,Completed
TDMS_TASK_022096,SEC_021,OHE_SEC_021_1787,Substation Feed Issue,A,2024-04-01,2024-04-07,0,Deferred
TDMS_TASK_022097,SEC_004,OHE_SEC_004_0521,Neutral Section Fault,A,2024-10-02,2024-10-05,0,Open
TDMS_TASK_022098,SEC_015,OHE_SEC_015_1472,Substation Feed Issue,A,2024-06-20,2024-06-26,0,In-Progress
TDMS_TASK_022099,SEC_032,OHE_SEC_032_2808,Insulator Damage,A,2024-02-02,2024-02-08,0,Completed
TDMS_TASK_022100,SEC_011,OHE_SEC_011_1009,Neutral Section Fault,A,2024-04-08,2024-04-11,0,Open
TDMS_TASK_022101,SEC_029,OHE_SEC_029_2672,Substation Feed Issue,A,2024-03-05,2024-03-07,0,Open
TDMS_TASK_022102,SEC_005,OHE_SEC_005_0532,Catenary Wear,B,2024-01-19,2024-01-29,2,Deferred
TDMS_TASK_022103,SEC_002,OHE_SEC_002_0241,Substation Feed Issue,A,2024-11-16,2024-11-17,0,Open
TDMS_TASK_022104,SEC_015,OHE_SEC_015_1453,Insulator Damage,B,2024-11-21,2024-11-29,0,Completed
TDMS_TASK_022105,SEC_010,OHE_SEC_010_0916,Substation Feed Issue,B,2024-01-22,2024-02-01,0,Completed
TDMS_TASK_022106,SEC_044,OHE_SEC_044_3472,Catenary Wear,B,2024-07-09,2024-07-24,0,In-Progress
TDMS_TASK_022107,SEC_017,OHE_SEC_017_1506,Substation Feed Issue,A,2024-11-10,2024-11-14,0,Completed
TDMS_TASK_022108,SEC_018,OHE_SEC_018_1668,Neutral Section Fault,A,2024-08-05,2024-08-08,0,Completed
TDMS_TASK_022109,SEC_018,OHE_SEC_018_1607,Catenary Wear,A,2024-05-04,2024-05-08,0,In-Progress
TDMS_TASK_022110,SEC_013,OHE_SEC_013_1264,Substation Feed Issue,B,2024-02-07,2024-02-17,0,Completed
TDMS_TASK_022111,SEC_045,OHE_SEC_045_3654,Neutral Section Fault,A,2024-02-04,2024-02-07,0,Open
TDMS_TASK_022112,SEC_032,OHE_SEC_032_2943,Insulator Damage,B,2024-11-29,2024-12-09,2,Open
TDMS_TASK_022113,SEC_007,OHE_SEC_007_0633,Insulator Damage,B,2024-08-22,2024-08-30,0,Completed
TDMS_TASK_022114,SEC_009,OHE_SEC_009_0859,Substation Feed Issue,A,2024-11-11,2024-11-17,0,Open
TDMS_TASK_022115,SEC_003,OHE_SEC_003_0323,Substation Feed Issue,A,2024-12-22,2024-12-27,0,Open
TDMS_TASK_022116,SEC_011,OHE_SEC_011_1021,Neutral Section Fault,A,2024-05-22,2024-05-24,0,Completed
TDMS_TASK_022117,SEC_028,OHE_SEC_028_2614,Catenary Wear,A,2024-09-14,2024-09-17,0,Open
TDMS_TASK_022118,SEC_046,OHE_SEC_046_3726,Catenary Wear,A,2024-03-13,2024-03-18,0,Open
TDMS_TASK_022119,SEC_025,OHE_SEC_025_1918,Neutral Section Fault,B,2024-09-03,2024-09-16,0,In-Progress
TDMS_TASK_022120,SEC_003,OHE_SEC_003_0325,Neutral Section Fault,B,2024-10-17,2024-10-30,0,Open
TDMS_TASK_022121,SEC_001,OHE_SEC_001_0189,Insulator Damage,B,2024-07-14,2024-07-26,0,Completed
TDMS_TASK_022122,SEC_018,OHE_SEC_018_1651,Neutral Section Fault,A,2024-07-29,2024-07-30,0,In-Progress
TDMS_TASK_022123,SEC_011,OHE_SEC_011_1054,Catenary Wear,C,2024-06-14,2024-07-05,0,In-Progress
TDMS_TASK_022124,SEC_026,OHE_SEC_026_2297,Insulator Damage,A,2024-10-31,2024-11-04,0,In-Progress
TDMS_TASK_022125,SEC_004,OHE_SEC_004_0471,Insulator Damage,B,2024-07-04,2024-07-10,0,Completed
TDMS_TASK_022126,SEC_010,OHE_SEC_010_0917,Neutral Section Fault,B,2024-06-25,2024-07-06,0,Completed
TDMS_TASK_022127,SEC_026,OHE_SEC_026_2213,Catenary Wear,A,2024-05-19,2024-05-25,0,Completed
TDMS_TASK_022128,SEC_011,OHE_SEC_011_1119,Catenary Wear,A,2024-11-22,2024-11-25,0,Deferred
TDMS_TASK_022129,SEC_015,OHE_SEC_015_1452,Substation Feed Issue,B,2024-02-02,2024-02-08,0,In-Progress
TDMS_TASK_022130,SEC_009,OHE_SEC_009_0884,Insulator Damage,B,2024-09-19,2024-10-05,0,In-Progress
TDMS_TASK_022131,SEC_002,OHE_SEC_002_0206,Neutral Section Fault,C,2024-06-04,2024-06-19,0,In-Progress
