station_code,in_timetable,in_station_master,match_status,match_confidence,has_coordinates
SFMU,True,True,UNMATCHED,NONE,False
SFNR,True,True,UNMATCHED,NONE,False
SFPR,True,True,UNMATCHED,NONE,False
SFR,True,True,UNMATCHED,NONE,False
SFW,True,True,UNMATCHED,NONE,False
SFX,True,True,UNMATCHED,NONE,False
SFY,True,True,UNMATCHED,NONE,False
SFZ,True,True,UNMATCHED,NONE,False
SG,True,True,UNMATCHED,NONE,False
SGA,True,True,UNMATCHED,NONE,False
SGAM,True,True,UNMATCHED,NONE,False
SGBA,True,True,UNMATCHED,NONE,False
SGBJ,True,True,UNMATCHED,NONE,False
SGC,True,True,UNMATCHED,NONE,False
SGD,True,True,UNMATCHED,NONE,False
SGDM,True,True,UNMATCHED,NONE,False
SGDP,True,True,UNMATCHED,NONE,False
SGE,True,True,MATCHED,HIGH,True
SGF,True,True,UNMATCHED,NONE,False
SGG,True,True,UNMATCHED,NONE,False
SGJ,True,True,UNMATCHED,NONE,False
SGKM,True,True,UNMATCHED,NONE,False
SGL,True,True,UNMATCHED,NONE,False
SGLA,True,True,UNMATCHED,NONE,False
SGLM,True,True,UNMATCHED,NONE,False
SGM,True,True,MATCHED,HIGH,True
SGND,True,True,UNMATCHED,NONE,False
SGNR,True,True,UNMATCHED,NONE,False
SGO,True,True,UNMATCHED,NONE,False
SGP,True,True,UNMATCHED,NONE,False
SGPA,True,True,UNMATCHED,NONE,False
SGR,True,True,UNMATCHED,NONE,False
SGRA,True,True,UNMATCHED,NONE,False
SGRD,True,True,UNMATCHED,NONE,False
SGRE,True,True,UNMATCHED,NONE,False
SGRL,True,True,UNMATCHED,NONE,False
SGRM,True,True,UNMATCHED,NONE,False
SGRP,True,True,UNMATCHED,NONE,False
SGRR,True,True,UNMATCHED,NONE,False
SGS,True,True,UNMATCHED,NONE,False
SGUJ,True,True,UNMATCHED,NONE,False
SGUT,True,True,UNMATCHED,NONE,False
SGV,True,True,UNMATCHED,NONE,False
SGW,True,True,UNMATCHED,NONE,False
SGZ,True,True,UNMATCHED,NONE,False
SHAD,True,True,UNMATCHED,NONE,False
SHAN,True,True,UNMATCHED,NONE,False
SHBA,True,True,UNMATCHED,NONE,False
SHBC,True,True,UNMATCHED,NONE,False
SHBL,True,True,UNMATCHED,NONE,False
SHC,True,True,MATCHED,HIGH,True
SHDM,True,True,UNMATCHED,NONE,False
SHDR,True,True,UNMATCHED,NONE,False
SHE,True,True,UNMATCHED,NONE,False
SHEO,True,True,UNMATCHED,NONE,False
SHER,True,True,UNMATCHED,NONE,False
SHF,True,True,UNMATCHED,NONE,False
SHG,True,True,UNMATCHED,NONE,False
SHGN,True,True,UNMATCHED,NONE,False
SHH,True,True,UNMATCHED,NONE,False
SHI,True,True,UNMATCHED,NONE,False
SHIV,True,True,UNMATCHED,NONE,False
SHJP,True,True,UNMATCHED,NONE,False
SHK,True,True,UNMATCHED,NONE,False
SHKL,True,True,UNMATCHED,NONE,False
SHLK,True,True,UNMATCHED,NONE,False
SHM,True,True,UNMATCHED,NONE,False
SHMI,True,True,UNMATCHED,NONE,False
SHMR,True,True,UNMATCHED,NONE,False
SHN,True,True,UNMATCHED,NONE,False
SHNG,True,True,UNMATCHED,NONE,False
SHNR,True,True,UNMATCHED,NONE,False
SHNX,True,True,UNMATCHED,NONE,False
SHR,True,True,UNMATCHED,NONE,False
SHRG,True,True,UNMATCHED,NONE,False
SHRM,True,True,UNMATCHED,NONE,False
SHSK,True,True,UNMATCHED,NONE,False
SHTS,True,True,UNMATCHED,NONE,False
SHTT,True,True,UNMATCHED,NONE,False
SHU,True,True,MATCHED,HIGH,True
SHV,True,True,UNMATCHED,NONE,False
SHW,True,True,UNMATCHED,NONE,False
SHWL,True,True,UNMATCHED,NONE,False
SHX,True,True,UNMATCHED,NONE,False
SHYP,True,True,UNMATCHED,NONE,False
SHZ,True,True,UNMATCHED,NONE,False
SI,True,True,UNMATCHED,NONE,False
SIA,True,True,UNMATCHED,NONE,False
SIBR,True,True,UNMATCHED,NONE,False
SIC,True,True,UNMATCHED,NONE,False
SID,True,True,UNMATCHED,NONE,False
SIDP,True,True,UNMATCHED,NONE,False
SIE,True,True,MATCHED,HIGH,True
SIF,True,True,UNMATCHED,NONE,False
SIGA,True,True,UNMATCHED,NONE,False
SIHO,True,True,UNMATCHED,NONE,False
SII,True,True,UNMATCHED,NONE,False
SIKD,True,True,UNMATCHED,NONE,False
SIKR,True,True,UNMATCHED,NONE,False
SIL,True,True,UNMATCHED,NONE,False
SILO,True,True,UNMATCHED,NONE,False
SILR,True,True,UNMATCHED,NONE,False
SIM,True,True,UNMATCHED,NONE,False
SINA,True,True,UNMATCHED,NONE,False
SINI,True,True,UNMATCHED,NONE,False
SIOB,True,True,UNMATCHED,NONE,False
SIP,True,True,UNMATCHED,NONE,False
SIPA,True,True,UNMATCHED,NONE,False
SIPR,True,True,UNMATCHED,NONE,False
SIQ,True,True,UNMATCHED,NONE,False
SIR,True,True,UNMATCHED,NONE,False
SIRA,True,True,UNMATCHED,NONE,False
SIRD,True,True,UNMATCHED,NONE,False
SISN,True,True,UNMATCHED,NONE,False
SIU,True,True,UNMATCHED,NONE,False
SIW,True,True,UNMATCHED,NONE,False
SIY,True,True,UNMATCHED,NONE,False
SIZ,True,True,UNMATCHED,NONE,False
SJDA,True,True,UNMATCHED,NONE,False
SJDR,True,True,UNMATCHED,NONE,False
SJER,True,True,UNMATCHED,NONE,False
SJF,True,True,UNMATCHED,NONE,False
SJGH,True,True,UNMATCHED,NONE,False
SJGM,True,True,UNMATCHED,NONE,False
SJJ,True,True,UNMATCHED,NONE,False
SJKL,True,True,UNMATCHED,NONE,False
SJL,True,True,UNMATCHED,NONE,False
SJM,True,True,UNMATCHED,NONE,False
SJMA,True,True,UNMATCHED,NONE,False
SJN,True,True,UNMATCHED,NONE,False
SJNP,True,True,UNMATCHED,NONE,False
SJP,True,True,UNMATCHED,NONE,False
SJPA,True,True,UNMATCHED,NONE,False
SJPM,True,True,UNMATCHED,NONE,False
SJPR,True,True,UNMATCHED,NONE,False
SJQ,True,True,UNMATCHED,NONE,False
SJRR,True,True,UNMATCHED,NONE,False
SJSM,True,True,UNMATCHED,NONE,False
SJT,True,True,UNMATCHED,NONE,False
SJV,True,True,UNMATCHED,NONE,False
SJVP,True,True,UNMATCHED,NONE,False
SK,True,True,UNMATCHED,NONE,False
SKA,True,True,UNMATCHED,NONE,False
SKAP,True,True,UNMATCHED,NONE,False
SKAR,True,True,UNMATCHED,NONE,False
SKB,True,True,UNMATCHED,NONE,False
SKBR,True,True,UNMATCHED,NONE,False
SKF,True,True,UNMATCHED,NONE,False
SKG,True,True,UNMATCHED,NONE,False
SKGH,True,True,UNMATCHED,NONE,False
SKI,True,True,UNMATCHED,NONE,False
SKIP,True,True,UNMATCHED,NONE,False
SKJ,True,True,UNMATCHED,NONE,False
SKJS,True,True,UNMATCHED,NONE,False
SKK,True,True,UNMATCHED,NONE,False
SKKE,True,True,UNMATCHED,NONE,False
SKL,True,True,MATCHED,HIGH,True
SKLI,True,True,UNMATCHED,NONE,False
SKLP,True,True,UNMATCHED,NONE,False
SKLR,True,True,UNMATCHED,NONE,False
SKM,True,True,MATCHED,HIGH,True
SKN,True,True,UNMATCHED,NONE,False
SKND,True,True,UNMATCHED,NONE,False
SKNP,True,True,UNMATCHED,NONE,False
SKNR,True,True,UNMATCHED,NONE,False
SKP,True,True,MATCHED,HIGH,True
SKPA,True,True,UNMATCHED,NONE,False
SKPI,True,True,UNMATCHED,NONE,False
SKPT,True,True,MATCHED,HIGH,True
SKQ,True,True,UNMATCHED,NONE,False
SKR,True,True,UNMATCHED,NONE,False
SKRI,True,True,UNMATCHED,NONE,False
SKS,True,True,UNMATCHED,NONE,False
SKSO,True,True,UNMATCHED,NONE,False
SKT,True,True,UNMATCHED,NONE,False
SKTN,True,True,UNMATCHED,NONE,False
SKU,True,True,UNMATCHED,NONE,False
SKVL,True,True,UNMATCHED,NONE,False
SKW,True,True,UNMATCHED,NONE,False
SKX,True,True,UNMATCHED,NONE,False
SKY,True,True,UNMATCHED,NONE,False
SKZR,True,True,UNMATCHED,NONE,False
SL,True,True,UNMATCHED,NONE,False
SLB,True,True,UNMATCHED,NONE,False
SLBN,True,True,UNMATCHED,NONE,False
SLD,True,True,UNMATCHED,NONE,False
SLF,True,True,UNMATCHED,NONE,False
SLG,True,True,UNMATCHED,NONE,False
SLGE,True,True,UNMATCHED,NONE,False
SLGH,True,True,UNMATCHED,NONE,False
SLGR,True,True,UNMATCHED,NONE,False
SLH,True,True,UNMATCHED,NONE,False
SLHA,True,True,UNMATCHED,NONE,False
SLHI,True,True,UNMATCHED,NONE,False
SLHP,True,True,UNMATCHED,NONE,False
SLI,True,True,MATCHED,HIGH,True
SLJ,True,True,UNMATCHED,NONE,False
SLJR,True,True,UNMATCHED,NONE,False
SLKN,True,True,UNMATCHED,NONE,False
SLKR,True,True,UNMATCHED,NONE,False
SLKX,True,True,UNMATCHED,NONE,False
SLM,True,True,MATCHED,HIGH,True
SLN,True,True,UNMATCHED,NONE,False
SLNA,True,True,UNMATCHED,NONE,False
SLO,True,True,UNMATCHED,NONE,False
SLON,True,True,UNMATCHED,NONE,False
SLOR,True,True,UNMATCHED,NONE,False
SLP,True,True,UNMATCHED,NONE,False
SLPM,True,True,UNMATCHED,NONE,False
SLR,True,True,UNMATCHED,NONE,False
SLRA,True,True,UNMATCHED,NONE,False
SLRD,True,True,UNMATCHED,NONE,False
SLRP,True,True,UNMATCHED,NONE,False
SLS,True,True,UNMATCHED,NONE,False
SLT,True,True,UNMATCHED,NONE,False
SLTH,True,True,MATCHED,HIGH,True
SLTP,True,True,UNMATCHED,NONE,False
SLU,True,True,UNMATCHED,NONE,False
SLV,True,True,UNMATCHED,NONE,False
SLW,True,True,UNMATCHED,NONE,False
SLWR,True,True,UNMATCHED,NONE,False
SLX,True,True,UNMATCHED,NONE,False
SLY,True,True,MATCHED,HIGH,True
SLZ,True,True,UNMATCHED,NONE,False
SM,True,True,UNMATCHED,NONE,False
SMAE,True,True,UNMATCHED,NONE,False
SMBH,True,True,UNMATCHED,NONE,False
SMBJ,True,True,UNMATCHED,NONE,False
SMBL,True,True,UNMATCHED,NONE,False
SMBX,True,True,UNMATCHED,NONE,False
SMCK,True,True,UNMATCHED,NONE,False
SMCP,True,True,UNMATCHED,NONE,False
SMD,True,True,UNMATCHED,NONE,False
SMDM,True,True,MATCHED,MEDIUM,True
SMDP,True,True,UNMATCHED,NONE,False
SMDT,True,True,UNMATCHED,NONE,False
SME,True,True,MATCHED,HIGH,True
SMET,True,True,UNMATCHED,NONE,False
SMF,True,True,UNMATCHED,NONE,False
SMGR,True,True,UNMATCHED,NONE,False
SMH,True,True,UNMATCHED,NONE,False
SMI,True,True,UNMATCHED,NONE,False
SMK,True,True,UNMATCHED,NONE,False
SMKR,True,True,UNMATCHED,NONE,False
SMKT,True,True,UNMATCHED,NONE,False
SML,True,True,UNMATCHED,NONE,False
SMLA,True,True,UNMATCHED,NONE,False
SMLG,True,True,UNMATCHED,NONE,False
SMLT,True,True,UNMATCHED,NONE,False
SMM,True,True,MATCHED,HIGH,True
SMND,True,True,UNMATCHED,NONE,False
SMNE,True,True,UNMATCHED,NONE,False
SMNH,True,True,UNMATCHED,NONE,False
SMNN,True,True,UNMATCHED,NONE,False
SMO,True,True,UNMATCHED,NONE,False
SMP,True,True,UNMATCHED,NONE,False
SMPA,True,True,UNMATCHED,NONE,False
SMPR,True,True,UNMATCHED,NONE,False
SMQL,True,True,UNMATCHED,NONE,False
SMR,True,True,UNMATCHED,NONE,False
SMRL,True,True,UNMATCHED,NONE,False
SMRR,True,True,UNMATCHED,NONE,False
SMT,True,True,UNMATCHED,NONE,False
SMTA,True,True,UNMATCHED,NONE,False
SMTG,True,True,UNMATCHED,NONE,False
SMTL,True,True,UNMATCHED,NONE,False
SMU,True,True,UNMATCHED,NONE,False
SMV,True,True,UNMATCHED,NONE,False
SMWA,True,True,UNMATCHED,NONE,False
SMX,True,True,UNMATCHED,NONE,False
SMZ,True,True,UNMATCHED,NONE,False
SN,True,True,UNMATCHED,NONE,False
SNA,True,True,UNMATCHED,NONE,False
SNAP,True,True,UNMATCHED,NONE,False
SNAR,True,True,UNMATCHED,NONE,False
SNB,True,True,UNMATCHED,NONE,False
SNBD,True,True,UNMATCHED,NONE,False
SNBR,True,True,UNMATCHED,NONE,False
SNC,True,True,UNMATCHED,NONE,False
SNCA,True,True,UNMATCHED,NONE,False
SND,True,True,UNMATCHED,NONE,False
SNDD,True,True,UNMATCHED,NONE,False
SNDI,True,True,MATCHED,HIGH,True
SNDT,True,True,UNMATCHED,NONE,False
SNDY,True,True,UNMATCHED,NONE,False
SNE,True,True,UNMATCHED,NONE,False
SNF,True,True,UNMATCHED,NONE,False
SNGN,True,True,UNMATCHED,NONE,False
SNGP,True,True,UNMATCHED,NONE,False
SNGR,True,True,UNMATCHED,NONE,False
SNH,True,True,UNMATCHED,NONE,False
SNHR,True,True,UNMATCHED,NONE,False
SNHT,True,True,UNMATCHED,NONE,False
SNI,True,True,UNMATCHED,NONE,False
SNIE,True,True,UNMATCHED,NONE,False
SNK,True,True,UNMATCHED,NONE,False
SNKB,True,True,UNMATCHED,NONE,False
SNKE,True,True,UNMATCHED,NONE,False
SNKG,True,True,UNMATCHED,NONE,False
SNKL,True,True,UNMATCHED,NONE,False
SNKR,True,True,UNMATCHED,NONE,False
SNKX,True,True,UNMATCHED,NONE,False
SNL,True,True,UNMATCHED,NONE,False
SNLR,True,True,UNMATCHED,NONE,False
SNM,True,True,UNMATCHED,NONE,False
SNMY,True,True,UNMATCHED,NONE,False
SNN,True,True,UNMATCHED,NONE,False
SNO,True,True,UNMATCHED,NONE,False
SNP,True,True,MATCHED,HIGH,True
SNPH,True,True,UNMATCHED,NONE,False
SNPR,True,True,UNMATCHED,NONE,False
SNQ,True,True,UNMATCHED,NONE,False
SNR,True,True,UNMATCHED,NONE,False
SNRA,True,True,UNMATCHED,NONE,False
SNRD,True,True,UNMATCHED,NONE,False
SNRR,True,True,UNMATCHED,NONE,False
SNS,True,True,UNMATCHED,NONE,False
SNSI,True,True,UNMATCHED,NONE,False
SNSL,True,True,UNMATCHED,NONE,False
SNT,True,True,UNMATCHED,NONE,False
SNTD,True,True,UNMATCHED,NONE,False
SNU,True,True,UNMATCHED,NONE,False
SNV,True,True,UNMATCHED,NONE,False
SNVR,True,True,UNMATCHED,NONE,False
SNX,True,True,UNMATCHED,NONE,False
SNYN,True,True,UNMATCHED,NONE,False
SNZ,True,True,UNMATCHED,NONE,False
SOA,True,True,UNMATCHED,NONE,False
SOAE,True,True,UNMATCHED,NONE,False
SOB,True,True,UNMATCHED,NONE,False
SOD,True,True,UNMATCHED,NONE,False
SOE,True,True,UNMATCHED,NONE,False
SOF,True,True,UNMATCHED,NONE,False
SOG,True,True,UNMATCHED,NONE,False
SOGR,True,True,UNMATCHED,NONE,False
SOH,True,True,UNMATCHED,NONE,False
SOHL,True,True,UNMATCHED,NONE,False
SOJ,True,True,UNMATCHED,NONE,False
SOJN,True,True,UNMATCHED,NONE,False
SOL,True,True,UNMATCHED,NONE,False
SOLA,True,True,UNMATCHED,NONE,False
SOLR,True,True,UNMATCHED,NONE,False
SOM,True,True,UNMATCHED,NONE,False
SONA,True,True,UNMATCHED,NONE,False
SONI,True,True,UNMATCHED,NONE,False
SOP,True,True,UNMATCHED,NONE,False
SOQ,True,True,UNMATCHED,NONE,False
SOR,True,True,UNMATCHED,NONE,False
SORI,True,True,UNMATCHED,NONE,False
SORO,True,True,UNMATCHED,NONE,False
SOS,True,True,UNMATCHED,NONE,False
SOT,True,True,MATCHED,HIGH,True
SOY,True,True,UNMATCHED,NONE,False
SP,True,True,MATCHED,HIGH,True
SPAM,True,True,UNMATCHED,NONE,False
SPB,True,True,UNMATCHED,NONE,False
SPC,True,True,MATCHED,HIGH,True
SPD,True,True,UNMATCHED,NONE,False
SPDM,True,True,UNMATCHED,NONE,False
SPDR,True,True,UNMATCHED,NONE,False
SPE,True,True,UNMATCHED,NONE,False
SPF,True,True,UNMATCHED,NONE,False
SPGL,True,True,UNMATCHED,NONE,False
SPGR,True,True,UNMATCHED,NONE,False
SPHL,True,True,UNMATCHED,NONE,False
SPHT,True,True,UNMATCHED,NONE,False
SPJ,True,True,UNMATCHED,NONE,False
SPJB,True,True,UNMATCHED,NONE,False
SPK,True,True,UNMATCHED,NONE,False
SPL,True,True,MATCHED,HIGH,True
SPLE,True,True,UNMATCHED,NONE,False
SPN,True,True,UNMATCHED,NONE,False
SPO,True,True,UNMATCHED,NONE,False
SPP,True,True,UNMATCHED,NONE,False
SPPR,True,True,UNMATCHED,NONE,False
SPQ,True,True,UNMATCHED,NONE,False
SPR,True,True,UNMATCHED,NONE,False
SPRA,True,True,UNMATCHED,NONE,False
SPRD,True,True,UNMATCHED,NONE,False
SPRM,True,True,UNMATCHED,NONE,False
SPRN,True,True,UNMATCHED,NONE,False
SPS,True,True,UNMATCHED,NONE,False
SPSR,True,True,UNMATCHED,NONE,False
SPT,True,True,UNMATCHED,NONE,False
SPTR,True,True,UNMATCHED,NONE,False
SPV,True,True,UNMATCHED,NONE,False
SPX,True,True,UNMATCHED,NONE,False
SPY,True,True,UNMATCHED,NONE,False
SPYA,True,True,UNMATCHED,NONE,False
SPZ,True,True,UNMATCHED,NONE,False
SQB,True,True,UNMATCHED,NONE,False
SQD,True,True,MATCHED,HIGH,True
SQE,True,True,UNMATCHED,NONE,False
SQF,True,True,UNMATCHED,NONE,False
SQJ,True,True,UNMATCHED,NONE,False
SQL,True,True,UNMATCHED,NONE,False
SQN,True,True,UNMATCHED,NONE,False
SQQ,True,True,UNMATCHED,NONE,False
SQR,True,True,UNMATCHED,NONE,False
SQS,True,True,UNMATCHED,NONE,False
SQW,True,True,UNMATCHED,NONE,False
SR,True,True,UNMATCHED,NONE,False
SRA,True,True,UNMATCHED,NONE,False
SRAS,True,True,UNMATCHED,NONE,False
SRBA,True,True,UNMATCHED,NONE,False
SRBG,True,True,UNMATCHED,NONE,False
SRBZ,True,True,UNMATCHED,NONE,False
SRC,True,True,UNMATCHED,NONE,False
SRDR,True,True,UNMATCHED,NONE,False
SRDW,True,True,UNMATCHED,NONE,False
SRE,True,True,UNMATCHED,NONE,False
SRF,True,True,UNMATCHED,NONE,False
SRGH,True,True,UNMATCHED,NONE,False
SRGM,True,True,MATCHED,HIGH,True
SRGP,True,True,UNMATCHED,NONE,False
SRGT,True,True,UNMATCHED,NONE,False
SRI,True,True,UNMATCHED,NONE,False
SRID,True,True,UNMATCHED,NONE,False
SRJ,True,True,UNMATCHED,NONE,False
SRJK,True,True,UNMATCHED,NONE,False
SRJM,True,True,UNMATCHED,NONE,False
SRJN,True,True,UNMATCHED,NONE,False
SRK,True,True,UNMATCHED,NONE,False
SRKI,True,True,UNMATCHED,NONE,False
SRKN,True,True,UNMATCHED,NONE,False
SRKR,True,True,UNMATCHED,NONE,False
SRL,True,True,UNMATCHED,NONE,False
SRM,True,True,UNMATCHED,NONE,False
SRMN,True,True,UNMATCHED,NONE,False
SRMP,True,True,UNMATCHED,NONE,False
SRMR,True,True,UNMATCHED,NONE,False
SRMT,True,True,UNMATCHED,NONE,False
SRNK,True,True,UNMATCHED,NONE,False
SRNR,True,True,UNMATCHED,NONE,False
SRNT,True,True,UNMATCHED,NONE,False
SRO,True,True,UNMATCHED,NONE,False
SRP,True,True,UNMATCHED,NONE,False
SRPB,True,True,UNMATCHED,NONE,False
SRPJ,True,True,UNMATCHED,NONE,False
SRPM,True,True,UNMATCHED,NONE,False
SRPN,True,True,UNMATCHED,NONE,False
SRPR,True,True,UNMATCHED,NONE,False
SRPU,True,True,UNMATCHED,NONE,False
SRR,True,True,UNMATCHED,NONE,False
SRRG,True,True,UNMATCHED,NONE,False
SRSI,True,True,UNMATCHED,NONE,False
SRSL,True,True,UNMATCHED,NONE,False
SRT,True,True,UNMATCHED,NONE,False
SRTE,True,True,UNMATCHED,NONE,False
SRTL,True,True,UNMATCHED,NONE,False
SRTN,True,True,UNMATCHED,NONE,False
SRU,True,True,UNMATCHED,NONE,False
SRUR,True,True,UNMATCHED,NONE,False
SRVN,True,True,UNMATCHED,NONE,False
SRVT,True,True,MATCHED,MEDIUM,True
SRVX,True,True,UNMATCHED,NONE,False
SRW,True,True,UNMATCHED,NONE,False
SRWN,True,True,UNMATCHED,NONE,False
SRX,True,True,UNMATCHED,NONE,False
SRY,True,True,UNMATCHED,NONE,False
SRZ,True,True,UNMATCHED,NONE,False
SS,True,True,UNMATCHED,NONE,False
SSA,True,True,MATCHED,HIGH,True
SSB,True,True,UNMATCHED,NONE,False
SSC,True,True,UNMATCHED,NONE,False
SSCR,True,True,UNMATCHED,NONE,False
SSD,True,True,UNMATCHED,NONE,False
SSDT,True,True,UNMATCHED,NONE,False
SSF,True,True,UNMATCHED,NONE,False
SSG,True,True,UNMATCHED,NONE,False
SSGJ,True,True,UNMATCHED,NONE,False
SSGR,True,True,UNMATCHED,NONE,False
SSI,True,True,MATCHED,HIGH,True
SSIA,True,True,UNMATCHED,NONE,False
SSKA,True,True,UNMATCHED,NONE,False
SSKL,True,True,UNMATCHED,NONE,False
SSL,True,True,UNMATCHED,NONE,False
SSM,True,True,UNMATCHED,NONE,False
SSN,True,True,MATCHED,HIGH,True
SSNH,True,True,UNMATCHED,NONE,False
SSNR,True,True,UNMATCHED,NONE,False
SSNS,True,True,UNMATCHED,NONE,False
SSP,True,True,UNMATCHED,NONE,False
SSPD,True,True,UNMATCHED,NONE,False
SSPH,True,True,UNMATCHED,NONE,False
SSPN,True,True,UNMATCHED,NONE,False
SSPR,True,True,UNMATCHED,NONE,False
SSR,True,True,UNMATCHED,NONE,False
SSRD,True,True,UNMATCHED,NONE,False
SSU,True,True,UNMATCHED,NONE,False
SSV,True,True,UNMATCHED,NONE,False
SSW,True,True,UNMATCHED,NONE,False
SSZ,True,True,UNMATCHED,NONE,False
ST,True,True,UNMATCHED,NONE,False
STA,True,True,UNMATCHED,NONE,False
STB,True,True,UNMATCHED,NONE,False
STBB,True,True,UNMATCHED,NONE,False
STBD,True,True,UNMATCHED,NONE,False
STBJ,True,True,UNMATCHED,NONE,False
STD,True,True,UNMATCHED,NONE,False
STDB,True,True,UNMATCHED,NONE,False
STDR,True,True,UNMATCHED,NONE,False
STE,True,True,MATCHED,HIGH,True
STH,True,True,UNMATCHED,NONE,False
STJT,True,True,UNMATCHED,NONE,False
STKT,True,True,UNMATCHED,NONE,False
STKW,True,True,UNMATCHED,NONE,False
STL,True,True,MATCHED,HIGH,True
STLB,True,True,UNMATCHED,NONE,False
STLI,True,True,UNMATCHED,NONE,False
STLR,True,True,UNMATCHED,NONE,False
STM,True,True,MATCHED,HIGH,True
STN,True,True,UNMATCHED,NONE,False
STNL,True,True,UNMATCHED,NONE,False
STNR,True,True,UNMATCHED,NONE,False
STPD,True,True,UNMATCHED,NONE,False
STPT,True,True,UNMATCHED,NONE,False
STR,True,True,MATCHED,HIGH,True
STRK,True,True,UNMATCHED,NONE,False
STSN,True,True,UNMATCHED,NONE,False
STUR,True,True,UNMATCHED,NONE,False
STVA,True,True,UNMATCHED,NONE,False
STW,True,True,UNMATCHED,NONE,False
STZ,True,True,UNMATCHED,NONE,False
SUA,True,True,UNMATCHED,NONE,False
SUAL,True,True,UNMATCHED,NONE,False
SUBL,True,True,UNMATCHED,NONE,False
SUBR,True,True,UNMATCHED,NONE,False
SUD,True,True,UNMATCHED,NONE,False
SUDV,True,True,UNMATCHED,NONE,False
SUH,True,True,UNMATCHED,NONE,False
SUI,True,True,UNMATCHED,NONE,False
SUJ,True,True,UNMATCHED,NONE,False
SUJH,True,True,UNMATCHED,NONE,False
SUJR,True,True,UNMATCHED,NONE,False
SUKU,True,True,UNMATCHED,NONE,False
SUL,True,True,UNMATCHED,NONE,False
SULH,True,True,UNMATCHED,NONE,False
SUM,True,True,UNMATCHED,NONE,False
SUMR,True,True,UNMATCHED,NONE,False
SUNM,True,True,UNMATCHED,NONE,False
SUNR,True,True,UNMATCHED,NONE,False
SUP,True,True,UNMATCHED,NONE,False
SUPP,True,True,UNMATCHED,NONE,False
SUR,True,True,UNMATCHED,NONE,False
SURI,True,True,UNMATCHED,NONE,False
SURL,True,True,UNMATCHED,NONE,False
SURP,True,True,UNMATCHED,NONE,False
SURR,True,True,UNMATCHED,NONE,False
SUT,True,True,UNMATCHED,NONE,False
SUU,True,True,UNMATCHED,NONE,False
SUW,True,True,UNMATCHED,NONE,False
SUX,True,True,MATCHED,HIGH,True
SUZ,True,True,UNMATCHED,NONE,False
SV,True,True,UNMATCHED,NONE,False
SVA,True,True,MATCHED,HIGH,True
SVB,True,True,UNMATCHED,NONE,False
SVC,True,True,UNMATCHED,NONE,False
SVD,True,True,UNMATCHED,NONE,False
SVDK,True,True,UNMATCHED,NONE,False
SVF,True,True,UNMATCHED,NONE,False
SVG,True,True,UNMATCHED,NONE,False
SVGA,True,True,MATCHED,HIGH,True
SVH,True,True,UNMATCHED,NONE,False
SVHE,True,True,UNMATCHED,NONE,False
SVI,True,True,UNMATCHED,NONE,False
SVJR,True,True,UNMATCHED,NONE,False
SVKD,True,True,UNMATCHED,NONE,False
SVKS,True,True,UNMATCHED,NONE,False
SVL,True,True,UNMATCHED,NONE,False
SVM,True,True,UNMATCHED,NONE,False
SVN,True,True,UNMATCHED,NONE,False
SVNR,True,True,UNMATCHED,NONE,False
SVO,True,True,UNMATCHED,NONE,False
SVPI,True,True,UNMATCHED,NONE,False
SVPM,True,True,UNMATCHED,NONE,False
SVPR,True,True,UNMATCHED,NONE,False
SVQ,True,True,UNMATCHED,NONE,False
SVR,True,True,MATCHED,HIGH,True
SVRP,True,True,UNMATCHED,NONE,False
SVS,True,True,UNMATCHED,NONE,False
SVT,True,True,UNMATCHED,NONE,False
SVTN,True,True,UNMATCHED,NONE,False
SVUR,True,True,MATCHED,HIGH,True
SVV,True,True,UNMATCHED,NONE,False
SVW,True,True,UNMATCHED,NONE,False
SVX,True,True,UNMATCHED,NONE,False
SVZ,True,True,MATCHED,HIGH,True
SW,True,True,UNMATCHED,NONE,False
SWA,True,True,MATCHED,HIGH,True
SWAR,True,True,UNMATCHED,NONE,False
SWC,True,True,UNMATCHED,NONE,False
SWD,True,True,UNMATCHED,NONE,False
SWDE,True,True,UNMATCHED,NONE,False
SWE,True,True,UNMATCHED,NONE,False
SWF,True,True,UNMATCHED,NONE,False
SWG,True,True,UNMATCHED,NONE,False
SWI,True,True,UNMATCHED,NONE,False
SWJ,True,True,UNMATCHED,NONE,False
SWM,True,True,UNMATCHED,NONE,False
SWNI,True,True,UNMATCHED,NONE,False
SWNR,True,True,UNMATCHED,NONE,False
SWO,True,True,UNMATCHED,NONE,False
SWPR,True,True,UNMATCHED,NONE,False
SWR,True,True,UNMATCHED,NONE,False
SWRT,True,True,UNMATCHED,NONE,False
SWS,True,True,UNMATCHED,NONE,False
SWT,True,True,UNMATCHED,NONE,False
SWV,True,True,UNMATCHED,NONE,False
SWW,True,True,UNMATCHED,NONE,False
SWX,True,True,UNMATCHED,NONE,False
SXA,True,True,UNMATCHED,NONE,False
SXB,True,True,UNMATCHED,NONE,False
SXC,True,True,UNMATCHED,NONE,False
SXD,True,True,UNMATCHED,NONE,False
SXE,True,True,UNMATCHED,NONE,False
SXF,True,True,UNMATCHED,NONE,False
SXK,True,True,UNMATCHED,NONE,False
SXN,True,True,UNMATCHED,NONE,False
SXP,True,True,UNMATCHED,NONE,False
SXQ,True,True,UNMATCHED,NONE,False
SXR,True,True,MATCHED,HIGH,True
SXT,True,True,MATCHED,HIGH,True
