utilization_id,date,time_slot,section_id,total_window_available_minutes,traffic_occupancy_minutes,maintenance_block_utilized_minutes,idle_window_minutes,capacity_utilization_rate_percent,shadow_block_potential,corridor_id,source_type,source
RB-UTL-020328,2024-04-23,EVENING_16_20,SEC_033,240,82,31,127,47.1,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020329,2024-04-24,EVENING_16_20,SEC_068,240,113,85,42,82.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020330,2024-04-25,DAY_08_12,SEC_019,240,89,43,108,55.0,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020331,2024-04-26,AFTERNOON_12_16,SEC_021,240,161,97,0,107.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020332,2024-04-27,DAY_08_12,SEC_004,240,205,28,7,97.1,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020333,2024-04-28,AFTERNOON_12_16,SEC_036,240,67,94,79,67.1,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020334,2024-04-29,EVENING_16_20,SEC_067,240,82,74,84,65.0,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020335,2024-04-30,EVENING_16_20,SEC_024,240,196,37,7,97.1,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020336,2024-05-01,EARLY_04_08,SEC_048,240,110,30,100,58.3,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020337,2024-05-02,EARLY_04_08,SEC_050,240,101,83,56,76.7,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020338,2024-05-03,LATE_20_24,SEC_045,240,159,89,0,103.3,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020339,2024-05-04,DAY_08_12,SEC_058,240,189,91,0,116.7,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020340,2024-05-05,AFTERNOON_12_16,SEC_041,240,89,34,117,51.2,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020341,2024-05-06,EARLY_04_08,SEC_045,240,141,49,50,79.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020342,2024-05-07,DAY_08_12,SEC_012,240,90,40,110,54.2,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020343,2024-05-08,NIGHT_00_04,SEC_003,240,196,71,0,111.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020344,2024-05-09,DAY_08_12,SEC_053,240,201,102,0,126.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020345,2024-05-10,LATE_20_24,SEC_046,240,124,97,19,92.1,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020346,2024-05-11,DAY_08_12,SEC_016,240,146,78,16,93.3,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020347,2024-05-12,LATE_20_24,SEC_028,240,119,76,45,81.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020348,2024-05-13,EVENING_16_20,SEC_064,240,137,39,64,73.3,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020349,2024-05-14,NIGHT_00_04,SEC_010,240,175,33,32,86.7,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020350,2024-05-15,NIGHT_00_04,SEC_047,240,147,61,32,86.7,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020351,2024-05-16,EARLY_04_08,SEC_021,240,148,97,0,102.1,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020352,2024-05-17,LATE_20_24,SEC_008,240,134,48,58,75.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020353,2024-05-18,EVENING_16_20,SEC_049,240,71,88,81,66.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020354,2024-05-19,NIGHT_00_04,SEC_016,240,68,112,60,75.0,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020355,2024-05-20,DAY_08_12,SEC_049,240,167,90,0,107.1,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020356,2024-05-21,AFTERNOON_12_16,SEC_066,240,86,67,87,63.7,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020357,2024-05-22,EVENING_16_20,SEC_019,240,119,66,55,77.1,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020358,2024-05-23,LATE_20_24,SEC_067,240,65,47,128,46.7,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020359,2024-05-24,NIGHT_00_04,SEC_050,240,70,92,78,67.5,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020360,2024-05-25,EARLY_04_08,SEC_032,240,141,55,44,81.7,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020361,2024-05-26,EVENING_16_20,SEC_044,240,189,23,28,88.3,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020362,2024-05-27,NIGHT_00_04,SEC_020,240,91,98,51,78.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020363,2024-05-28,LATE_20_24,SEC_067,240,169,67,4,98.3,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020364,2024-05-29,EARLY_04_08,SEC_012,240,93,26,121,49.6,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020365,2024-05-30,EARLY_04_08,SEC_048,240,112,37,91,62.1,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020366,2024-05-31,NIGHT_00_04,SEC_053,240,77,59,104,56.7,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020367,2024-06-01,NIGHT_00_04,SEC_048,240,166,116,0,117.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020368,2024-06-02,DAY_08_12,SEC_064,240,65,89,86,64.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020369,2024-06-03,LATE_20_24,SEC_042,240,137,26,77,67.9,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020370,2024-06-04,EVENING_16_20,SEC_011,240,125,96,19,92.1,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020371,2024-06-05,EARLY_04_08,SEC_061,240,199,111,0,129.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020372,2024-06-06,EVENING_16_20,SEC_054,240,178,94,0,113.3,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020373,2024-06-07,LATE_20_24,SEC_051,240,96,108,36,85.0,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020374,2024-06-08,LATE_20_24,SEC_015,240,144,38,58,75.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020375,2024-06-09,AFTERNOON_12_16,SEC_001,240,121,58,61,74.6,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020376,2024-06-10,DAY_08_12,SEC_044,240,120,117,3,98.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020377,2024-06-11,DAY_08_12,SEC_017,240,128,113,0,100.4,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020378,2024-06-12,AFTERNOON_12_16,SEC_018,240,206,57,0,109.6,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020379,2024-06-13,DAY_08_12,SEC_058,240,72,36,132,45.0,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020380,2024-06-14,LATE_20_24,SEC_051,240,148,64,28,88.3,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020381,2024-06-15,AFTERNOON_12_16,SEC_036,240,158,30,52,78.3,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020382,2024-06-16,DAY_08_12,SEC_001,240,129,67,44,81.7,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020383,2024-06-17,EVENING_16_20,SEC_009,240,85,92,63,73.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020384,2024-06-18,DAY_08_12,SEC_031,240,110,71,59,75.4,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020385,2024-06-19,EARLY_04_08,SEC_007,240,100,88,52,78.3,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020386,2024-06-20,EARLY_04_08,SEC_061,240,152,116,0,111.7,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020387,2024-06-21,NIGHT_00_04,SEC_050,240,120,36,84,65.0,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020388,2024-06-22,EVENING_16_20,SEC_027,240,93,98,49,79.6,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020389,2024-06-23,EVENING_16_20,SEC_048,240,102,88,50,79.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020390,2024-06-24,LATE_20_24,SEC_062,240,93,89,58,75.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020391,2024-06-25,EVENING_16_20,SEC_032,240,82,97,61,74.6,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020392,2024-06-26,AFTERNOON_12_16,SEC_013,240,180,96,0,115.0,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020393,2024-06-27,EVENING_16_20,SEC_015,240,156,33,51,78.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020394,2024-06-28,NIGHT_00_04,SEC_019,240,130,76,34,85.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020395,2024-06-29,LATE_20_24,SEC_049,240,184,118,0,125.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020396,2024-06-30,LATE_20_24,SEC_038,240,153,98,0,104.6,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020397,2024-07-01,EARLY_04_08,SEC_050,240,121,57,62,74.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020398,2024-07-02,EVENING_16_20,SEC_037,240,107,79,54,77.5,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020399,2024-07-03,EVENING_16_20,SEC_036,240,116,90,34,85.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020400,2024-07-04,AFTERNOON_12_16,SEC_029,240,202,48,0,104.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020401,2024-07-05,AFTERNOON_12_16,SEC_068,240,111,70,59,75.4,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020402,2024-07-06,EVENING_16_20,SEC_065,240,136,73,31,87.1,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020403,2024-07-07,NIGHT_00_04,SEC_048,240,88,70,82,65.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020404,2024-07-08,EVENING_16_20,SEC_023,240,133,84,23,90.4,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020405,2024-07-09,EVENING_16_20,SEC_026,240,70,34,136,43.3,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020406,2024-07-10,AFTERNOON_12_16,SEC_061,240,144,90,6,97.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020407,2024-07-11,LATE_20_24,SEC_019,240,116,87,37,84.6,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020408,2024-07-12,LATE_20_24,SEC_034,240,194,68,0,109.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020409,2024-07-13,EVENING_16_20,SEC_050,240,188,82,0,112.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020410,2024-07-14,DAY_08_12,SEC_015,240,60,112,68,71.7,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020411,2024-07-15,LATE_20_24,SEC_038,240,165,69,6,97.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020412,2024-07-16,NIGHT_00_04,SEC_021,240,162,24,54,77.5,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020413,2024-07-17,EARLY_04_08,SEC_043,240,64,105,71,70.4,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020414,2024-07-18,EVENING_16_20,SEC_053,240,140,23,77,67.9,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020415,2024-07-19,NIGHT_00_04,SEC_060,240,133,116,0,103.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020416,2024-07-20,LATE_20_24,SEC_054,240,113,46,81,66.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020417,2024-07-21,NIGHT_00_04,SEC_061,240,77,31,132,45.0,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020418,2024-07-22,AFTERNOON_12_16,SEC_005,240,204,71,0,114.6,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020419,2024-07-23,AFTERNOON_12_16,SEC_014,240,182,55,3,98.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020420,2024-07-24,DAY_08_12,SEC_044,240,190,20,30,87.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020421,2024-07-25,LATE_20_24,SEC_047,240,148,104,0,105.0,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020422,2024-07-26,AFTERNOON_12_16,SEC_023,240,172,84,0,106.7,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020423,2024-07-27,EVENING_16_20,SEC_064,240,183,24,33,86.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020424,2024-07-28,EARLY_04_08,SEC_005,240,186,41,13,94.6,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020425,2024-07-29,DAY_08_12,SEC_044,240,140,117,0,107.1,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020426,2024-07-30,AFTERNOON_12_16,SEC_037,240,163,38,39,83.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020427,2024-07-31,EARLY_04_08,SEC_030,240,83,20,137,42.9,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020428,2024-08-01,NIGHT_00_04,SEC_059,240,125,45,70,70.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020429,2024-08-02,EVENING_16_20,SEC_003,240,126,108,6,97.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020430,2024-08-03,NIGHT_00_04,SEC_042,240,72,30,138,42.5,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020431,2024-08-04,NIGHT_00_04,SEC_067,240,145,114,0,107.9,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020432,2024-08-05,DAY_08_12,SEC_028,240,206,101,0,127.9,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020433,2024-08-06,EARLY_04_08,SEC_010,240,198,96,0,122.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020434,2024-08-07,DAY_08_12,SEC_041,240,168,37,35,85.4,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020435,2024-08-08,EARLY_04_08,SEC_028,240,70,56,114,52.5,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020436,2024-08-09,NIGHT_00_04,SEC_031,240,159,99,0,107.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020437,2024-08-10,EVENING_16_20,SEC_037,240,132,62,46,80.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020438,2024-08-11,LATE_20_24,SEC_032,240,91,101,48,80.0,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020439,2024-08-12,DAY_08_12,SEC_042,240,153,77,10,95.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020440,2024-08-13,LATE_20_24,SEC_065,240,158,41,41,82.9,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020441,2024-08-14,EVENING_16_20,SEC_016,240,61,43,136,43.3,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020442,2024-08-15,EARLY_04_08,SEC_009,240,137,79,24,90.0,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020443,2024-08-16,EVENING_16_20,SEC_022,240,96,110,34,85.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020444,2024-08-17,LATE_20_24,SEC_060,240,146,56,38,84.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-020445,2024-08-18,LATE_20_24,SEC_001,240,90,93,57,76.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
