record_id,task_id,department,section_id,requested_window_minutes,granted_window_minutes,outcome,was_deferred,shortfall_minutes,shortfall_percent,corridor_id,source_type,source
HIST_047333,TMS_TASK_000665,TRD,SEC_056,180,180,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047334,SMMS_TASK_022871,TRD,SEC_021,120,45,Partially Completed,False,75,62.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047335,TMS_TASK_000187,S&T,SEC_042,90,60,Partially Completed,False,30,33.3,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047336,TDMS_TASK_001336,Engineering,SEC_068,240,30,Not Completed,True,210,87.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047337,SMMS_TASK_011940,S&T,SEC_049,120,45,Partially Completed,False,75,62.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047338,SMMS_TASK_018631,S&T,SEC_053,240,180,Partially Completed,False,60,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047339,SMMS_TASK_018793,TRD,SEC_021,180,15,Not Completed,True,165,91.7,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047340,TMS_TASK_024030,S&T,SEC_008,90,45,Partially Completed,False,45,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047341,SMMS_TASK_019795,Engineering,SEC_022,240,240,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047342,TMS_TASK_017683,Engineering,SEC_020,180,90,Partially Completed,False,90,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047343,TDMS_TASK_005700,Engineering,SEC_018,240,165,Partially Completed,True,75,31.2,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047344,TMS_TASK_007208,Engineering,SEC_056,180,0,Not Completed,True,180,100.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047345,TMS_TASK_011341,S&T,SEC_068,300,195,Partially Completed,False,105,35.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047346,TDMS_TASK_001227,Engineering,SEC_047,120,15,Not Completed,True,105,87.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047347,TMS_TASK_004612,TRD,SEC_044,90,90,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047348,TDMS_TASK_022663,TRD,SEC_058,120,120,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047349,TMS_TASK_002474,S&T,SEC_042,240,150,Partially Completed,True,90,37.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047350,SMMS_TASK_012002,TRD,SEC_041,300,225,Partially Completed,False,75,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047351,TDMS_TASK_023732,TRD,SEC_025,90,15,Not Completed,True,75,83.3,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047352,SMMS_TASK_023855,S&T,SEC_032,60,45,Partially Completed,False,15,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047353,SMMS_TASK_020594,S&T,SEC_047,60,60,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047354,TDMS_TASK_000409,Engineering,SEC_002,180,180,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047355,TDMS_TASK_001500,S&T,SEC_055,180,120,Partially Completed,True,60,33.3,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047356,TMS_TASK_012916,Engineering,SEC_024,300,300,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047357,TMS_TASK_024700,Engineering,SEC_033,300,240,Partially Completed,True,60,20.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047358,TMS_TASK_015345,S&T,SEC_015,300,15,Not Completed,True,285,95.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047359,TMS_TASK_016948,TRD,SEC_064,240,30,Not Completed,True,210,87.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047360,TMS_TASK_016655,Engineering,SEC_025,240,240,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047361,SMMS_TASK_021029,Engineering,SEC_023,180,180,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047362,TDMS_TASK_019628,TRD,SEC_024,120,120,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047363,SMMS_TASK_014721,Engineering,SEC_002,60,15,Not Completed,True,45,75.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047364,TMS_TASK_001247,Engineering,SEC_045,60,30,Not Completed,True,30,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047365,TDMS_TASK_000384,Engineering,SEC_047,60,60,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047366,SMMS_TASK_013294,S&T,SEC_007,180,180,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047367,TDMS_TASK_007177,S&T,SEC_019,180,180,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047368,SMMS_TASK_000175,TRD,SEC_037,240,180,Partially Completed,True,60,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047369,SMMS_TASK_004291,TRD,SEC_051,120,60,Partially Completed,False,60,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047370,SMMS_TASK_022749,S&T,SEC_062,90,30,Not Completed,True,60,66.7,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047371,TDMS_TASK_001611,S&T,SEC_014,240,30,Not Completed,True,210,87.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047372,TMS_TASK_017640,TRD,SEC_044,120,45,Partially Completed,True,75,62.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047373,SMMS_TASK_016927,Engineering,SEC_049,300,165,Partially Completed,True,135,45.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047374,TDMS_TASK_021894,Engineering,SEC_025,60,60,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047375,TMS_TASK_005166,TRD,SEC_044,60,45,Partially Completed,True,15,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047376,TMS_TASK_026498,S&T,SEC_034,90,60,Partially Completed,True,30,33.3,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047377,SMMS_TASK_012698,TRD,SEC_029,240,180,Partially Completed,True,60,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047378,TDMS_TASK_019075,S&T,SEC_003,240,240,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047379,TDMS_TASK_022455,Engineering,SEC_003,90,90,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047380,SMMS_TASK_017137,S&T,SEC_068,90,90,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047381,SMMS_TASK_013747,Engineering,SEC_030,120,0,Not Completed,True,120,100.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047382,SMMS_TASK_003157,Engineering,SEC_068,180,90,Partially Completed,False,90,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047383,SMMS_TASK_005633,S&T,SEC_024,90,45,Partially Completed,False,45,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047384,TDMS_TASK_003711,Engineering,SEC_067,120,0,Not Completed,True,120,100.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047385,SMMS_TASK_013550,Engineering,SEC_002,90,60,Partially Completed,True,30,33.3,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047386,SMMS_TASK_014246,Engineering,SEC_053,120,120,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047387,TDMS_TASK_012512,TRD,SEC_032,60,60,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047388,TMS_TASK_011087,TRD,SEC_027,180,180,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047389,TDMS_TASK_021609,TRD,SEC_020,300,300,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047390,TDMS_TASK_001360,TRD,SEC_065,240,195,Partially Completed,False,45,18.8,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047391,SMMS_TASK_016934,TRD,SEC_020,180,60,Partially Completed,True,120,66.7,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047392,SMMS_TASK_016360,Engineering,SEC_033,90,45,Partially Completed,True,45,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047393,SMMS_TASK_016136,Engineering,SEC_014,240,240,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047394,SMMS_TASK_015252,Engineering,SEC_050,60,30,Not Completed,True,30,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047395,TMS_TASK_028050,TRD,SEC_028,60,60,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047396,TDMS_TASK_004052,S&T,SEC_048,120,45,Partially Completed,False,75,62.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047397,TMS_TASK_020214,TRD,SEC_033,180,15,Not Completed,True,165,91.7,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047398,SMMS_TASK_022279,S&T,SEC_057,240,15,Not Completed,True,225,93.8,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047399,SMMS_TASK_012117,S&T,SEC_047,240,30,Not Completed,True,210,87.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047400,TMS_TASK_029300,S&T,SEC_004,60,60,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047401,TDMS_TASK_009313,TRD,SEC_027,180,180,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047402,TMS_TASK_025480,S&T,SEC_004,60,15,Not Completed,True,45,75.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047403,SMMS_TASK_022764,TRD,SEC_013,90,45,Partially Completed,False,45,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047404,TMS_TASK_020066,S&T,SEC_029,90,90,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047405,TMS_TASK_016042,S&T,SEC_011,240,165,Partially Completed,False,75,31.2,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047406,SMMS_TASK_016012,Engineering,SEC_064,300,15,Not Completed,True,285,95.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047407,TDMS_TASK_023060,TRD,SEC_043,60,60,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047408,TMS_TASK_023992,TRD,SEC_036,90,30,Partially Completed,False,60,66.7,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047409,TMS_TASK_009158,TRD,SEC_016,240,150,Partially Completed,True,90,37.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047410,TMS_TASK_009634,TRD,SEC_051,240,240,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047411,SMMS_TASK_009345,S&T,SEC_022,90,60,Partially Completed,True,30,33.3,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047412,TDMS_TASK_007616,TRD,SEC_026,300,300,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047413,TDMS_TASK_001980,Engineering,SEC_017,60,30,Partially Completed,False,30,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047414,TMS_TASK_016731,S&T,SEC_015,120,90,Partially Completed,True,30,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047415,TDMS_TASK_011795,S&T,SEC_044,60,45,Partially Completed,False,15,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047416,TMS_TASK_013191,S&T,SEC_015,90,60,Partially Completed,False,30,33.3,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047417,SMMS_TASK_014739,Engineering,SEC_017,120,45,Partially Completed,True,75,62.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047418,TDMS_TASK_012921,S&T,SEC_005,180,15,Not Completed,True,165,91.7,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047419,TDMS_TASK_009630,S&T,SEC_042,180,135,Partially Completed,True,45,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047420,TDMS_TASK_001171,Engineering,SEC_058,300,225,Partially Completed,False,75,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047421,TMS_TASK_026483,Engineering,SEC_008,240,240,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047422,TDMS_TASK_006293,Engineering,SEC_036,90,45,Partially Completed,True,45,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047423,SMMS_TASK_000932,Engineering,SEC_039,180,120,Partially Completed,False,60,33.3,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047424,TMS_TASK_028029,TRD,SEC_005,240,120,Partially Completed,False,120,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047425,SMMS_TASK_012617,TRD,SEC_020,60,60,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047426,SMMS_TASK_019395,TRD,SEC_042,120,45,Partially Completed,False,75,62.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047427,TMS_TASK_016732,Engineering,SEC_059,240,0,Not Completed,True,240,100.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047428,TDMS_TASK_019576,TRD,SEC_057,120,60,Partially Completed,False,60,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047429,TDMS_TASK_014357,S&T,SEC_047,300,180,Partially Completed,False,120,40.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047430,TMS_TASK_022616,TRD,SEC_016,60,60,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047431,TMS_TASK_019339,TRD,SEC_018,60,30,Not Completed,True,30,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047432,TMS_TASK_005517,Engineering,SEC_022,180,180,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047433,SMMS_TASK_002490,TRD,SEC_020,240,15,Not Completed,True,225,93.8,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047434,TMS_TASK_013671,TRD,SEC_015,60,30,Partially Completed,True,30,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047435,TDMS_TASK_019435,Engineering,SEC_059,180,30,Not Completed,True,150,83.3,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047436,TDMS_TASK_016798,S&T,SEC_044,180,0,Not Completed,True,180,100.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047437,TDMS_TASK_011289,TRD,SEC_044,240,30,Not Completed,True,210,87.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047438,TMS_TASK_022523,Engineering,SEC_052,300,240,Partially Completed,False,60,20.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047439,TDMS_TASK_000203,Engineering,SEC_026,60,15,Partially Completed,True,45,75.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047440,SMMS_TASK_009301,Engineering,SEC_026,90,30,Not Completed,True,60,66.7,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047441,TMS_TASK_021866,TRD,SEC_019,300,180,Partially Completed,False,120,40.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047442,SMMS_TASK_012766,S&T,SEC_006,120,120,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047443,TMS_TASK_013226,S&T,SEC_015,180,120,Partially Completed,False,60,33.3,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047444,TDMS_TASK_021802,S&T,SEC_062,120,45,Partially Completed,False,75,62.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047445,TMS_TASK_013107,S&T,SEC_022,240,240,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047446,TMS_TASK_024119,Engineering,SEC_003,240,180,Partially Completed,False,60,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047447,TMS_TASK_017714,S&T,SEC_025,120,30,Not Completed,True,90,75.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047448,SMMS_TASK_011712,TRD,SEC_045,240,0,Not Completed,True,240,100.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047449,SMMS_TASK_023765,TRD,SEC_048,120,90,Partially Completed,False,30,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047450,TDMS_TASK_021650,Engineering,SEC_059,120,15,Not Completed,True,105,87.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047451,SMMS_TASK_001092,Engineering,SEC_034,300,0,Not Completed,True,300,100.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047452,TMS_TASK_016108,Engineering,SEC_015,240,135,Partially Completed,False,105,43.8,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047453,TMS_TASK_001733,TRD,SEC_034,180,180,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047454,SMMS_TASK_017831,S&T,SEC_024,60,30,Partially Completed,False,30,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047455,TDMS_TASK_023325,S&T,SEC_010,300,30,Not Completed,True,270,90.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047456,TMS_TASK_005089,S&T,SEC_003,180,180,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047457,TDMS_TASK_024693,Engineering,SEC_049,180,135,Partially Completed,False,45,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047458,TMS_TASK_021039,S&T,SEC_056,120,60,Partially Completed,True,60,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047459,TDMS_TASK_017673,Engineering,SEC_045,120,60,Partially Completed,True,60,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_047460,TMS_TASK_005538,TRD,SEC_013,60,30,Not Completed,True,30,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
