scenario_id,scenario_type,primary_section_id,latitude,longitude,simulated_duration_hours,affected_train_count,required_machines_count,required_gangs_count,urgency_level,corridor_id,source_type,source
RB-SCN-017959,Peak Festival Unscheduled Surge,SEC_011,12.918881,80.110226,2.2,6,3,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017960,Emergency Broken Rail Renewal,SEC_051,10.828002,78.697992,5.3,8,1,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017961,Peak Festival Unscheduled Surge,SEC_051,10.828832,78.701207,5.5,4,1,2,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017962,Post-Derailment Caution Speed Order,SEC_057,10.599872,78.406213,2.5,14,1,1,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017963,Emergency Broken Rail Renewal,SEC_004,12.994126,80.1976,6.7,10,2,1,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017964,Peak Festival Unscheduled Surge,SEC_036,11.432792,79.244277,2.9,4,2,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017965,Post-Derailment Caution Speed Order,SEC_010,12.93177,80.124763,7.8,8,1,1,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017966,Post-Derailment Caution Speed Order,SEC_005,12.988608,80.18355,4.2,17,3,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017967,Emergency Broken Rail Renewal,SEC_026,12.210553,79.638192,3.1,14,3,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017968,Emergency Broken Rail Renewal,SEC_009,12.949447,80.139283,3.6,8,3,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017969,Emergency Broken Rail Renewal,SEC_049,10.859939,78.705305,6.7,8,3,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017970,OHE Catenary Parting Incident,SEC_018,12.675776,79.979202,6.7,6,2,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017971,Emergency Broken Rail Renewal,SEC_013,12.874662,80.07592,4.0,21,2,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017972,Monsoon Heavy Flood Waterlogging,SEC_039,11.268213,79.175446,3.9,12,3,4,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017973,Peak Festival Unscheduled Surge,SEC_022,12.387047,79.79934,2.7,4,1,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017974,OHE Catenary Parting Incident,SEC_028,12.098118,79.551452,6.7,15,1,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017975,Signal Cable Cut by Road Construction,SEC_016,12.784721,80.014288,6.1,9,3,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017976,Post-Derailment Caution Speed Order,SEC_019,12.606936,79.964156,3.1,15,3,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017977,OHE Catenary Parting Incident,SEC_041,11.184762,79.085917,2.2,12,1,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017978,Emergency Broken Rail Renewal,SEC_031,11.903355,79.460534,7.7,6,3,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017979,Post-Derailment Caution Speed Order,SEC_016,12.791632,80.018383,2.7,12,2,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017980,Peak Festival Unscheduled Surge,SEC_021,12.462227,79.859537,7.7,20,3,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017981,Peak Festival Unscheduled Surge,SEC_033,11.633129,79.328766,5.2,14,3,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017982,OHE Catenary Parting Incident,SEC_001,13.074286,80.258335,4.9,6,2,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017983,Signal Cable Cut by Road Construction,SEC_007,12.976526,80.161596,1.8,18,1,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017984,Signal Cable Cut by Road Construction,SEC_045,10.962739,78.945148,7.9,17,3,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017985,Emergency Broken Rail Renewal,SEC_017,12.700819,79.982693,6.1,13,2,5,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017986,Peak Festival Unscheduled Surge,SEC_040,11.226672,79.118753,2.9,10,1,2,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017987,High Ambient Temperature Rail Expansion Risk,SEC_054,10.770162,78.651209,2.2,13,3,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017988,Signal Cable Cut by Road Construction,SEC_009,12.948052,80.138325,3.6,10,1,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017989,OHE Catenary Parting Incident,SEC_061,10.470105,78.140706,6.0,10,2,3,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017990,Emergency Broken Rail Renewal,SEC_010,12.933413,80.126643,5.8,20,1,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017991,High Ambient Temperature Rail Expansion Risk,SEC_010,12.932715,80.125845,3.5,5,1,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017992,Post-Derailment Caution Speed Order,SEC_006,12.981158,80.167322,7.4,9,2,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017993,Post-Derailment Caution Speed Order,SEC_024,12.329797,79.745559,3.5,19,3,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017994,Monsoon Heavy Flood Waterlogging,SEC_068,8.809567,78.112634,7.1,12,3,4,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017995,OHE Catenary Parting Incident,SEC_065,9.647233,78.089831,6.8,4,1,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017996,Emergency Broken Rail Renewal,SEC_062,10.171786,78.103992,2.8,14,3,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017997,Monsoon Heavy Flood Waterlogging,SEC_057,10.602703,78.410724,1.5,8,1,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017998,Emergency Broken Rail Renewal,SEC_022,12.411015,79.818643,3.1,2,2,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-017999,Peak Festival Unscheduled Surge,SEC_038,11.348837,79.213858,5.2,12,3,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018000,Post-Derailment Caution Speed Order,SEC_047,10.890951,78.845522,5.0,11,3,1,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018001,OHE Catenary Parting Incident,SEC_030,11.976563,79.507247,2.5,21,2,3,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018002,Signal Cable Cut by Road Construction,SEC_064,9.899226,78.087581,5.7,15,2,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018003,OHE Catenary Parting Incident,SEC_032,11.86106,79.427766,5.1,2,3,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018004,High Ambient Temperature Rail Expansion Risk,SEC_026,12.179498,79.615931,5.0,13,2,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018005,Post-Derailment Caution Speed Order,SEC_022,12.421479,79.827071,6.8,20,3,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018006,Emergency Broken Rail Renewal,SEC_060,10.514333,78.225543,3.8,17,1,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018007,Monsoon Heavy Flood Waterlogging,SEC_022,12.388855,79.800796,5.0,5,3,3,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018008,OHE Catenary Parting Incident,SEC_024,12.325244,79.741051,6.9,21,3,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018009,OHE Catenary Parting Incident,SEC_043,11.057135,79.019414,3.2,19,2,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018010,Monsoon Heavy Flood Waterlogging,SEC_047,10.892023,78.847606,2.0,17,1,3,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018011,Signal Cable Cut by Road Construction,SEC_031,11.919537,79.476831,3.5,16,2,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018012,High Ambient Temperature Rail Expansion Risk,SEC_068,8.809316,78.115647,6.6,18,2,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018013,High Ambient Temperature Rail Expansion Risk,SEC_015,12.827834,80.04405,2.3,19,3,1,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018014,Monsoon Heavy Flood Waterlogging,SEC_021,12.495355,79.885872,3.5,19,2,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018015,Emergency Broken Rail Renewal,SEC_052,10.813879,78.69243,7.6,6,3,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018016,Monsoon Heavy Flood Waterlogging,SEC_056,10.61636,78.430618,5.7,17,2,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018017,Peak Festival Unscheduled Surge,SEC_061,10.468254,78.138589,4.1,11,3,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018018,Monsoon Heavy Flood Waterlogging,SEC_001,13.05337,80.240687,3.5,12,1,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018019,Emergency Broken Rail Renewal,SEC_068,8.809466,78.113845,3.4,19,2,5,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018020,Monsoon Heavy Flood Waterlogging,SEC_060,10.50892,78.212716,1.7,4,3,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018021,Emergency Broken Rail Renewal,SEC_031,11.928817,79.486177,7.9,10,2,4,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018022,High Ambient Temperature Rail Expansion Risk,SEC_033,11.652418,79.336577,2.2,21,1,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018023,OHE Catenary Parting Incident,SEC_058,10.54652,78.314412,7.3,16,3,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018024,Signal Cable Cut by Road Construction,SEC_061,10.475214,78.146548,7.8,6,1,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018025,Post-Derailment Caution Speed Order,SEC_025,12.292056,79.709139,3.1,15,2,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018026,Post-Derailment Caution Speed Order,SEC_024,12.309182,79.725143,4.6,13,2,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018027,Peak Festival Unscheduled Surge,SEC_050,10.83103,78.70261,7.3,5,1,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018028,Emergency Broken Rail Renewal,SEC_007,12.972295,80.157084,5.7,5,1,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018029,Signal Cable Cut by Road Construction,SEC_060,10.505407,78.204393,3.0,7,3,2,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018030,Signal Cable Cut by Road Construction,SEC_029,12.038249,79.538208,2.3,2,1,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018031,OHE Catenary Parting Incident,SEC_067,8.822346,78.044877,5.9,17,3,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018032,Post-Derailment Caution Speed Order,SEC_023,12.36571,79.781522,4.0,18,3,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018033,Emergency Broken Rail Renewal,SEC_022,12.408578,79.81668,2.3,3,3,5,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018034,OHE Catenary Parting Incident,SEC_035,11.517916,79.305086,6.5,16,3,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018035,Monsoon Heavy Flood Waterlogging,SEC_047,10.889282,78.842277,2.1,12,2,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018036,Emergency Broken Rail Renewal,SEC_016,12.791909,80.018547,5.8,16,1,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018037,OHE Catenary Parting Incident,SEC_033,11.758741,79.379633,3.1,15,3,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018038,Peak Festival Unscheduled Surge,SEC_027,12.136637,79.581601,1.8,10,3,4,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018039,OHE Catenary Parting Incident,SEC_030,11.964762,79.504506,4.7,18,3,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018040,Post-Derailment Caution Speed Order,SEC_032,11.854331,79.422763,5.9,6,3,3,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018041,Monsoon Heavy Flood Waterlogging,SEC_064,9.895944,78.083926,4.7,18,2,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018042,Monsoon Heavy Flood Waterlogging,SEC_065,9.856781,78.067527,2.9,2,1,2,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018043,Emergency Broken Rail Renewal,SEC_046,10.933105,78.907821,2.5,14,3,2,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018044,Signal Cable Cut by Road Construction,SEC_034,11.538807,79.316458,7.0,6,2,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018045,Post-Derailment Caution Speed Order,SEC_011,12.916597,80.107684,4.8,6,3,4,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018046,Emergency Broken Rail Renewal,SEC_052,10.809166,78.693777,1.7,7,3,1,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018047,Signal Cable Cut by Road Construction,SEC_019,12.607427,79.964501,5.8,6,3,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018048,Emergency Broken Rail Renewal,SEC_037,11.373723,79.219554,6.6,21,3,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018049,Post-Derailment Caution Speed Order,SEC_001,13.074367,80.258403,2.7,5,1,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018050,Monsoon Heavy Flood Waterlogging,SEC_024,12.331416,79.747163,1.6,7,2,5,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018051,Peak Festival Unscheduled Surge,SEC_060,10.513715,78.224079,6.2,11,1,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018052,Signal Cable Cut by Road Construction,SEC_027,12.125472,79.571893,5.7,15,1,2,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018053,OHE Catenary Parting Incident,SEC_046,10.916961,78.88501,1.6,18,1,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018054,Emergency Broken Rail Renewal,SEC_045,10.963502,78.946077,4.7,16,2,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018055,Post-Derailment Caution Speed Order,SEC_032,11.892565,79.451189,4.3,6,1,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018056,Emergency Broken Rail Renewal,SEC_029,12.025216,79.530149,6.4,10,1,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018057,Emergency Broken Rail Renewal,SEC_054,10.78544,78.672811,2.0,5,2,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018058,Signal Cable Cut by Road Construction,SEC_015,12.830596,80.046209,5.8,9,2,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018059,Monsoon Heavy Flood Waterlogging,SEC_009,12.946628,80.137347,7.9,2,1,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018060,Post-Derailment Caution Speed Order,SEC_028,12.062668,79.545555,4.5,14,2,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018061,High Ambient Temperature Rail Expansion Risk,SEC_033,11.829108,79.408128,2.7,13,1,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018062,Post-Derailment Caution Speed Order,SEC_043,11.061636,79.021439,7.5,12,3,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018063,Signal Cable Cut by Road Construction,SEC_045,10.948699,78.928077,5.8,16,3,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018064,Peak Festival Unscheduled Surge,SEC_042,11.104708,79.042036,3.3,16,1,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018065,Signal Cable Cut by Road Construction,SEC_018,12.668334,79.978649,3.1,9,2,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018066,Signal Cable Cut by Road Construction,SEC_034,11.55094,79.316313,4.9,13,2,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018067,Signal Cable Cut by Road Construction,SEC_016,12.773797,80.007816,5.6,14,1,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018068,OHE Catenary Parting Incident,SEC_064,9.894058,78.081825,5.1,9,3,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018069,Peak Festival Unscheduled Surge,SEC_002,13.020198,80.218555,6.2,3,1,3,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018070,Monsoon Heavy Flood Waterlogging,SEC_014,12.853705,80.063153,3.9,15,2,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018071,Peak Festival Unscheduled Surge,SEC_044,11.015296,78.995716,4.1,2,3,1,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018072,Peak Festival Unscheduled Surge,SEC_049,10.862505,78.716025,7.1,9,3,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018073,Peak Festival Unscheduled Surge,SEC_044,10.980483,78.962898,3.0,14,2,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018074,OHE Catenary Parting Incident,SEC_032,11.889907,79.449213,2.8,10,2,3,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018075,Emergency Broken Rail Renewal,SEC_005,12.989862,80.186262,3.2,10,3,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018076,Post-Derailment Caution Speed Order,SEC_012,12.896557,80.088631,6.8,14,1,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018077,Post-Derailment Caution Speed Order,SEC_022,12.397729,79.807943,4.2,10,3,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018078,Emergency Broken Rail Renewal,SEC_040,11.234478,79.132068,5.0,19,2,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018079,High Ambient Temperature Rail Expansion Risk,SEC_036,11.407163,79.226883,6.1,3,3,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018080,High Ambient Temperature Rail Expansion Risk,SEC_011,12.919821,80.111273,2.3,3,1,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018081,Peak Festival Unscheduled Surge,SEC_057,10.597827,78.402956,7.9,7,3,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018082,Signal Cable Cut by Road Construction,SEC_025,12.296774,79.713461,2.2,3,1,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018083,Monsoon Heavy Flood Waterlogging,SEC_068,8.810447,78.10208,5.6,8,1,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018084,Monsoon Heavy Flood Waterlogging,SEC_036,11.441971,79.250507,7.6,18,1,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018085,Post-Derailment Caution Speed Order,SEC_054,10.782089,78.668073,2.1,3,1,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018086,Monsoon Heavy Flood Waterlogging,SEC_009,12.938012,80.131427,5.0,15,2,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018087,OHE Catenary Parting Incident,SEC_023,12.355139,79.770918,3.2,6,3,3,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018088,High Ambient Temperature Rail Expansion Risk,SEC_055,10.706891,78.557052,3.7,3,2,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018089,High Ambient Temperature Rail Expansion Risk,SEC_053,10.796778,78.686935,2.5,4,3,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018090,Peak Festival Unscheduled Surge,SEC_044,11.000157,78.981444,1.9,17,2,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018091,Peak Festival Unscheduled Surge,SEC_043,11.075925,79.027869,4.6,20,1,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-018092,High Ambient Temperature Rail Expansion Risk,SEC_046,10.899599,78.860479,7.0,13,2,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
