event_id,event_type,section_id,detected_at,affected_block_id,impact_description,severity
DIS_023362,Late Train,SEC_020,2024-05-27 15:15:00,,Late express train delay cascading in section SEC_020 (Severity Medium),Medium
DIS_023363,Emergency Defect,SEC_047,2024-08-29 17:22:00,SLOT_038055,Emergency rail/OHE defect detected requiring urgent track access in SEC_047,Medium
DIS_023364,Machine Breakdown,SEC_023,2024-08-06 19:53:00,SLOT_026494,Tamping/BCM machine breakdown during block operation in SEC_023,Low
DIS_023365,Late Train,SEC_001,2024-11-23 01:54:00,SLOT_032902,Late express train delay cascading in section SEC_001 (Severity Medium),Medium
DIS_023366,Late Train,SEC_043,2024-08-05 19:58:00,SLOT_031064,Late express train delay cascading in section SEC_043 (Severity High),High
DIS_023367,Emergency Defect,SEC_043,2024-06-03 01:54:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_043,High
DIS_023368,Machine Breakdown,SEC_048,2024-04-09 18:53:00,SLOT_035173,Tamping/BCM machine breakdown during block operation in SEC_048,Low
DIS_023369,Late Train,SEC_007,2024-11-15 06:26:00,,Late express train delay cascading in section SEC_007 (Severity Low),Low
DIS_023370,Late Train,SEC_042,2024-08-19 11:02:00,,Late express train delay cascading in section SEC_042 (Severity Medium),Medium
DIS_023371,Machine Breakdown,SEC_017,2024-06-28 17:10:00,,Tamping/BCM machine breakdown during block operation in SEC_017,Low
DIS_023372,Emergency Defect,SEC_042,2024-04-13 18:58:00,SLOT_005061,Emergency rail/OHE defect detected requiring urgent track access in SEC_042,Low
DIS_023373,Late Train,SEC_048,2024-07-14 02:11:00,SLOT_006984,Late express train delay cascading in section SEC_048 (Severity Low),Low
DIS_023374,Late Train,SEC_010,2024-10-02 10:08:00,,Late express train delay cascading in section SEC_010 (Severity Low),Low
DIS_023375,Emergency Defect,SEC_019,2024-02-11 10:23:00,SLOT_029311,Emergency rail/OHE defect detected requiring urgent track access in SEC_019,Medium
DIS_023376,Late Train,SEC_014,2024-06-24 05:29:00,SLOT_037163,Late express train delay cascading in section SEC_014 (Severity Low),Low
DIS_023377,Late Train,SEC_015,2024-10-25 21:16:00,,Late express train delay cascading in section SEC_015 (Severity Low),Low
DIS_023378,Late Train,SEC_030,2024-07-16 15:29:00,,Late express train delay cascading in section SEC_030 (Severity Medium),Medium
DIS_023379,Machine Breakdown,SEC_021,2024-01-18 22:28:00,SLOT_018963,Tamping/BCM machine breakdown during block operation in SEC_021,Medium
DIS_023380,Emergency Defect,SEC_033,2024-12-11 03:34:00,SLOT_048961,Emergency rail/OHE defect detected requiring urgent track access in SEC_033,High
DIS_023381,Emergency Defect,SEC_034,2024-04-04 07:11:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_034,Low
DIS_023382,Late Train,SEC_010,2024-12-23 21:39:00,SLOT_013257,Late express train delay cascading in section SEC_010 (Severity Medium),Medium
DIS_023383,Late Train,SEC_003,2024-03-14 04:53:00,SLOT_011004,Late express train delay cascading in section SEC_003 (Severity Low),Low
DIS_023384,Machine Breakdown,SEC_037,2024-10-21 09:00:00,,Tamping/BCM machine breakdown during block operation in SEC_037,High
DIS_023385,Emergency Defect,SEC_009,2024-04-26 02:03:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_009,Low
DIS_023386,Late Train,SEC_010,2024-06-08 10:04:00,SLOT_022035,Late express train delay cascading in section SEC_010 (Severity Medium),Medium
DIS_023387,Emergency Defect,SEC_030,2024-05-07 00:42:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_030,Low
DIS_023388,Late Train,SEC_013,2024-06-14 00:21:00,,Late express train delay cascading in section SEC_013 (Severity High),High
DIS_023389,Late Train,SEC_010,2024-10-17 02:16:00,,Late express train delay cascading in section SEC_010 (Severity Low),Low
DIS_023390,Late Train,SEC_016,2024-07-07 08:04:00,SLOT_004816,Late express train delay cascading in section SEC_016 (Severity Low),Low
DIS_023391,Machine Breakdown,SEC_026,2024-01-25 17:50:00,,Tamping/BCM machine breakdown during block operation in SEC_026,Medium
DIS_023392,Emergency Defect,SEC_042,2024-10-08 00:39:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_042,Low
DIS_023393,Late Train,SEC_049,2024-02-11 21:50:00,SLOT_036702,Late express train delay cascading in section SEC_049 (Severity Low),Low
DIS_023394,Late Train,SEC_036,2024-09-24 20:12:00,,Late express train delay cascading in section SEC_036 (Severity Low),Low
DIS_023395,Machine Breakdown,SEC_045,2024-10-31 15:23:00,SLOT_042967,Tamping/BCM machine breakdown during block operation in SEC_045,Low
DIS_023396,Late Train,SEC_027,2024-04-11 00:48:00,SLOT_023654,Late express train delay cascading in section SEC_027 (Severity Low),Low
DIS_023397,Late Train,SEC_021,2024-04-18 03:53:00,SLOT_039604,Late express train delay cascading in section SEC_021 (Severity Low),Low
DIS_023398,Machine Breakdown,SEC_041,2024-06-15 04:29:00,,Tamping/BCM machine breakdown during block operation in SEC_041,Medium
DIS_023399,Machine Breakdown,SEC_015,2024-09-23 02:00:00,,Tamping/BCM machine breakdown during block operation in SEC_015,Medium
DIS_023400,Late Train,SEC_040,2024-09-04 19:15:00,,Late express train delay cascading in section SEC_040 (Severity Medium),Medium
DIS_023401,Late Train,SEC_049,2024-08-17 16:07:00,,Late express train delay cascading in section SEC_049 (Severity Low),Low
DIS_023402,Emergency Defect,SEC_020,2024-01-28 06:07:00,SLOT_022698,Emergency rail/OHE defect detected requiring urgent track access in SEC_020,Low
DIS_023403,Late Train,SEC_032,2024-12-01 18:43:00,SLOT_005749,Late express train delay cascading in section SEC_032 (Severity Medium),Medium
DIS_023404,Emergency Defect,SEC_039,2024-02-09 08:06:00,SLOT_038836,Emergency rail/OHE defect detected requiring urgent track access in SEC_039,High
DIS_023405,Emergency Defect,SEC_039,2024-08-26 06:58:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_039,Low
DIS_023406,Emergency Defect,SEC_011,2024-10-28 06:05:00,SLOT_026313,Emergency rail/OHE defect detected requiring urgent track access in SEC_011,Medium
DIS_023407,Late Train,SEC_048,2024-09-22 12:48:00,SLOT_011544,Late express train delay cascading in section SEC_048 (Severity Medium),Medium
DIS_023408,Machine Breakdown,SEC_025,2024-12-06 14:53:00,,Tamping/BCM machine breakdown during block operation in SEC_025,Medium
DIS_023409,Machine Breakdown,SEC_003,2024-02-13 18:19:00,,Tamping/BCM machine breakdown during block operation in SEC_003,Low
DIS_023410,Emergency Defect,SEC_006,2024-03-06 18:37:00,SLOT_031932,Emergency rail/OHE defect detected requiring urgent track access in SEC_006,Medium
DIS_023411,Late Train,SEC_036,2024-03-12 02:45:00,,Late express train delay cascading in section SEC_036 (Severity Low),Low
DIS_023412,Machine Breakdown,SEC_021,2024-12-01 10:48:00,SLOT_013736,Tamping/BCM machine breakdown during block operation in SEC_021,Low
DIS_023413,Late Train,SEC_006,2024-12-19 07:18:00,SLOT_000875,Late express train delay cascading in section SEC_006 (Severity Low),Low
DIS_023414,Late Train,SEC_026,2024-11-09 10:46:00,SLOT_042617,Late express train delay cascading in section SEC_026 (Severity High),High
DIS_023415,Late Train,SEC_030,2024-09-01 06:49:00,,Late express train delay cascading in section SEC_030 (Severity Medium),Medium
DIS_023416,Late Train,SEC_004,2024-02-23 19:24:00,,Late express train delay cascading in section SEC_004 (Severity Low),Low
DIS_023417,Late Train,SEC_018,2024-06-04 18:08:00,,Late express train delay cascading in section SEC_018 (Severity Low),Low
DIS_023418,Emergency Defect,SEC_023,2024-02-23 19:09:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_023,Medium
DIS_023419,Late Train,SEC_039,2024-02-06 01:29:00,,Late express train delay cascading in section SEC_039 (Severity High),High
DIS_023420,Late Train,SEC_032,2024-06-28 12:18:00,SLOT_043230,Late express train delay cascading in section SEC_032 (Severity Medium),Medium
DIS_023421,Machine Breakdown,SEC_005,2024-10-05 12:07:00,,Tamping/BCM machine breakdown during block operation in SEC_005,Medium
DIS_023422,Late Train,SEC_031,2024-10-15 22:22:00,,Late express train delay cascading in section SEC_031 (Severity Low),Low
DIS_023423,Emergency Defect,SEC_045,2024-08-18 01:21:00,SLOT_042448,Emergency rail/OHE defect detected requiring urgent track access in SEC_045,Low
DIS_023424,Machine Breakdown,SEC_003,2024-06-28 17:31:00,SLOT_037400,Tamping/BCM machine breakdown during block operation in SEC_003,Low
DIS_023425,Late Train,SEC_049,2024-12-23 06:36:00,,Late express train delay cascading in section SEC_049 (Severity Medium),Medium
DIS_023426,Late Train,SEC_005,2024-10-27 12:18:00,SLOT_018457,Late express train delay cascading in section SEC_005 (Severity Medium),Medium
DIS_023427,Late Train,SEC_031,2024-10-10 10:38:00,SLOT_014688,Late express train delay cascading in section SEC_031 (Severity Low),Low
DIS_023428,Emergency Defect,SEC_018,2024-02-18 19:10:00,SLOT_030653,Emergency rail/OHE defect detected requiring urgent track access in SEC_018,Low
DIS_023429,Late Train,SEC_036,2024-01-23 07:26:00,,Late express train delay cascading in section SEC_036 (Severity Low),Low
DIS_023430,Machine Breakdown,SEC_042,2024-03-31 09:56:00,,Tamping/BCM machine breakdown during block operation in SEC_042,Medium
DIS_023431,Emergency Defect,SEC_042,2024-11-22 15:48:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_042,Low
DIS_023432,Emergency Defect,SEC_043,2024-09-23 17:19:00,SLOT_011812,Emergency rail/OHE defect detected requiring urgent track access in SEC_043,Medium
DIS_023433,Machine Breakdown,SEC_040,2024-04-04 13:48:00,,Tamping/BCM machine breakdown during block operation in SEC_040,Low
DIS_023434,Late Train,SEC_016,2024-07-05 11:45:00,SLOT_036555,Late express train delay cascading in section SEC_016 (Severity Low),Low
DIS_023435,Emergency Defect,SEC_023,2024-01-03 07:01:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_023,Low
DIS_023436,Emergency Defect,SEC_036,2024-05-29 21:55:00,SLOT_048984,Emergency rail/OHE defect detected requiring urgent track access in SEC_036,Low
DIS_023437,Emergency Defect,SEC_009,2024-07-20 02:41:00,SLOT_021105,Emergency rail/OHE defect detected requiring urgent track access in SEC_009,Low
DIS_023438,Emergency Defect,SEC_029,2024-11-01 11:32:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_029,Low
DIS_023439,Late Train,SEC_026,2024-09-04 01:08:00,SLOT_046833,Late express train delay cascading in section SEC_026 (Severity Medium),Medium
DIS_023440,Machine Breakdown,SEC_049,2024-02-21 13:24:00,SLOT_000906,Tamping/BCM machine breakdown during block operation in SEC_049,Medium
DIS_023441,Emergency Defect,SEC_003,2024-01-22 21:52:00,SLOT_037641,Emergency rail/OHE defect detected requiring urgent track access in SEC_003,Medium
DIS_023442,Emergency Defect,SEC_005,2024-05-29 09:33:00,SLOT_022225,Emergency rail/OHE defect detected requiring urgent track access in SEC_005,Low
DIS_023443,Machine Breakdown,SEC_002,2024-12-11 23:20:00,SLOT_008361,Tamping/BCM machine breakdown during block operation in SEC_002,Low
DIS_023444,Emergency Defect,SEC_027,2024-11-26 15:35:00,SLOT_007929,Emergency rail/OHE defect detected requiring urgent track access in SEC_027,Medium
DIS_023445,Machine Breakdown,SEC_027,2024-01-01 19:56:00,SLOT_002766,Tamping/BCM machine breakdown during block operation in SEC_027,Low
DIS_023446,Late Train,SEC_030,2024-11-29 22:30:00,SLOT_034526,Late express train delay cascading in section SEC_030 (Severity Medium),Medium
DIS_023447,Late Train,SEC_012,2024-01-09 01:43:00,,Late express train delay cascading in section SEC_012 (Severity High),High
DIS_023448,Late Train,SEC_016,2024-05-14 03:48:00,,Late express train delay cascading in section SEC_016 (Severity Low),Low
DIS_023449,Late Train,SEC_021,2024-01-06 20:31:00,SLOT_029463,Late express train delay cascading in section SEC_021 (Severity Low),Low
DIS_023450,Emergency Defect,SEC_003,2024-06-05 12:26:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_003,Low
DIS_023451,Late Train,SEC_037,2024-09-25 17:51:00,,Late express train delay cascading in section SEC_037 (Severity Low),Low
DIS_023452,Emergency Defect,SEC_003,2024-01-28 00:28:00,SLOT_018110,Emergency rail/OHE defect detected requiring urgent track access in SEC_003,Low
DIS_023453,Machine Breakdown,SEC_033,2024-12-27 15:07:00,,Tamping/BCM machine breakdown during block operation in SEC_033,High
DIS_023454,Emergency Defect,SEC_023,2024-03-19 21:09:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_023,Low
DIS_023455,Late Train,SEC_049,2024-10-30 14:48:00,SLOT_018110,Late express train delay cascading in section SEC_049 (Severity Low),Low
DIS_023456,Machine Breakdown,SEC_034,2024-01-07 16:52:00,,Tamping/BCM machine breakdown during block operation in SEC_034,Low
DIS_023457,Emergency Defect,SEC_024,2024-03-14 18:14:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_024,Low
DIS_023458,Machine Breakdown,SEC_035,2024-07-14 15:52:00,,Tamping/BCM machine breakdown during block operation in SEC_035,Medium
DIS_023459,Late Train,SEC_006,2024-01-29 05:27:00,SLOT_032216,Late express train delay cascading in section SEC_006 (Severity Low),Low
DIS_023460,Emergency Defect,SEC_009,2024-12-27 15:48:00,SLOT_042712,Emergency rail/OHE defect detected requiring urgent track access in SEC_009,Medium
DIS_023461,Late Train,SEC_025,2024-10-23 19:19:00,SLOT_038647,Late express train delay cascading in section SEC_025 (Severity Medium),Medium
DIS_023462,Late Train,SEC_043,2024-02-23 03:16:00,,Late express train delay cascading in section SEC_043 (Severity Medium),Medium
DIS_023463,Late Train,SEC_041,2024-04-22 08:45:00,SLOT_037726,Late express train delay cascading in section SEC_041 (Severity Low),Low
DIS_023464,Emergency Defect,SEC_019,2024-12-13 22:14:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_019,Low
DIS_023465,Late Train,SEC_014,2024-10-01 11:57:00,SLOT_024030,Late express train delay cascading in section SEC_014 (Severity Medium),Medium
DIS_023466,Late Train,SEC_048,2024-05-29 08:14:00,,Late express train delay cascading in section SEC_048 (Severity Low),Low
DIS_023467,Emergency Defect,SEC_028,2024-04-15 10:14:00,SLOT_001086,Emergency rail/OHE defect detected requiring urgent track access in SEC_028,Low
DIS_023468,Late Train,SEC_006,2024-01-19 15:10:00,,Late express train delay cascading in section SEC_006 (Severity Low),Low
DIS_023469,Late Train,SEC_012,2024-12-20 21:33:00,SLOT_020066,Late express train delay cascading in section SEC_012 (Severity Medium),Medium
DIS_023470,Machine Breakdown,SEC_041,2024-02-28 13:02:00,SLOT_024991,Tamping/BCM machine breakdown during block operation in SEC_041,Medium
DIS_023471,Machine Breakdown,SEC_045,2024-01-27 16:31:00,,Tamping/BCM machine breakdown during block operation in SEC_045,High
DIS_023472,Machine Breakdown,SEC_045,2024-06-14 17:05:00,SLOT_000998,Tamping/BCM machine breakdown during block operation in SEC_045,Medium
DIS_023473,Emergency Defect,SEC_001,2024-06-24 08:09:00,SLOT_021316,Emergency rail/OHE defect detected requiring urgent track access in SEC_001,High
DIS_023474,Late Train,SEC_041,2024-03-15 22:29:00,,Late express train delay cascading in section SEC_041 (Severity High),High
DIS_023475,Late Train,SEC_006,2024-03-26 14:46:00,,Late express train delay cascading in section SEC_006 (Severity Low),Low
DIS_023476,Late Train,SEC_040,2024-09-01 19:28:00,SLOT_018956,Late express train delay cascading in section SEC_040 (Severity Low),Low
DIS_023477,Machine Breakdown,SEC_044,2024-07-13 21:28:00,SLOT_049013,Tamping/BCM machine breakdown during block operation in SEC_044,Medium
DIS_023478,Late Train,SEC_018,2024-03-27 02:37:00,,Late express train delay cascading in section SEC_018 (Severity High),High
DIS_023479,Late Train,SEC_010,2024-05-26 03:09:00,SLOT_005369,Late express train delay cascading in section SEC_010 (Severity Medium),Medium
DIS_023480,Emergency Defect,SEC_035,2024-10-10 21:13:00,SLOT_007151,Emergency rail/OHE defect detected requiring urgent track access in SEC_035,Low
DIS_023481,Emergency Defect,SEC_004,2024-12-28 12:15:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_004,Low
DIS_023482,Late Train,SEC_029,2024-03-17 10:22:00,SLOT_022171,Late express train delay cascading in section SEC_029 (Severity High),High
DIS_023483,Machine Breakdown,SEC_017,2024-03-10 09:27:00,SLOT_029851,Tamping/BCM machine breakdown during block operation in SEC_017,Low
DIS_023484,Emergency Defect,SEC_021,2024-08-02 04:13:00,SLOT_046297,Emergency rail/OHE defect detected requiring urgent track access in SEC_021,High
DIS_023485,Machine Breakdown,SEC_041,2024-05-21 15:00:00,,Tamping/BCM machine breakdown during block operation in SEC_041,Low
DIS_023486,Late Train,SEC_049,2024-07-10 07:59:00,SLOT_020198,Late express train delay cascading in section SEC_049 (Severity High),High
DIS_023487,Late Train,SEC_020,2024-06-30 15:43:00,SLOT_001652,Late express train delay cascading in section SEC_020 (Severity Low),Low
DIS_023488,Late Train,SEC_015,2024-10-21 01:52:00,SLOT_042882,Late express train delay cascading in section SEC_015 (Severity High),High
DIS_023489,Late Train,SEC_041,2024-01-16 15:33:00,,Late express train delay cascading in section SEC_041 (Severity Medium),Medium
DIS_023490,Late Train,SEC_021,2024-08-10 11:16:00,,Late express train delay cascading in section SEC_021 (Severity Medium),Medium
DIS_023491,Late Train,SEC_010,2024-12-27 05:19:00,,Late express train delay cascading in section SEC_010 (Severity Low),Low
DIS_023492,Late Train,SEC_045,2024-07-07 15:49:00,SLOT_009572,Late express train delay cascading in section SEC_045 (Severity Low),Low
DIS_023493,Late Train,SEC_049,2024-03-02 14:54:00,,Late express train delay cascading in section SEC_049 (Severity Low),Low
DIS_023494,Late Train,SEC_015,2024-11-27 12:08:00,SLOT_006219,Late express train delay cascading in section SEC_015 (Severity Medium),Medium
DIS_023495,Late Train,SEC_008,2024-02-27 21:03:00,,Late express train delay cascading in section SEC_008 (Severity Low),Low
DIS_023496,Late Train,SEC_008,2024-11-18 19:54:00,SLOT_048680,Late express train delay cascading in section SEC_008 (Severity Medium),Medium
DIS_023497,Late Train,SEC_030,2024-08-08 05:26:00,SLOT_033984,Late express train delay cascading in section SEC_030 (Severity Low),Low
DIS_023498,Late Train,SEC_016,2024-11-18 18:24:00,SLOT_028476,Late express train delay cascading in section SEC_016 (Severity Medium),Medium
DIS_023499,Machine Breakdown,SEC_031,2024-02-01 06:07:00,SLOT_022299,Tamping/BCM machine breakdown during block operation in SEC_031,Low
DIS_023500,Late Train,SEC_038,2024-03-27 23:06:00,SLOT_043573,Late express train delay cascading in section SEC_038 (Severity High),High
DIS_023501,Machine Breakdown,SEC_001,2024-10-29 19:18:00,SLOT_041686,Tamping/BCM machine breakdown during block operation in SEC_001,Low
DIS_023502,Late Train,SEC_043,2024-09-19 00:14:00,SLOT_012837,Late express train delay cascading in section SEC_043 (Severity High),High
DIS_023503,Late Train,SEC_002,2024-08-21 06:39:00,SLOT_029167,Late express train delay cascading in section SEC_002 (Severity Medium),Medium
DIS_023504,Late Train,SEC_006,2024-08-22 06:56:00,,Late express train delay cascading in section SEC_006 (Severity Low),Low
DIS_023505,Late Train,SEC_036,2024-12-18 17:26:00,,Late express train delay cascading in section SEC_036 (Severity High),High
DIS_023506,Machine Breakdown,SEC_031,2024-11-06 02:05:00,,Tamping/BCM machine breakdown during block operation in SEC_031,Low
DIS_023507,Machine Breakdown,SEC_048,2024-03-25 23:52:00,SLOT_024725,Tamping/BCM machine breakdown during block operation in SEC_048,Medium
DIS_023508,Emergency Defect,SEC_028,2024-08-19 17:22:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_028,Medium
DIS_023509,Late Train,SEC_021,2024-08-27 20:21:00,SLOT_006601,Late express train delay cascading in section SEC_021 (Severity Medium),Medium
DIS_023510,Emergency Defect,SEC_033,2024-03-11 06:50:00,SLOT_017921,Emergency rail/OHE defect detected requiring urgent track access in SEC_033,Low
DIS_023511,Emergency Defect,SEC_038,2024-04-09 13:25:00,SLOT_034793,Emergency rail/OHE defect detected requiring urgent track access in SEC_038,Low
DIS_023512,Late Train,SEC_033,2024-04-15 15:51:00,SLOT_000494,Late express train delay cascading in section SEC_033 (Severity High),High
DIS_023513,Late Train,SEC_019,2024-09-21 16:04:00,,Late express train delay cascading in section SEC_019 (Severity Low),Low
DIS_023514,Late Train,SEC_048,2024-06-26 15:18:00,SLOT_006996,Late express train delay cascading in section SEC_048 (Severity Medium),Medium
DIS_023515,Late Train,SEC_015,2024-07-03 14:38:00,SLOT_009286,Late express train delay cascading in section SEC_015 (Severity High),High
DIS_023516,Emergency Defect,SEC_017,2024-07-21 07:25:00,SLOT_042299,Emergency rail/OHE defect detected requiring urgent track access in SEC_017,Low
DIS_023517,Late Train,SEC_014,2024-02-18 08:38:00,SLOT_022884,Late express train delay cascading in section SEC_014 (Severity Low),Low
DIS_023518,Emergency Defect,SEC_015,2024-06-05 19:39:00,SLOT_027594,Emergency rail/OHE defect detected requiring urgent track access in SEC_015,Low
DIS_023519,Late Train,SEC_011,2024-05-15 19:37:00,SLOT_043350,Late express train delay cascading in section SEC_011 (Severity High),High
DIS_023520,Late Train,SEC_029,2024-11-11 00:35:00,,Late express train delay cascading in section SEC_029 (Severity High),High
DIS_023521,Late Train,SEC_036,2024-01-30 20:13:00,,Late express train delay cascading in section SEC_036 (Severity High),High
DIS_023522,Emergency Defect,SEC_022,2024-11-07 08:29:00,SLOT_027590,Emergency rail/OHE defect detected requiring urgent track access in SEC_022,Low
DIS_023523,Late Train,SEC_046,2024-12-05 00:29:00,SLOT_009107,Late express train delay cascading in section SEC_046 (Severity Low),Low
DIS_023524,Late Train,SEC_024,2024-10-01 08:20:00,,Late express train delay cascading in section SEC_024 (Severity High),High
DIS_023525,Late Train,SEC_023,2024-12-13 05:28:00,SLOT_040007,Late express train delay cascading in section SEC_023 (Severity High),High
DIS_023526,Late Train,SEC_004,2024-06-12 09:18:00,,Late express train delay cascading in section SEC_004 (Severity Low),Low
DIS_023527,Late Train,SEC_045,2024-03-03 05:14:00,SLOT_045172,Late express train delay cascading in section SEC_045 (Severity Low),Low
DIS_023528,Emergency Defect,SEC_008,2024-10-06 16:24:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_008,Low
DIS_023529,Late Train,SEC_009,2024-02-14 12:37:00,,Late express train delay cascading in section SEC_009 (Severity Medium),Medium
DIS_023530,Late Train,SEC_046,2024-11-10 16:43:00,SLOT_024755,Late express train delay cascading in section SEC_046 (Severity Low),Low
DIS_023531,Late Train,SEC_026,2024-07-29 13:29:00,SLOT_011371,Late express train delay cascading in section SEC_026 (Severity Low),Low
DIS_023532,Late Train,SEC_004,2024-08-09 18:24:00,,Late express train delay cascading in section SEC_004 (Severity Medium),Medium
DIS_023533,Late Train,SEC_022,2024-07-13 12:12:00,SLOT_046321,Late express train delay cascading in section SEC_022 (Severity Low),Low
DIS_023534,Machine Breakdown,SEC_029,2024-08-09 01:31:00,,Tamping/BCM machine breakdown during block operation in SEC_029,Low
DIS_023535,Emergency Defect,SEC_001,2024-11-15 14:33:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_001,Medium
DIS_023536,Emergency Defect,SEC_037,2024-03-26 13:34:00,SLOT_042718,Emergency rail/OHE defect detected requiring urgent track access in SEC_037,High
DIS_023537,Late Train,SEC_033,2024-06-25 13:53:00,SLOT_043488,Late express train delay cascading in section SEC_033 (Severity Medium),Medium
DIS_023538,Machine Breakdown,SEC_001,2024-05-09 17:46:00,SLOT_037108,Tamping/BCM machine breakdown during block operation in SEC_001,High
DIS_023539,Emergency Defect,SEC_031,2024-03-04 21:43:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_031,High
DIS_023540,Late Train,SEC_011,2024-09-07 04:36:00,SLOT_018832,Late express train delay cascading in section SEC_011 (Severity Low),Low
DIS_023541,Emergency Defect,SEC_036,2024-06-27 17:07:00,SLOT_019305,Emergency rail/OHE defect detected requiring urgent track access in SEC_036,Low
DIS_023542,Late Train,SEC_019,2024-11-26 22:06:00,SLOT_022154,Late express train delay cascading in section SEC_019 (Severity Low),Low
DIS_023543,Machine Breakdown,SEC_010,2024-03-23 09:16:00,SLOT_046549,Tamping/BCM machine breakdown during block operation in SEC_010,Medium
DIS_023544,Late Train,SEC_025,2024-09-08 15:51:00,SLOT_020316,Late express train delay cascading in section SEC_025 (Severity Medium),Medium
DIS_023545,Machine Breakdown,SEC_022,2024-10-01 13:47:00,SLOT_008640,Tamping/BCM machine breakdown during block operation in SEC_022,Medium
DIS_023546,Machine Breakdown,SEC_017,2024-05-05 22:27:00,,Tamping/BCM machine breakdown during block operation in SEC_017,Medium
DIS_023547,Late Train,SEC_044,2024-08-25 11:45:00,SLOT_005359,Late express train delay cascading in section SEC_044 (Severity Low),Low
DIS_023548,Machine Breakdown,SEC_032,2024-10-14 17:04:00,SLOT_045684,Tamping/BCM machine breakdown during block operation in SEC_032,Low
DIS_023549,Late Train,SEC_024,2024-04-06 14:51:00,SLOT_032491,Late express train delay cascading in section SEC_024 (Severity Low),Low
DIS_023550,Emergency Defect,SEC_012,2024-06-25 11:48:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_012,Low
DIS_023551,Late Train,SEC_028,2024-05-26 19:26:00,SLOT_036688,Late express train delay cascading in section SEC_028 (Severity Low),Low
DIS_023552,Late Train,SEC_002,2024-05-11 11:53:00,SLOT_036180,Late express train delay cascading in section SEC_002 (Severity High),High
DIS_023553,Late Train,SEC_044,2024-06-24 06:23:00,,Late express train delay cascading in section SEC_044 (Severity Medium),Medium
DIS_023554,Emergency Defect,SEC_001,2024-05-08 15:45:00,SLOT_045216,Emergency rail/OHE defect detected requiring urgent track access in SEC_001,Medium
DIS_023555,Emergency Defect,SEC_035,2024-12-29 17:06:00,SLOT_016399,Emergency rail/OHE defect detected requiring urgent track access in SEC_035,Low
DIS_023556,Late Train,SEC_017,2024-10-19 18:42:00,SLOT_003645,Late express train delay cascading in section SEC_017 (Severity High),High
DIS_023557,Late Train,SEC_036,2024-05-07 17:18:00,SLOT_027237,Late express train delay cascading in section SEC_036 (Severity High),High
DIS_023558,Late Train,SEC_018,2024-11-09 05:51:00,,Late express train delay cascading in section SEC_018 (Severity Low),Low
DIS_023559,Emergency Defect,SEC_002,2024-05-25 23:05:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_002,Low
DIS_023560,Late Train,SEC_047,2024-04-29 19:10:00,SLOT_045971,Late express train delay cascading in section SEC_047 (Severity Medium),Medium
DIS_023561,Late Train,SEC_038,2024-08-15 13:40:00,,Late express train delay cascading in section SEC_038 (Severity Medium),Medium
DIS_023562,Machine Breakdown,SEC_003,2024-03-16 06:32:00,SLOT_002767,Tamping/BCM machine breakdown during block operation in SEC_003,Medium
DIS_023563,Machine Breakdown,SEC_002,2024-02-20 04:43:00,SLOT_017053,Tamping/BCM machine breakdown during block operation in SEC_002,Low
DIS_023564,Emergency Defect,SEC_026,2024-07-15 22:33:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_026,High
DIS_023565,Late Train,SEC_047,2024-03-18 06:11:00,SLOT_005656,Late express train delay cascading in section SEC_047 (Severity Medium),Medium
DIS_023566,Emergency Defect,SEC_029,2024-11-04 12:29:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_029,Low
DIS_023567,Late Train,SEC_001,2024-05-12 15:08:00,SLOT_005588,Late express train delay cascading in section SEC_001 (Severity Medium),Medium
DIS_023568,Late Train,SEC_035,2024-02-08 06:45:00,SLOT_011164,Late express train delay cascading in section SEC_035 (Severity Low),Low
DIS_023569,Machine Breakdown,SEC_021,2024-07-04 15:03:00,,Tamping/BCM machine breakdown during block operation in SEC_021,Low
DIS_023570,Late Train,SEC_032,2024-06-27 03:09:00,SLOT_028661,Late express train delay cascading in section SEC_032 (Severity Low),Low
DIS_023571,Late Train,SEC_018,2024-03-13 21:49:00,SLOT_041349,Late express train delay cascading in section SEC_018 (Severity Low),Low
