task_id,department,section_id,location_reference_type,location_reference_id,start_km,end_km,defect_type,severity_class,logged_date,target_completion_date,deferred_count,status,overdue_days,required_resource_type,estimated_duration_minutes
TMS_TASK_014874,Engineering,SEC_005,CHAINAGE,TMS_TASK_014874,26.408,26.587,Weld Failure,B,2024-06-16,2024-06-27,0,Open,187,Engineering crew,120
TMS_TASK_014875,Engineering,SEC_024,CHAINAGE,TMS_TASK_014875,94.252,94.861,Ballast Issue,C,2024-12-21,2025-01-26,1,Deferred,0,Ballast Cleaning Machine,120
TMS_TASK_014876,Engineering,SEC_018,CHAINAGE,TMS_TASK_014876,84.842,85.6,Rail Fracture Risk,A,2024-05-26,2024-06-01,0,Completed,213,Engineering crew,180
TMS_TASK_014877,Engineering,SEC_005,CHAINAGE,TMS_TASK_014877,26.534,26.713,Weld Failure,A,2024-08-09,2024-08-10,0,Completed,143,Engineering crew,120
TMS_TASK_014878,Engineering,SEC_011,CHAINAGE,TMS_TASK_014878,51.848,52.606,Rail Fracture Risk,A,2024-07-30,2024-08-05,0,In-Progress,148,Engineering crew,180
TMS_TASK_014879,Engineering,SEC_021,CHAINAGE,TMS_TASK_014879,88.854,89.472,Ballast Issue,A,2024-04-20,2024-04-22,0,Completed,253,Ballast Cleaning Machine,120
TMS_TASK_014880,Engineering,SEC_045,CHAINAGE,TMS_TASK_014880,181.651,182.504,Track Parameter Deviation,C,2024-05-22,2024-06-10,4,Deferred,204,Tamping Machine,90
TMS_TASK_014881,Engineering,SEC_020,CHAINAGE,TMS_TASK_014881,88.128,88.251,Rail Fracture Risk,B,2024-08-01,2024-08-14,1,Open,139,Engineering crew,180
TMS_TASK_014882,Engineering,SEC_044,CHAINAGE,TMS_TASK_014882,173.767,175.02,Rail Fracture Risk,A,2024-04-16,2024-04-23,0,Completed,252,Engineering crew,180
TMS_TASK_014883,Engineering,SEC_036,CHAINAGE,TMS_TASK_014883,154.404,154.842,Ballast Issue,C,2024-05-18,2024-06-27,4,Deferred,187,Ballast Cleaning Machine,120
TMS_TASK_014884,Engineering,SEC_041,CHAINAGE,TMS_TASK_014884,165.31,165.443,Ballast Issue,C,2024-01-21,2024-02-13,0,Completed,322,Ballast Cleaning Machine,120
TMS_TASK_014885,Engineering,SEC_042,CHAINAGE,TMS_TASK_014885,165.816,165.858,Weld Failure,B,2024-05-27,2024-06-05,0,Open,209,Engineering crew,120
TMS_TASK_014886,Engineering,SEC_035,CHAINAGE,TMS_TASK_014886,152.679,153.303,Deep Screening Overdue,C,2024-06-07,2024-07-03,0,Completed,181,Ballast Cleaning Machine,240
TMS_TASK_014887,Engineering,SEC_036,CHAINAGE,TMS_TASK_014887,154.56,154.998,Weld Failure,A,2024-07-28,2024-08-03,0,Completed,150,Engineering crew,120
TMS_TASK_014888,Engineering,SEC_008,CHAINAGE,TMS_TASK_014888,38.567,39.078,Ballast Issue,B,2024-04-25,2024-05-02,2,In-Progress,243,Ballast Cleaning Machine,120
TMS_TASK_014889,Engineering,SEC_036,CHAINAGE,TMS_TASK_014889,154.354,154.539,Deep Screening Overdue,B,2024-08-19,2024-09-08,0,Open,114,Ballast Cleaning Machine,240
TMS_TASK_014890,Engineering,SEC_003,CHAINAGE,TMS_TASK_014890,14.893,15.897,Track Parameter Deviation,A,2024-10-05,2024-10-08,0,Open,84,Tamping Machine,90
TMS_TASK_014891,Engineering,SEC_037,CHAINAGE,TMS_TASK_014891,155.412,156.173,Ballast Issue,C,2024-01-25,2024-02-09,1,Open,326,Ballast Cleaning Machine,120
TMS_TASK_014892,Engineering,SEC_033,CHAINAGE,TMS_TASK_014892,149.569,150.227,Weld Failure,B,2024-02-03,2024-02-21,0,Open,314,Engineering crew,120
TMS_TASK_014893,Engineering,SEC_038,CHAINAGE,TMS_TASK_014893,156.691,157.635,Ballast Issue,C,2024-06-06,2024-06-30,2,Deferred,184,Ballast Cleaning Machine,120
TMS_TASK_014894,Engineering,SEC_032,CHAINAGE,TMS_TASK_014894,146.316,146.966,Weld Failure,A,2024-01-17,2024-01-20,0,Open,346,Engineering crew,120
TMS_TASK_014895,Engineering,SEC_019,CHAINAGE,TMS_TASK_014895,87.603,87.774,Ballast Issue,B,2024-07-08,2024-07-17,0,Completed,167,Ballast Cleaning Machine,120
TMS_TASK_014896,Engineering,SEC_019,CHAINAGE,TMS_TASK_014896,87.722,87.893,Ballast Issue,C,2024-06-18,2024-07-09,0,Completed,175,Ballast Cleaning Machine,120
TMS_TASK_014897,Engineering,SEC_030,CHAINAGE,TMS_TASK_014897,136.977,137.701,Track Parameter Deviation,C,2024-01-03,2024-02-02,0,In-Progress,333,Tamping Machine,90
TMS_TASK_014898,Engineering,SEC_024,CHAINAGE,TMS_TASK_014898,94.144,94.753,Rail Fracture Risk,A,2024-08-18,2024-08-19,0,Open,134,Engineering crew,180
TMS_TASK_014899,Engineering,SEC_017,CHAINAGE,TMS_TASK_014899,75.926,77.031,Deep Screening Overdue,C,2024-07-09,2024-08-08,0,Deferred,145,Ballast Cleaning Machine,240
TMS_TASK_014900,Engineering,SEC_024,CHAINAGE,TMS_TASK_014900,94.07,94.679,Deep Screening Overdue,C,2024-05-06,2024-05-25,3,Deferred,220,Ballast Cleaning Machine,240
TMS_TASK_014901,Engineering,SEC_027,CHAINAGE,TMS_TASK_014901,126.888,127.193,Ballast Issue,B,2024-07-07,2024-07-14,0,Completed,170,Ballast Cleaning Machine,120
TMS_TASK_014902,Engineering,SEC_012,CHAINAGE,TMS_TASK_014902,59.519,60.356,Weld Failure,A,2024-11-22,2024-11-29,0,Completed,32,Engineering crew,120
TMS_TASK_014903,Engineering,SEC_032,CHAINAGE,TMS_TASK_014903,141.789,142.9,Weld Failure,C,2024-10-27,2024-12-07,0,Completed,24,Engineering crew,120
TMS_TASK_014904,Engineering,SEC_016,CHAINAGE,TMS_TASK_014904,74.359,74.393,Weld Failure,B,2024-05-02,2024-05-13,0,Completed,232,Engineering crew,120
TMS_TASK_014905,Engineering,SEC_014,CHAINAGE,TMS_TASK_014905,67.636,68.325,Weld Failure,B,2024-02-13,2024-02-24,0,Completed,311,Engineering crew,120
TMS_TASK_014906,Engineering,SEC_021,CHAINAGE,TMS_TASK_014906,89.315,90.005,Rail Fracture Risk,C,2024-05-22,2024-06-17,4,In-Progress,197,Engineering crew,180
TMS_TASK_014907,Engineering,SEC_006,CHAINAGE,TMS_TASK_014907,29.484,30.028,Rail Fracture Risk,B,2024-02-17,2024-03-05,1,Deferred,301,Engineering crew,180
TMS_TASK_014908,Engineering,SEC_030,CHAINAGE,TMS_TASK_014908,136.708,138.059,Track Parameter Deviation,A,2024-05-11,2024-05-15,0,Open,230,Tamping Machine,90
TMS_TASK_014909,Engineering,SEC_036,CHAINAGE,TMS_TASK_014909,154.375,154.814,Ballast Issue,B,2024-06-15,2024-06-28,0,In-Progress,186,Ballast Cleaning Machine,120
TMS_TASK_014910,Engineering,SEC_047,CHAINAGE,TMS_TASK_014910,192.659,192.974,Rail Fracture Risk,B,2024-04-13,2024-05-03,0,Completed,242,Engineering crew,180
TMS_TASK_014911,Engineering,SEC_014,CHAINAGE,TMS_TASK_014911,65.792,67.271,Weld Failure,A,2024-03-17,2024-03-23,0,In-Progress,283,Engineering crew,120
TMS_TASK_014912,Engineering,SEC_027,CHAINAGE,TMS_TASK_014912,127.038,128.246,Ballast Issue,B,2024-09-16,2024-09-23,2,Open,99,Ballast Cleaning Machine,120
TMS_TASK_014913,Engineering,SEC_025,CHAINAGE,TMS_TASK_014913,105.423,105.697,Rail Fracture Risk,B,2024-08-27,2024-09-03,3,Deferred,119,Engineering crew,180
TMS_TASK_014914,Engineering,SEC_036,CHAINAGE,TMS_TASK_014914,154.285,154.389,Rail Fracture Risk,B,2024-12-14,2024-12-26,3,Deferred,5,Engineering crew,180
TMS_TASK_014915,Engineering,SEC_031,CHAINAGE,TMS_TASK_014915,139.247,139.534,Ballast Issue,B,2024-12-21,2025-01-11,0,Open,0,Ballast Cleaning Machine,120
TMS_TASK_014916,Engineering,SEC_040,CHAINAGE,TMS_TASK_014916,164.327,164.809,Weld Failure,A,2024-11-01,2024-11-06,0,Completed,55,Engineering crew,120
TMS_TASK_014917,Engineering,SEC_042,CHAINAGE,TMS_TASK_014917,165.814,165.855,Weld Failure,B,2024-08-13,2024-08-20,0,Completed,133,Engineering crew,120
TMS_TASK_014918,Engineering,SEC_006,CHAINAGE,TMS_TASK_014918,28.298,29.229,Rail Fracture Risk,A,2024-06-10,2024-06-16,4,Deferred,198,Engineering crew,180
TMS_TASK_014919,Engineering,SEC_018,CHAINAGE,TMS_TASK_014919,83.185,83.335,Track Parameter Deviation,A,2024-04-09,2024-04-13,0,Open,262,Tamping Machine,90
TMS_TASK_014920,Engineering,SEC_033,CHAINAGE,TMS_TASK_014920,149.724,150.97,Ballast Issue,C,2024-04-23,2024-05-08,0,Open,237,Ballast Cleaning Machine,120
TMS_TASK_014921,Engineering,SEC_027,CHAINAGE,TMS_TASK_014921,127.66,127.907,Ballast Issue,C,2024-04-06,2024-05-17,2,Deferred,228,Ballast Cleaning Machine,120
TMS_TASK_014922,Engineering,SEC_024,CHAINAGE,TMS_TASK_014922,94.151,94.506,Deep Screening Overdue,B,2024-10-27,2024-11-10,3,Deferred,51,Ballast Cleaning Machine,240
TMS_TASK_014923,Engineering,SEC_009,CHAINAGE,TMS_TASK_014923,45.612,45.756,Deep Screening Overdue,B,2024-06-28,2024-07-19,1,In-Progress,165,Ballast Cleaning Machine,240
TMS_TASK_014924,Engineering,SEC_029,CHAINAGE,TMS_TASK_014924,134.126,135.261,Deep Screening Overdue,B,2024-09-10,2024-09-21,0,Open,101,Ballast Cleaning Machine,240
TMS_TASK_014925,Engineering,SEC_037,CHAINAGE,TMS_TASK_014925,155.23,155.991,Deep Screening Overdue,B,2024-02-12,2024-02-22,0,Open,313,Ballast Cleaning Machine,240
TMS_TASK_014926,Engineering,SEC_002,CHAINAGE,TMS_TASK_014926,9.842,10.386,Track Parameter Deviation,C,2024-08-25,2024-10-03,3,Deferred,89,Tamping Machine,90
TMS_TASK_014927,Engineering,SEC_029,CHAINAGE,TMS_TASK_014927,134.116,134.799,Weld Failure,B,2024-06-07,2024-06-15,0,In-Progress,199,Engineering crew,120
TMS_TASK_014928,Engineering,SEC_045,CHAINAGE,TMS_TASK_014928,178.819,180.304,Ballast Issue,C,2024-12-07,2024-12-28,0,Open,3,Ballast Cleaning Machine,120
TMS_TASK_014929,Engineering,SEC_029,CHAINAGE,TMS_TASK_014929,133.733,134.032,Ballast Issue,B,2024-10-21,2024-11-10,0,Open,51,Ballast Cleaning Machine,120
TMS_TASK_014930,Engineering,SEC_047,CHAINAGE,TMS_TASK_014930,192.592,192.907,Rail Fracture Risk,A,2024-03-12,2024-03-15,0,Completed,291,Engineering crew,180
TMS_TASK_014931,Engineering,SEC_018,CHAINAGE,TMS_TASK_014931,81.349,82.505,Rail Fracture Risk,A,2024-08-27,2024-08-29,0,In-Progress,124,Engineering crew,180
TMS_TASK_014932,Engineering,SEC_001,CHAINAGE,TMS_TASK_014932,0.574,2.065,Deep Screening Overdue,B,2024-08-16,2024-08-26,0,Open,127,Ballast Cleaning Machine,240
TMS_TASK_014933,Engineering,SEC_034,CHAINAGE,TMS_TASK_014933,151.395,151.697,Rail Fracture Risk,A,2024-08-30,2024-09-02,0,Open,120,Engineering crew,180
TMS_TASK_014934,Engineering,SEC_011,CHAINAGE,TMS_TASK_014934,49.959,50.633,Ballast Issue,C,2024-07-29,2024-08-12,0,Completed,141,Ballast Cleaning Machine,120
TMS_TASK_014935,Engineering,SEC_001,CHAINAGE,TMS_TASK_014935,5.707,5.955,Ballast Issue,C,2024-02-24,2024-03-27,4,In-Progress,279,Ballast Cleaning Machine,120
TMS_TASK_014936,Engineering,SEC_009,CHAINAGE,TMS_TASK_014936,42.904,43.408,Rail Fracture Risk,A,2024-11-30,2024-12-03,0,Completed,28,Engineering crew,180
TMS_TASK_014937,Engineering,SEC_046,CHAINAGE,TMS_TASK_014937,188.342,189.728,Deep Screening Overdue,B,2024-06-26,2024-07-05,0,Completed,179,Ballast Cleaning Machine,240
TMS_TASK_014938,Engineering,SEC_039,CHAINAGE,TMS_TASK_014938,162.033,162.174,Rail Fracture Risk,A,2024-03-11,2024-03-15,0,Completed,291,Engineering crew,180
TMS_TASK_014939,Engineering,SEC_014,CHAINAGE,TMS_TASK_014939,68.271,69.346,Weld Failure,B,2024-09-13,2024-10-01,0,Completed,91,Engineering crew,120
TMS_TASK_014940,Engineering,SEC_030,CHAINAGE,TMS_TASK_014940,137.347,137.594,Track Parameter Deviation,C,2024-06-18,2024-08-01,0,Open,152,Tamping Machine,90
TMS_TASK_014941,Engineering,SEC_017,CHAINAGE,TMS_TASK_014941,75.376,76.196,Deep Screening Overdue,C,2024-08-03,2024-08-27,1,Deferred,126,Ballast Cleaning Machine,240
TMS_TASK_014942,Engineering,SEC_009,CHAINAGE,TMS_TASK_014942,44.464,45.853,Rail Fracture Risk,A,2024-01-01,2024-01-05,0,Completed,361,Engineering crew,180
TMS_TASK_014943,Engineering,SEC_049,CHAINAGE,TMS_TASK_014943,198.48,199.633,Rail Fracture Risk,B,2024-05-18,2024-06-06,0,Completed,208,Engineering crew,180
TMS_TASK_014944,Engineering,SEC_040,CHAINAGE,TMS_TASK_014944,164.075,164.557,Weld Failure,A,2024-01-21,2024-01-22,0,Open,344,Engineering crew,120
TMS_TASK_014945,Engineering,SEC_018,CHAINAGE,TMS_TASK_014945,78.104,78.649,Deep Screening Overdue,B,2024-04-29,2024-05-09,3,In-Progress,236,Ballast Cleaning Machine,240
TMS_TASK_014946,Engineering,SEC_018,CHAINAGE,TMS_TASK_014946,79.183,79.547,Track Parameter Deviation,B,2024-02-29,2024-03-15,0,Open,291,Tamping Machine,90
TMS_TASK_014947,Engineering,SEC_040,CHAINAGE,TMS_TASK_014947,164.013,164.306,Weld Failure,A,2024-11-03,2024-11-10,0,Completed,51,Engineering crew,120
TMS_TASK_014948,Engineering,SEC_023,CHAINAGE,TMS_TASK_014948,93.593,93.874,Rail Fracture Risk,A,2024-12-25,2024-12-27,0,Completed,4,Engineering crew,180
TMS_TASK_014949,Engineering,SEC_019,CHAINAGE,TMS_TASK_014949,87.587,87.758,Ballast Issue,B,2024-11-17,2024-11-27,0,In-Progress,34,Ballast Cleaning Machine,120
TMS_TASK_014950,Engineering,SEC_019,CHAINAGE,TMS_TASK_014950,87.644,87.815,Deep Screening Overdue,B,2024-05-30,2024-06-06,0,In-Progress,208,Ballast Cleaning Machine,240
TMS_TASK_014951,Engineering,SEC_022,CHAINAGE,TMS_TASK_014951,90.191,91.18,Ballast Issue,B,2024-03-20,2024-04-09,1,Deferred,266,Ballast Cleaning Machine,120
TMS_TASK_014952,Engineering,SEC_026,CHAINAGE,TMS_TASK_014952,116.278,117.549,Track Parameter Deviation,B,2024-03-25,2024-04-05,2,Deferred,270,Tamping Machine,90
TMS_TASK_014953,Engineering,SEC_002,CHAINAGE,TMS_TASK_014953,10.621,11.808,Ballast Issue,B,2024-05-12,2024-05-30,0,Completed,215,Ballast Cleaning Machine,120
TMS_TASK_014954,Engineering,SEC_024,CHAINAGE,TMS_TASK_014954,94.382,94.991,Deep Screening Overdue,B,2024-07-16,2024-08-04,0,In-Progress,149,Ballast Cleaning Machine,240
TMS_TASK_014955,Engineering,SEC_022,CHAINAGE,TMS_TASK_014955,90.938,92.334,Track Parameter Deviation,B,2024-07-28,2024-08-17,0,Open,136,Tamping Machine,90
TMS_TASK_014956,Engineering,SEC_014,CHAINAGE,TMS_TASK_014956,67.873,68.353,Track Parameter Deviation,A,2024-10-21,2024-10-22,0,Open,70,Tamping Machine,90
TMS_TASK_014957,Engineering,SEC_018,CHAINAGE,TMS_TASK_014957,79.841,80.099,Track Parameter Deviation,B,2024-08-24,2024-09-13,0,Deferred,109,Tamping Machine,90
TMS_TASK_014958,Engineering,SEC_021,CHAINAGE,TMS_TASK_014958,89.061,89.659,Track Parameter Deviation,C,2024-02-26,2024-03-15,0,In-Progress,291,Tamping Machine,90
TMS_TASK_014959,Engineering,SEC_018,CHAINAGE,TMS_TASK_014959,79.807,79.918,Deep Screening Overdue,B,2024-09-21,2024-10-10,3,Deferred,82,Ballast Cleaning Machine,240
TMS_TASK_014960,Engineering,SEC_045,CHAINAGE,TMS_TASK_014960,182.966,183.911,Track Parameter Deviation,C,2024-08-19,2024-09-26,2,In-Progress,96,Tamping Machine,90
TMS_TASK_014961,Engineering,SEC_026,CHAINAGE,TMS_TASK_014961,113.97,114.309,Ballast Issue,B,2024-07-09,2024-07-29,0,In-Progress,155,Ballast Cleaning Machine,120
TMS_TASK_014962,Engineering,SEC_025,CHAINAGE,TMS_TASK_014962,104.433,105.564,Ballast Issue,C,2024-06-21,2024-07-20,0,In-Progress,164,Ballast Cleaning Machine,120
TMS_TASK_014963,Engineering,SEC_013,CHAINAGE,TMS_TASK_014963,63.043,64.375,Track Parameter Deviation,A,2024-02-29,2024-03-02,1,Open,304,Tamping Machine,90
TMS_TASK_014964,Engineering,SEC_045,CHAINAGE,TMS_TASK_014964,179.314,180.672,Weld Failure,C,2024-09-20,2024-10-11,0,Completed,81,Engineering crew,120
TMS_TASK_014965,Engineering,SEC_002,CHAINAGE,TMS_TASK_014965,11.151,11.601,Deep Screening Overdue,B,2024-01-12,2024-01-31,0,Deferred,335,Ballast Cleaning Machine,240
TMS_TASK_014966,Engineering,SEC_027,CHAINAGE,TMS_TASK_014966,126.194,127.402,Deep Screening Overdue,C,2024-05-21,2024-06-08,2,Open,206,Ballast Cleaning Machine,240
TMS_TASK_014967,Engineering,SEC_009,CHAINAGE,TMS_TASK_014967,44.162,45.112,Weld Failure,A,2024-04-14,2024-04-16,0,Completed,259,Engineering crew,120
TMS_TASK_014968,Engineering,SEC_038,CHAINAGE,TMS_TASK_014968,158.397,159.818,Ballast Issue,C,2024-04-24,2024-05-16,0,Completed,229,Ballast Cleaning Machine,120
TMS_TASK_014969,Engineering,SEC_019,CHAINAGE,TMS_TASK_014969,87.72,87.862,Deep Screening Overdue,B,2024-09-01,2024-09-16,0,In-Progress,106,Ballast Cleaning Machine,240
TMS_TASK_014970,Engineering,SEC_015,CHAINAGE,TMS_TASK_014970,73.067,74.245,Deep Screening Overdue,A,2024-09-22,2024-09-28,0,In-Progress,94,Ballast Cleaning Machine,240
TMS_TASK_014971,Engineering,SEC_003,CHAINAGE,TMS_TASK_014971,16.5,16.811,Deep Screening Overdue,A,2024-06-21,2024-06-27,0,Completed,187,Ballast Cleaning Machine,240
TMS_TASK_014972,Engineering,SEC_039,CHAINAGE,TMS_TASK_014972,162.381,163.005,Weld Failure,A,2024-12-11,2024-12-16,0,Deferred,15,Engineering crew,120
TMS_TASK_014973,Engineering,SEC_020,CHAINAGE,TMS_TASK_014973,87.924,88.207,Deep Screening Overdue,B,2024-04-11,2024-04-21,0,Deferred,254,Ballast Cleaning Machine,240
TMS_TASK_014974,Engineering,SEC_013,CHAINAGE,TMS_TASK_014974,64.406,64.914,Rail Fracture Risk,A,2024-05-08,2024-05-10,0,Completed,235,Engineering crew,180
TMS_TASK_014975,Engineering,SEC_042,CHAINAGE,TMS_TASK_014975,165.799,165.841,Deep Screening Overdue,B,2024-06-24,2024-07-05,3,Deferred,179,Ballast Cleaning Machine,240
TMS_TASK_014976,Engineering,SEC_001,CHAINAGE,TMS_TASK_014976,4.653,5.565,Track Parameter Deviation,B,2024-09-23,2024-09-30,0,Completed,92,Tamping Machine,90
TMS_TASK_014977,Engineering,SEC_023,CHAINAGE,TMS_TASK_014977,93.417,93.697,Track Parameter Deviation,A,2024-07-22,2024-07-23,0,In-Progress,161,Tamping Machine,90
TMS_TASK_014978,Engineering,SEC_008,CHAINAGE,TMS_TASK_014978,38.52,39.031,Deep Screening Overdue,B,2024-09-17,2024-09-30,0,In-Progress,92,Ballast Cleaning Machine,240
TMS_TASK_014979,Engineering,SEC_007,CHAINAGE,TMS_TASK_014979,32.81,33.886,Weld Failure,B,2024-01-09,2024-01-17,0,In-Progress,349,Engineering crew,120
TMS_TASK_014980,Engineering,SEC_002,CHAINAGE,TMS_TASK_014980,10.062,10.571,Deep Screening Overdue,B,2024-03-14,2024-04-02,0,Open,273,Ballast Cleaning Machine,240
TMS_TASK_014981,Engineering,SEC_010,CHAINAGE,TMS_TASK_014981,45.932,45.964,Rail Fracture Risk,B,2024-07-10,2024-07-27,0,Completed,157,Engineering crew,180
TMS_TASK_014982,Engineering,SEC_047,CHAINAGE,TMS_TASK_014982,192.777,193.093,Deep Screening Overdue,B,2024-12-27,2025-01-09,0,Open,0,Ballast Cleaning Machine,240
TMS_TASK_014983,Engineering,SEC_022,CHAINAGE,TMS_TASK_014983,91.088,92.544,Deep Screening Overdue,B,2024-11-19,2024-11-29,0,In-Progress,32,Ballast Cleaning Machine,240
TMS_TASK_014984,Engineering,SEC_049,CHAINAGE,TMS_TASK_014984,197.908,198.288,Rail Fracture Risk,B,2024-04-23,2024-04-30,4,Deferred,245,Engineering crew,180
TMS_TASK_014985,Engineering,SEC_014,CHAINAGE,TMS_TASK_014985,66.956,67.451,Deep Screening Overdue,B,2024-03-16,2024-03-30,3,In-Progress,276,Ballast Cleaning Machine,240
TMS_TASK_014986,Engineering,SEC_038,CHAINAGE,TMS_TASK_014986,156.801,157.771,Deep Screening Overdue,B,2024-02-12,2024-02-21,1,In-Progress,314,Ballast Cleaning Machine,240
TMS_TASK_014987,Engineering,SEC_005,CHAINAGE,TMS_TASK_014987,26.432,26.611,Track Parameter Deviation,B,2024-01-10,2024-01-27,2,Open,339,Tamping Machine,90
TMS_TASK_014988,Engineering,SEC_006,CHAINAGE,TMS_TASK_014988,29.484,29.756,Deep Screening Overdue,B,2024-12-21,2024-12-31,1,Deferred,0,Ballast Cleaning Machine,240
TMS_TASK_014989,Engineering,SEC_001,CHAINAGE,TMS_TASK_014989,2.612,3.782,Rail Fracture Risk,A,2024-07-02,2024-07-08,0,Deferred,176,Engineering crew,180
TMS_TASK_014990,Engineering,SEC_045,CHAINAGE,TMS_TASK_014990,180.141,180.733,Ballast Issue,C,2024-08-03,2024-09-02,2,Deferred,120,Ballast Cleaning Machine,120
TMS_TASK_014991,Engineering,SEC_033,CHAINAGE,TMS_TASK_014991,149.8,150.695,Ballast Issue,C,2024-11-03,2024-11-17,2,In-Progress,44,Ballast Cleaning Machine,120
TMS_TASK_014992,Engineering,SEC_037,CHAINAGE,TMS_TASK_014992,155.139,155.399,Deep Screening Overdue,B,2024-09-03,2024-09-17,0,Deferred,105,Ballast Cleaning Machine,240
TMS_TASK_014993,Engineering,SEC_046,CHAINAGE,TMS_TASK_014993,186.881,188.008,Rail Fracture Risk,A,2024-03-12,2024-03-13,0,Completed,293,Engineering crew,180
TMS_TASK_014994,Engineering,SEC_017,CHAINAGE,TMS_TASK_014994,76.072,76.881,Track Parameter Deviation,B,2024-08-06,2024-08-18,0,Completed,135,Tamping Machine,90
TMS_TASK_014995,Engineering,SEC_036,CHAINAGE,TMS_TASK_014995,154.578,155.017,Ballast Issue,C,2024-05-23,2024-06-19,0,Open,195,Ballast Cleaning Machine,120
TMS_TASK_014996,Engineering,SEC_025,CHAINAGE,TMS_TASK_014996,97.972,98.495,Deep Screening Overdue,B,2024-12-28,2025-01-14,0,Completed,0,Ballast Cleaning Machine,240
TMS_TASK_014997,Engineering,SEC_027,CHAINAGE,TMS_TASK_014997,126.862,127.693,Ballast Issue,C,2024-03-30,2024-04-16,0,Open,259,Ballast Cleaning Machine,120
TMS_TASK_014998,Engineering,SEC_033,CHAINAGE,TMS_TASK_014998,149.566,149.795,Deep Screening Overdue,B,2024-09-21,2024-10-05,0,Open,87,Ballast Cleaning Machine,240
TMS_TASK_014999,Engineering,SEC_024,CHAINAGE,TMS_TASK_014999,94.301,94.91,Deep Screening Overdue,A,2024-11-28,2024-12-05,0,Open,26,Ballast Cleaning Machine,240
TMS_TASK_015000,Engineering,SEC_002,CHAINAGE,TMS_TASK_015000,10.161,11.648,Weld Failure,A,2024-09-25,2024-09-28,0,Completed,94,Engineering crew,120
TMS_TASK_015001,Engineering,SEC_004,CHAINAGE,TMS_TASK_015001,20.225,21.107,Ballast Issue,C,2024-01-02,2024-01-16,0,In-Progress,350,Ballast Cleaning Machine,120
TMS_TASK_015002,Engineering,SEC_025,CHAINAGE,TMS_TASK_015002,99.426,100.554,Track Parameter Deviation,C,2024-07-11,2024-08-04,1,Deferred,149,Tamping Machine,90
TMS_TASK_015003,Engineering,SEC_028,CHAINAGE,TMS_TASK_015003,128.578,130.018,Ballast Issue,B,2024-02-03,2024-02-24,1,In-Progress,311,Ballast Cleaning Machine,120
TMS_TASK_015004,Engineering,SEC_036,CHAINAGE,TMS_TASK_015004,154.552,154.99,Weld Failure,A,2024-01-06,2024-01-12,0,Completed,354,Engineering crew,120
TMS_TASK_015005,Engineering,SEC_029,CHAINAGE,TMS_TASK_015005,135.502,136.176,Weld Failure,A,2024-03-17,2024-03-19,0,Open,287,Engineering crew,120
TMS_TASK_015006,Engineering,SEC_010,CHAINAGE,TMS_TASK_015006,45.929,45.961,Rail Fracture Risk,A,2024-01-14,2024-01-18,0,Deferred,348,Engineering crew,180
TMS_TASK_015007,Engineering,SEC_018,CHAINAGE,TMS_TASK_015007,82.245,83.288,Deep Screening Overdue,B,2024-01-08,2024-01-16,0,Completed,350,Ballast Cleaning Machine,240
TMS_TASK_015008,Engineering,SEC_022,CHAINAGE,TMS_TASK_015008,91.449,92.381,Deep Screening Overdue,B,2024-11-03,2024-11-10,0,Open,51,Ballast Cleaning Machine,240
TMS_TASK_015009,Engineering,SEC_049,CHAINAGE,TMS_TASK_015009,196.414,197.508,Weld Failure,B,2024-12-15,2025-01-01,3,Deferred,0,Engineering crew,120
TMS_TASK_015010,Engineering,SEC_027,CHAINAGE,TMS_TASK_015010,126.201,126.35,Weld Failure,A,2024-04-02,2024-04-08,0,In-Progress,267,Engineering crew,120
TMS_TASK_015011,Engineering,SEC_032,CHAINAGE,TMS_TASK_015011,148.058,148.152,Track Parameter Deviation,C,2024-07-26,2024-08-30,4,Deferred,123,Tamping Machine,90
TMS_TASK_015012,Engineering,SEC_037,CHAINAGE,TMS_TASK_015012,155.415,156.176,Deep Screening Overdue,C,2024-03-15,2024-04-11,0,In-Progress,264,Ballast Cleaning Machine,240
TMS_TASK_015013,Engineering,SEC_018,CHAINAGE,TMS_TASK_015013,78.188,79.211,Weld Failure,A,2024-04-08,2024-04-09,2,Deferred,266,Engineering crew,120
TMS_TASK_015014,Engineering,SEC_048,CHAINAGE,TMS_TASK_015014,193.42,193.908,Track Parameter Deviation,C,2024-02-12,2024-03-11,4,Deferred,295,Tamping Machine,90
TMS_TASK_015015,Engineering,SEC_034,CHAINAGE,TMS_TASK_015015,151.132,151.434,Rail Fracture Risk,B,2024-10-24,2024-10-31,0,Completed,61,Engineering crew,180
TMS_TASK_015016,Engineering,SEC_042,CHAINAGE,TMS_TASK_015016,165.795,165.836,Ballast Issue,C,2024-05-24,2024-06-17,2,Open,197,Ballast Cleaning Machine,120
TMS_TASK_015017,Engineering,SEC_037,CHAINAGE,TMS_TASK_015017,155.724,155.783,Ballast Issue,B,2024-01-26,2024-02-11,0,In-Progress,324,Ballast Cleaning Machine,120
TMS_TASK_015018,Engineering,SEC_031,CHAINAGE,TMS_TASK_015018,139.148,139.349,Deep Screening Overdue,C,2024-12-11,2025-01-25,4,In-Progress,0,Ballast Cleaning Machine,240
TMS_TASK_015019,Engineering,SEC_002,CHAINAGE,TMS_TASK_015019,11.245,11.741,Ballast Issue,B,2024-03-21,2024-04-09,3,Open,266,Ballast Cleaning Machine,120
