train_number,train_type,section_id,scheduled_departure,scheduled_arrival,priority_class,day_of_week
22167,Passenger,SEC_026,09:04:12,09:17:12,Mail Passenger,Monday
22137,Freight,SEC_016,13:50:43,14:08:43,Goods,Wednesday
12170,Express,SEC_002,20:34:16,20:43:16,Superfast,Monday
22053,Express,SEC_020,07:44:50,07:54:50,Rajdhani,Tuesday
22305,Passenger,SEC_018,16:36:44,16:54:44,Mail Passenger,Saturday
22065,Express,SEC_008,20:29:55,20:34:55,Superfast,Sunday
22343,Freight,SEC_033,03:04:35,03:21:35,Goods,Wednesday
22477,Freight,SEC_013,12:13:32,12:41:32,Goods,Friday
12066,Express,SEC_012,21:58:03,22:06:03,Rajdhani,Friday
12142,Passenger,SEC_020,20:00:49,20:12:49,Mail Passenger,Saturday
22079,Freight,SEC_048,23:30:32,23:57:32,Goods,Monday
12396,Express,SEC_032,20:22:58,20:27:58,Rajdhani,Wednesday
12416,Passenger,SEC_021,07:12:42,07:29:42,Mail Passenger,Friday
22319,Express,SEC_041,16:23:24,16:28:24,Rajdhani,Wednesday
22287,Passenger,SEC_002,02:44:29,03:01:29,Mail Passenger,Friday
12260,Passenger,SEC_017,01:15:25,01:30:25,Mail Passenger,Sunday
12114,Express,SEC_027,12:00:23,12:06:23,Superfast,Saturday
12304,Freight,SEC_024,11:33:05,12:01:05,Goods,Thursday
12166,Express,SEC_034,10:14:50,10:23:50,Superfast,Tuesday
12194,Passenger,SEC_035,18:35:10,18:52:10,Mail Passenger,Wednesday
12408,Passenger,SEC_023,21:06:06,21:22:06,Mail Passenger,Thursday
22443,Freight,SEC_046,13:59:52,14:22:52,Goods,Saturday
22105,Passenger,SEC_046,21:28:24,21:39:24,Mail Passenger,Sunday
12320,Express,SEC_024,10:17:17,10:27:17,Rajdhani,Saturday
12302,Passenger,SEC_045,17:11:28,17:23:28,Mail Passenger,Tuesday
12474,Freight,SEC_032,11:11:28,11:35:28,Goods,Monday
12254,Express,SEC_007,18:48:21,18:53:21,Rajdhani,Monday
12202,Express,SEC_006,07:41:56,07:52:56,Rajdhani,Tuesday
22477,Express,SEC_004,10:07:14,10:17:14,Superfast,Wednesday
12472,Freight,SEC_011,00:50:16,01:06:16,Goods,Monday
22381,Express,SEC_016,07:05:25,07:15:25,Superfast,Sunday
22467,Express,SEC_004,13:23:36,13:30:36,Superfast,Wednesday
12358,Express,SEC_030,11:59:00,12:10:00,Superfast,Tuesday
22165,Express,SEC_021,09:50:30,09:58:30,Superfast,Thursday
12376,Passenger,SEC_030,05:43:09,05:56:09,Mail Passenger,Monday
22497,Freight,SEC_025,04:24:21,04:42:21,Goods,Saturday
22473,Passenger,SEC_014,19:02:49,19:14:49,Mail Passenger,Sunday
22383,Express,SEC_031,08:29:26,08:35:26,Superfast,Sunday
12128,Freight,SEC_047,23:15:45,23:40:45,Goods,Wednesday
12386,Express,SEC_016,17:21:31,17:30:31,Superfast,Friday
22017,Express,SEC_016,19:05:40,19:11:40,Rajdhani,Tuesday
22313,Express,SEC_026,10:55:54,11:06:54,Superfast,Monday
12144,Freight,SEC_040,00:55:32,01:19:32,Goods,Thursday
22075,Express,SEC_027,10:04:07,10:15:07,Superfast,Saturday
12456,Passenger,SEC_041,13:19:04,13:35:04,Mail Passenger,Monday
22371,Express,SEC_004,22:59:15,23:10:15,Rajdhani,Sunday
22349,Express,SEC_005,01:33:50,01:44:50,Superfast,Wednesday
22309,Freight,SEC_020,03:18:44,03:39:44,Goods,Friday
22077,Passenger,SEC_012,09:00:42,09:16:42,Mail Passenger,Monday
12266,Express,SEC_002,12:41:02,12:49:02,Rajdhani,Sunday
22169,Freight,SEC_011,11:40:04,12:00:04,Goods,Thursday
12496,Express,SEC_014,05:51:40,06:02:40,Superfast,Thursday
12300,Express,SEC_046,07:57:33,08:05:33,Superfast,Friday
22429,Express,SEC_039,13:49:25,13:56:25,Rajdhani,Saturday
22081,Passenger,SEC_018,16:02:13,16:19:13,Mail Passenger,Monday
22147,Passenger,SEC_047,17:56:40,18:14:40,Mail Passenger,Monday
22299,Freight,SEC_041,03:33:46,03:59:46,Goods,Thursday
12486,Express,SEC_013,18:21:54,18:29:54,Superfast,Saturday
22037,Express,SEC_024,09:17:21,09:27:21,Superfast,Sunday
22059,Passenger,SEC_046,19:48:46,20:00:46,Mail Passenger,Monday
22363,Express,SEC_023,17:11:11,17:22:11,Superfast,Wednesday
22055,Express,SEC_019,10:14:51,10:20:51,Superfast,Saturday
12150,Express,SEC_045,20:16:33,20:22:33,Rajdhani,Sunday
22329,Passenger,SEC_033,19:13:10,19:24:10,Mail Passenger,Tuesday
22213,Express,SEC_022,17:04:31,17:14:31,Superfast,Sunday
22379,Passenger,SEC_043,18:59:30,19:12:30,Mail Passenger,Saturday
22007,Express,SEC_037,18:10:36,18:15:36,Superfast,Tuesday
12322,Passenger,SEC_018,17:57:53,18:09:53,Mail Passenger,Saturday
12322,Express,SEC_021,12:10:18,12:21:18,Rajdhani,Friday
22133,Passenger,SEC_003,11:31:20,11:44:20,Mail Passenger,Saturday
12342,Express,SEC_005,21:14:09,21:23:09,Rajdhani,Saturday
22215,Express,SEC_047,10:23:08,10:28:08,Superfast,Tuesday
12436,Passenger,SEC_003,08:26:58,08:41:58,Mail Passenger,Friday
22383,Freight,SEC_042,04:26:35,04:42:35,Goods,Thursday
22363,Express,SEC_011,07:13:41,07:18:41,Rajdhani,Saturday
12262,Express,SEC_027,08:09:09,08:18:09,Superfast,Monday
12338,Express,SEC_036,09:14:29,09:20:29,Rajdhani,Tuesday
12070,Express,SEC_049,13:14:31,13:24:31,Rajdhani,Tuesday
12210,Freight,SEC_019,23:49:22,00:10:22,Goods,Sunday
22183,Express,SEC_046,21:40:58,21:49:58,Superfast,Wednesday
12036,Express,SEC_023,17:31:44,17:40:44,Rajdhani,Tuesday
12404,Express,SEC_043,07:27:25,07:34:25,Rajdhani,Saturday
12322,Freight,SEC_005,00:52:32,01:13:32,Goods,Friday
22165,Passenger,SEC_014,08:45:48,08:59:48,Mail Passenger,Friday
22011,Express,SEC_031,07:46:50,07:51:50,Superfast,Sunday
12484,Express,SEC_035,20:54:04,21:05:04,Rajdhani,Sunday
22329,Passenger,SEC_040,08:23:47,08:36:47,Mail Passenger,Wednesday
22403,Freight,SEC_018,01:49:16,02:16:16,Goods,Sunday
22037,Express,SEC_031,11:49:04,11:58:04,Superfast,Thursday
22457,Express,SEC_031,12:50:32,12:58:32,Superfast,Sunday
22029,Freight,SEC_049,03:10:04,03:25:04,Goods,Friday
12456,Freight,SEC_006,02:03:10,02:22:10,Goods,Monday
22283,Express,SEC_001,19:19:15,19:29:15,Rajdhani,Sunday
12434,Passenger,SEC_029,21:20:01,21:39:01,Mail Passenger,Friday
12460,Express,SEC_001,19:29:55,19:37:55,Superfast,Thursday
22439,Freight,SEC_010,23:44:11,00:01:11,Goods,Wednesday
22361,Passenger,SEC_025,20:08:47,20:19:47,Mail Passenger,Friday
12052,Passenger,SEC_014,08:34:51,08:52:51,Mail Passenger,Sunday
12350,Express,SEC_014,19:06:52,19:11:52,Superfast,Monday
12262,Express,SEC_017,10:36:30,10:45:30,Superfast,Tuesday
22397,Express,SEC_034,06:43:49,06:50:49,Superfast,Monday
12490,Passenger,SEC_018,17:03:39,17:17:39,Mail Passenger,Tuesday
12230,Passenger,SEC_039,09:21:53,09:38:53,Mail Passenger,Monday
22135,Freight,SEC_008,14:43:38,15:07:38,Goods,Tuesday
12364,Freight,SEC_006,23:38:36,00:03:36,Goods,Thursday
12120,Passenger,SEC_009,17:35:57,17:47:57,Mail Passenger,Saturday
22239,Express,SEC_045,20:37:27,20:47:27,Superfast,Thursday
12352,Freight,SEC_014,04:17:14,04:42:14,Goods,Tuesday
12474,Express,SEC_002,21:24:20,21:30:20,Superfast,Monday
12368,Freight,SEC_016,13:09:56,13:32:56,Goods,Sunday
12356,Express,SEC_034,02:10:11,02:21:11,Superfast,Tuesday
22259,Express,SEC_018,20:28:55,20:36:55,Superfast,Saturday
12150,Freight,SEC_019,04:58:07,05:27:07,Goods,Tuesday
12426,Express,SEC_005,21:26:33,21:36:33,Superfast,Friday
12182,Freight,SEC_033,03:54:15,04:18:15,Goods,Sunday
12106,Express,SEC_011,17:45:58,17:56:58,Superfast,Sunday
22319,Express,SEC_005,07:56:16,08:03:16,Rajdhani,Monday
22457,Express,SEC_036,09:08:18,09:18:18,Superfast,Thursday
22237,Freight,SEC_046,22:23:32,22:46:32,Goods,Thursday
12184,Passenger,SEC_030,07:59:47,08:09:47,Mail Passenger,Sunday
22077,Passenger,SEC_046,08:34:53,08:46:53,Mail Passenger,Saturday
22407,Passenger,SEC_020,17:26:03,17:45:03,Mail Passenger,Tuesday
12316,Passenger,SEC_026,20:30:37,20:45:37,Mail Passenger,Sunday
12090,Freight,SEC_018,11:37:51,11:58:51,Goods,Wednesday
22309,Express,SEC_025,02:33:24,02:39:24,Superfast,Friday
12186,Freight,SEC_044,12:32:38,12:54:38,Goods,Tuesday
12008,Express,SEC_032,19:21:52,19:32:52,Superfast,Tuesday
22319,Freight,SEC_002,11:29:12,11:51:12,Goods,Monday
12190,Express,SEC_029,17:04:50,17:12:50,Superfast,Monday
12104,Express,SEC_019,02:32:54,02:37:54,Superfast,Sunday
12366,Passenger,SEC_027,21:50:10,22:06:10,Mail Passenger,Tuesday
12104,Freight,SEC_028,04:00:16,04:16:16,Goods,Friday
12090,Freight,SEC_029,22:21:32,22:46:32,Goods,Saturday
12090,Freight,SEC_043,13:00:29,13:25:29,Goods,Monday
12426,Passenger,SEC_043,19:09:32,19:20:32,Mail Passenger,Wednesday
12214,Passenger,SEC_048,18:16:31,18:30:31,Mail Passenger,Thursday
22283,Express,SEC_030,20:17:28,20:24:28,Rajdhani,Wednesday
22413,Express,SEC_014,10:38:38,10:47:38,Superfast,Sunday
22203,Express,SEC_010,21:50:44,21:55:44,Superfast,Tuesday
12134,Express,SEC_042,16:14:43,16:22:43,Superfast,Saturday
22493,Express,SEC_045,18:41:41,18:51:41,Superfast,Thursday
12304,Express,SEC_002,19:30:50,19:37:50,Superfast,Wednesday
12318,Express,SEC_011,10:08:43,10:13:43,Superfast,Wednesday
22147,Freight,SEC_034,04:28:50,04:51:50,Goods,Friday
12462,Freight,SEC_009,04:16:15,04:39:15,Goods,Wednesday
22165,Express,SEC_003,20:43:40,20:53:40,Rajdhani,Friday
22499,Express,SEC_049,17:04:57,17:13:57,Superfast,Monday
12310,Passenger,SEC_005,12:25:55,12:36:55,Mail Passenger,Tuesday
22229,Express,SEC_011,17:01:57,17:09:57,Superfast,Thursday
22357,Passenger,SEC_049,09:04:41,09:14:41,Mail Passenger,Tuesday
12180,Passenger,SEC_005,19:27:32,19:44:32,Mail Passenger,Monday
12414,Express,SEC_040,16:01:12,16:11:12,Superfast,Tuesday
12434,Express,SEC_028,19:53:04,20:04:04,Rajdhani,Thursday
22049,Express,SEC_027,21:46:13,21:54:13,Rajdhani,Sunday
22005,Express,SEC_041,01:10:57,01:19:57,Superfast,Friday
12034,Freight,SEC_002,03:08:56,03:36:56,Goods,Sunday
22231,Passenger,SEC_003,22:20:14,22:36:14,Mail Passenger,Thursday
12332,Express,SEC_010,20:43:47,20:50:47,Superfast,Monday
12322,Freight,SEC_025,04:15:35,04:41:35,Goods,Tuesday
22129,Passenger,SEC_048,18:53:12,19:10:12,Mail Passenger,Saturday
22405,Freight,SEC_004,00:52:28,01:12:28,Goods,Friday
22045,Express,SEC_021,08:34:09,08:42:09,Superfast,Saturday
12342,Express,SEC_022,10:23:20,10:33:20,Superfast,Wednesday
22233,Freight,SEC_010,23:57:25,00:13:25,Goods,Sunday
12010,Freight,SEC_017,14:45:10,15:05:10,Goods,Wednesday
12430,Express,SEC_010,17:20:55,17:26:55,Superfast,Saturday
22337,Passenger,SEC_007,21:49:49,22:08:49,Mail Passenger,Tuesday
22277,Passenger,SEC_026,10:00:40,10:10:40,Mail Passenger,Thursday
12326,Passenger,SEC_046,08:02:43,08:13:43,Mail Passenger,Sunday
12156,Passenger,SEC_020,20:57:44,21:07:44,Mail Passenger,Saturday
12004,Express,SEC_032,22:56:24,23:03:24,Rajdhani,Wednesday
22189,Passenger,SEC_033,09:09:54,09:25:54,Mail Passenger,Sunday
22149,Freight,SEC_042,13:32:24,13:52:24,Goods,Thursday
22347,Freight,SEC_041,11:59:36,12:18:36,Goods,Sunday
12234,Express,SEC_045,15:36:15,15:42:15,Superfast,Monday
22481,Express,SEC_040,18:20:04,18:27:04,Superfast,Saturday
12316,Passenger,SEC_046,19:06:56,19:25:56,Mail Passenger,Friday
22339,Express,SEC_048,18:15:20,18:22:20,Rajdhani,Tuesday
12340,Express,SEC_037,02:05:24,02:13:24,Superfast,Tuesday
12146,Passenger,SEC_025,16:13:15,16:27:15,Mail Passenger,Saturday
22271,Passenger,SEC_016,09:47:20,09:59:20,Mail Passenger,Saturday
22455,Freight,SEC_028,00:58:02,01:20:02,Goods,Tuesday
12496,Express,SEC_041,21:29:24,21:35:24,Rajdhani,Monday
22159,Passenger,SEC_037,09:45:15,09:57:15,Mail Passenger,Wednesday
12342,Freight,SEC_026,02:09:37,02:34:37,Goods,Wednesday
12040,Passenger,SEC_004,19:06:30,19:19:30,Mail Passenger,Friday
12082,Express,SEC_014,10:37:56,10:44:56,Superfast,Saturday
22205,Passenger,SEC_029,07:39:27,07:49:27,Mail Passenger,Tuesday
12364,Express,SEC_019,09:36:05,09:42:05,Superfast,Wednesday
12090,Passenger,SEC_023,19:00:30,19:16:30,Mail Passenger,Tuesday
22107,Passenger,SEC_015,10:25:56,10:35:56,Mail Passenger,Monday
22357,Express,SEC_004,20:47:10,20:58:10,Superfast,Sunday
12084,Passenger,SEC_023,20:11:36,20:26:36,Mail Passenger,Saturday
12036,Freight,SEC_022,12:25:56,12:41:56,Goods,Saturday
22315,Express,SEC_039,21:09:21,21:20:21,Superfast,Sunday
22251,Express,SEC_006,17:33:47,17:44:47,Rajdhani,Monday
22257,Passenger,SEC_024,16:27:24,16:43:24,Mail Passenger,Wednesday
12276,Passenger,SEC_042,10:49:04,11:08:04,Mail Passenger,Saturday
22473,Express,SEC_014,21:08:21,21:16:21,Superfast,Friday
12472,Freight,SEC_016,04:41:56,05:09:56,Goods,Saturday
22291,Express,SEC_005,19:04:16,19:12:16,Rajdhani,Wednesday
12328,Express,SEC_029,21:32:21,21:43:21,Superfast,Monday
12260,Express,SEC_042,07:41:32,07:51:32,Superfast,Thursday
22183,Freight,SEC_024,00:48:00,01:14:00,Goods,Saturday
12068,Freight,SEC_021,23:30:24,23:58:24,Goods,Saturday
12324,Passenger,SEC_037,20:23:16,20:42:16,Mail Passenger,Tuesday
12430,Express,SEC_022,18:01:40,18:12:40,Superfast,Friday
22351,Passenger,SEC_020,19:41:27,19:57:27,Mail Passenger,Friday
12158,Express,SEC_038,21:02:58,21:08:58,Superfast,Wednesday
22305,Freight,SEC_014,01:21:31,01:49:31,Goods,Tuesday
12208,Freight,SEC_042,12:16:22,12:37:22,Goods,Tuesday
22487,Passenger,SEC_014,11:35:30,11:49:30,Mail Passenger,Monday
22251,Express,SEC_026,09:37:41,09:44:41,Superfast,Thursday
12234,Express,SEC_013,09:13:30,09:21:30,Superfast,Wednesday
12478,Express,SEC_031,19:41:20,19:52:20,Superfast,Friday
22095,Freight,SEC_022,12:34:23,12:57:23,Goods,Friday
22129,Freight,SEC_012,11:09:51,11:37:51,Goods,Friday
12100,Passenger,SEC_037,06:35:24,06:48:24,Mail Passenger,Sunday
12342,Passenger,SEC_046,20:43:12,20:57:12,Mail Passenger,Monday
22343,Freight,SEC_002,12:24:14,12:51:14,Goods,Monday
12352,Freight,SEC_028,00:57:22,01:23:22,Goods,Wednesday
12464,Freight,SEC_036,03:28:33,03:45:33,Goods,Monday
12012,Freight,SEC_036,14:38:54,15:04:54,Goods,Saturday
12122,Freight,SEC_011,23:41:17,23:57:17,Goods,Wednesday
12196,Freight,SEC_006,13:06:12,13:33:12,Goods,Tuesday
22105,Freight,SEC_026,12:59:27,13:17:27,Goods,Monday
12020,Freight,SEC_032,04:57:50,05:14:50,Goods,Sunday
22119,Freight,SEC_015,02:56:27,03:16:27,Goods,Wednesday
12072,Express,SEC_019,08:31:06,08:38:06,Superfast,Thursday
12470,Freight,SEC_027,02:44:01,03:05:01,Goods,Tuesday
12038,Freight,SEC_023,04:57:02,05:15:02,Goods,Saturday
22107,Express,SEC_024,20:26:56,20:35:56,Rajdhani,Saturday
12126,Express,SEC_034,02:22:35,02:33:35,Superfast,Wednesday
12356,Freight,SEC_049,02:58:56,03:13:56,Goods,Saturday
12346,Freight,SEC_040,00:12:58,00:31:58,Goods,Wednesday
22433,Passenger,SEC_001,06:45:43,06:57:43,Mail Passenger,Sunday
12074,Passenger,SEC_018,20:41:09,20:57:09,Mail Passenger,Sunday
12426,Passenger,SEC_001,17:53:56,18:12:56,Mail Passenger,Thursday
22197,Express,SEC_043,09:05:57,09:15:57,Superfast,Thursday
12410,Freight,SEC_032,13:32:29,14:00:29,Goods,Saturday
12286,Passenger,SEC_011,07:35:44,07:46:44,Mail Passenger,Monday
12242,Passenger,SEC_042,09:44:32,09:57:32,Mail Passenger,Thursday
12102,Express,SEC_028,20:24:45,20:35:45,Superfast,Sunday
22017,Express,SEC_003,10:49:31,10:55:31,Superfast,Tuesday
22129,Express,SEC_008,04:35:22,04:42:22,Superfast,Wednesday
22111,Express,SEC_040,07:02:59,07:13:59,Superfast,Saturday
22277,Passenger,SEC_015,17:33:38,17:52:38,Mail Passenger,Friday
12358,Express,SEC_026,21:20:45,21:29:45,Superfast,Thursday
22349,Passenger,SEC_044,19:02:48,19:17:48,Mail Passenger,Monday
12414,Passenger,SEC_015,19:23:59,19:33:59,Mail Passenger,Tuesday
22237,Freight,SEC_001,23:53:00,00:13:00,Goods,Saturday
12120,Passenger,SEC_005,18:06:14,18:24:14,Mail Passenger,Thursday
22181,Passenger,SEC_045,22:20:39,22:39:39,Mail Passenger,Sunday
22169,Express,SEC_030,22:42:04,22:53:04,Superfast,Monday
12424,Express,SEC_017,02:02:20,02:10:20,Superfast,Wednesday
12326,Passenger,SEC_004,08:47:58,09:06:58,Mail Passenger,Monday
12416,Express,SEC_035,08:49:52,08:58:52,Superfast,Tuesday
22145,Passenger,SEC_002,06:01:15,06:16:15,Mail Passenger,Monday
22135,Freight,SEC_005,22:56:30,23:16:30,Goods,Thursday
12420,Freight,SEC_030,11:45:58,12:07:58,Goods,Tuesday
12358,Passenger,SEC_032,00:03:11,00:20:11,Mail Passenger,Tuesday
22021,Express,SEC_028,13:36:21,13:41:21,Superfast,Sunday
22311,Express,SEC_045,04:20:17,04:26:17,Superfast,Thursday
12012,Passenger,SEC_014,20:31:42,20:50:42,Mail Passenger,Thursday
22035,Passenger,SEC_028,15:22:11,15:32:11,Mail Passenger,Friday
22043,Passenger,SEC_015,20:45:03,21:00:03,Mail Passenger,Thursday
22031,Express,SEC_018,19:29:43,19:35:43,Superfast,Monday
22231,Passenger,SEC_008,09:44:22,09:58:22,Mail Passenger,Thursday
12000,Express,SEC_039,09:15:59,09:20:59,Superfast,Sunday
12276,Freight,SEC_035,13:06:36,13:21:36,Goods,Friday
22073,Express,SEC_035,17:34:21,17:43:21,Superfast,Friday
12124,Passenger,SEC_007,19:33:06,19:49:06,Mail Passenger,Thursday
22059,Express,SEC_006,10:11:03,10:19:03,Rajdhani,Wednesday
22125,Freight,SEC_039,11:24:30,11:48:30,Goods,Thursday
22051,Freight,SEC_033,00:28:44,00:44:44,Goods,Wednesday
22267,Passenger,SEC_002,20:39:23,20:56:23,Mail Passenger,Friday
22201,Express,SEC_033,18:28:33,18:36:33,Superfast,Saturday
12454,Freight,SEC_049,00:23:42,00:40:42,Goods,Monday
12360,Express,SEC_037,21:50:28,22:01:28,Rajdhani,Thursday
12202,Express,SEC_014,20:38:16,20:48:16,Superfast,Tuesday
12228,Passenger,SEC_016,22:29:10,22:42:10,Mail Passenger,Sunday
22009,Passenger,SEC_037,07:35:40,07:51:40,Mail Passenger,Tuesday
22275,Express,SEC_020,10:34:31,10:44:31,Superfast,Monday
22277,Express,SEC_037,05:24:11,05:34:11,Rajdhani,Friday
12168,Freight,SEC_048,04:23:14,04:50:14,Goods,Tuesday
22151,Express,SEC_020,17:30:23,17:37:23,Superfast,Tuesday
12328,Freight,SEC_029,02:42:39,03:02:39,Goods,Thursday
12316,Express,SEC_024,15:48:22,15:54:22,Rajdhani,Sunday
22165,Passenger,SEC_025,08:41:39,08:52:39,Mail Passenger,Monday
22381,Freight,SEC_004,01:06:56,01:30:56,Goods,Thursday
22155,Passenger,SEC_049,16:43:29,16:58:29,Mail Passenger,Wednesday
12214,Express,SEC_027,01:52:12,02:00:12,Superfast,Tuesday
12472,Express,SEC_012,21:13:50,21:21:50,Rajdhani,Thursday
12346,Freight,SEC_029,13:55:59,14:24:59,Goods,Sunday
22219,Express,SEC_020,17:39:05,17:47:05,Rajdhani,Tuesday
12290,Express,SEC_041,11:09:12,11:19:12,Superfast,Tuesday
22223,Passenger,SEC_038,07:10:55,07:29:55,Mail Passenger,Tuesday
22087,Freight,SEC_019,01:45:26,02:09:26,Goods,Friday
12036,Express,SEC_035,10:34:15,10:41:15,Superfast,Tuesday
12412,Passenger,SEC_002,21:50:27,22:04:27,Mail Passenger,Friday
12460,Passenger,SEC_048,08:55:11,09:14:11,Mail Passenger,Monday
22445,Express,SEC_026,18:09:31,18:16:31,Rajdhani,Friday
12184,Freight,SEC_033,04:15:48,04:33:48,Goods,Tuesday
12208,Express,SEC_032,11:37:27,11:48:27,Rajdhani,Monday
12340,Freight,SEC_016,02:49:02,03:07:02,Goods,Monday
22179,Express,SEC_034,10:09:59,10:17:59,Superfast,Saturday
22335,Freight,SEC_020,00:03:30,00:26:30,Goods,Sunday
12244,Freight,SEC_034,12:07:16,12:30:16,Goods,Wednesday
12442,Express,SEC_005,10:57:35,11:02:35,Superfast,Tuesday
22431,Express,SEC_008,04:52:40,04:57:40,Superfast,Saturday
22439,Freight,SEC_046,14:44:53,15:04:53,Goods,Monday
22401,Express,SEC_037,21:24:15,21:33:15,Superfast,Wednesday
12076,Express,SEC_007,10:40:33,10:46:33,Rajdhani,Sunday
22389,Freight,SEC_011,02:25:57,02:53:57,Goods,Wednesday
12054,Passenger,SEC_027,10:47:46,11:01:46,Mail Passenger,Saturday
22359,Passenger,SEC_001,21:06:42,21:21:42,Mail Passenger,Wednesday
12444,Freight,SEC_020,22:59:05,23:28:05,Goods,Tuesday
12424,Passenger,SEC_017,08:06:45,08:25:45,Mail Passenger,Wednesday
12136,Express,SEC_007,02:52:04,03:03:04,Superfast,Sunday
12358,Express,SEC_015,07:52:53,07:59:53,Superfast,Thursday
12418,Express,SEC_015,07:36:39,07:46:39,Rajdhani,Sunday
12020,Freight,SEC_004,12:22:38,12:48:38,Goods,Sunday
22203,Express,SEC_032,19:49:44,19:54:44,Superfast,Saturday
22083,Passenger,SEC_014,20:13:01,20:23:01,Mail Passenger,Wednesday
12174,Freight,SEC_002,04:08:03,04:35:03,Goods,Friday
12448,Express,SEC_002,09:13:00,09:18:00,Rajdhani,Wednesday
12088,Passenger,SEC_048,19:17:40,19:27:40,Mail Passenger,Friday
12338,Express,SEC_006,12:01:22,12:07:22,Rajdhani,Friday
12486,Express,SEC_045,21:47:52,21:57:52,Superfast,Sunday
22417,Express,SEC_009,07:58:01,08:03:01,Superfast,Saturday
22031,Express,SEC_005,19:07:26,19:12:26,Superfast,Thursday
12470,Express,SEC_027,10:57:09,11:02:09,Rajdhani,Sunday
22261,Passenger,SEC_043,10:01:26,10:18:26,Mail Passenger,Saturday
22497,Express,SEC_004,04:22:12,04:27:12,Superfast,Wednesday
22359,Freight,SEC_017,23:21:39,23:37:39,Goods,Monday
12376,Freight,SEC_037,12:12:35,12:33:35,Goods,Wednesday
12208,Freight,SEC_004,02:27:02,02:55:02,Goods,Friday
12078,Freight,SEC_009,22:42:52,23:06:52,Goods,Tuesday
22147,Express,SEC_015,21:31:00,21:37:00,Rajdhani,Sunday
12250,Passenger,SEC_040,17:03:49,17:14:49,Mail Passenger,Sunday
12078,Passenger,SEC_040,15:32:04,15:48:04,Mail Passenger,Monday
22009,Passenger,SEC_035,01:50:55,02:01:55,Mail Passenger,Wednesday
22097,Express,SEC_033,08:10:31,08:15:31,Superfast,Tuesday
12388,Express,SEC_002,18:24:38,18:34:38,Rajdhani,Sunday
12472,Express,SEC_012,09:59:44,10:04:44,Rajdhani,Saturday
22411,Express,SEC_046,16:00:46,16:07:46,Rajdhani,Friday
12206,Freight,SEC_036,12:22:47,12:48:47,Goods,Saturday
12254,Passenger,SEC_012,21:56:28,22:11:28,Mail Passenger,Saturday
12016,Express,SEC_035,08:09:19,08:19:19,Superfast,Saturday
12260,Freight,SEC_036,00:23:33,00:48:33,Goods,Friday
22195,Express,SEC_037,13:23:19,13:33:19,Rajdhani,Sunday
12188,Express,SEC_049,09:06:12,09:12:12,Superfast,Thursday
22305,Passenger,SEC_027,13:17:28,13:28:28,Mail Passenger,Monday
22209,Express,SEC_003,09:44:32,09:51:32,Superfast,Wednesday
22309,Express,SEC_041,20:19:26,20:29:26,Rajdhani,Friday
12420,Express,SEC_001,02:33:15,02:42:15,Superfast,Sunday
22047,Passenger,SEC_032,07:12:05,07:25:05,Mail Passenger,Friday
12450,Express,SEC_040,00:48:12,00:56:12,Superfast,Tuesday
12130,Freight,SEC_007,02:20:51,02:40:51,Goods,Tuesday
22361,Express,SEC_040,08:06:44,08:15:44,Superfast,Saturday
22367,Freight,SEC_040,00:22:04,00:46:04,Goods,Tuesday
12494,Freight,SEC_033,02:12:03,02:31:03,Goods,Monday
22493,Passenger,SEC_016,02:52:48,03:05:48,Mail Passenger,Friday
22103,Express,SEC_010,08:00:33,08:09:33,Superfast,Thursday
12256,Freight,SEC_035,13:25:56,13:52:56,Goods,Friday
12454,Freight,SEC_008,03:04:42,03:32:42,Goods,Thursday
12042,Express,SEC_034,20:24:17,20:32:17,Superfast,Friday
12324,Freight,SEC_009,12:05:17,12:34:17,Goods,Wednesday
22437,Passenger,SEC_017,20:00:39,20:12:39,Mail Passenger,Thursday
22229,Freight,SEC_025,02:44:31,03:08:31,Goods,Tuesday
12218,Freight,SEC_008,01:17:28,01:35:28,Goods,Friday
12200,Passenger,SEC_039,21:37:29,21:54:29,Mail Passenger,Friday
12366,Passenger,SEC_035,17:23:22,17:41:22,Mail Passenger,Wednesday
12082,Passenger,SEC_001,21:55:42,22:10:42,Mail Passenger,Thursday
12122,Freight,SEC_042,23:22:35,23:42:35,Goods,Tuesday
12044,Express,SEC_036,12:28:03,12:33:03,Superfast,Saturday
12436,Freight,SEC_042,04:14:38,04:42:38,Goods,Friday
22391,Passenger,SEC_030,07:53:53,08:03:53,Mail Passenger,Friday
22133,Express,SEC_031,09:52:52,09:57:52,Superfast,Friday
12302,Express,SEC_019,06:14:02,06:23:02,Superfast,Saturday
12346,Express,SEC_012,09:50:16,09:55:16,Superfast,Saturday
22103,Express,SEC_012,20:40:11,20:50:11,Superfast,Tuesday
12200,Passenger,SEC_016,10:10:00,10:26:00,Mail Passenger,Wednesday
12176,Freight,SEC_015,04:55:33,05:12:33,Goods,Thursday
12182,Express,SEC_037,02:12:45,02:23:45,Superfast,Saturday
12330,Express,SEC_026,07:17:08,07:27:08,Superfast,Monday
22095,Express,SEC_021,18:05:03,18:13:03,Superfast,Sunday
12122,Passenger,SEC_036,17:45:09,18:01:09,Mail Passenger,Wednesday
22419,Freight,SEC_036,23:55:16,00:15:16,Goods,Wednesday
12094,Express,SEC_046,21:26:56,21:33:56,Rajdhani,Tuesday
12220,Freight,SEC_016,12:42:20,13:11:20,Goods,Thursday
