section_id,forecast_date,expected_rakes,commodity_type,seasonal_factor
SEC_049,2024-06-04,4,Other,0.75
SEC_013,2024-03-28,10,Coal,1.03
SEC_031,2024-06-20,7,Cement,0.83
SEC_024,2024-05-27,3,Steel,0.97
SEC_045,2024-12-25,2,Cement,1.22
SEC_041,2024-06-05,4,Foodgrain,0.84
SEC_039,2024-08-17,8,Foodgrain,0.84
SEC_032,2024-08-03,3,Foodgrain,0.78
SEC_006,2024-05-15,14,Steel,0.97
SEC_046,2024-05-17,3,Foodgrain,1.08
SEC_004,2024-11-05,4,Other,1.31
SEC_023,2024-03-17,6,Coal,1.03
SEC_019,2024-06-01,2,Coal,0.82
SEC_020,2024-09-01,2,Coal,1.0
SEC_048,2024-01-21,15,Foodgrain,1.16
SEC_012,2024-09-04,6,Steel,0.99
SEC_029,2024-10-31,5,Foodgrain,1.27
SEC_011,2024-06-10,9,Coal,0.85
SEC_045,2024-08-01,11,Coal,0.82
SEC_037,2024-06-27,8,Steel,0.73
SEC_021,2024-08-31,5,Cement,0.73
SEC_004,2024-01-19,12,Coal,1.1
SEC_008,2024-08-13,10,Foodgrain,0.74
SEC_012,2024-06-15,2,Foodgrain,0.79
SEC_020,2024-01-14,9,Steel,1.16
SEC_044,2024-10-19,6,Coal,1.24
SEC_006,2024-02-25,11,Cement,1.24
SEC_029,2024-08-04,4,Foodgrain,0.78
SEC_018,2024-11-07,7,Foodgrain,1.24
SEC_003,2024-12-02,11,Cement,1.22
SEC_031,2024-08-17,4,Coal,0.88
SEC_035,2024-09-19,7,Cement,1.01
SEC_048,2024-08-02,9,Coal,0.81
SEC_025,2024-10-11,15,Foodgrain,1.17
SEC_016,2024-12-23,9,Coal,1.24
SEC_042,2024-06-16,9,Coal,0.79
SEC_013,2024-05-31,2,Foodgrain,1.04
SEC_034,2024-03-04,19,Foodgrain,1.34
SEC_047,2024-12-24,2,Steel,1.24
SEC_001,2024-11-29,6,Steel,1.39
SEC_046,2024-09-15,7,Coal,0.95
SEC_011,2024-08-29,8,Foodgrain,0.71
SEC_024,2024-03-15,11,Foodgrain,1.39
SEC_013,2024-11-28,2,Other,1.16
SEC_008,2024-01-22,2,Foodgrain,1.21
SEC_035,2024-08-14,11,Foodgrain,0.84
SEC_024,2024-04-02,5,Other,1.08
SEC_025,2024-06-15,3,Other,0.82
SEC_024,2024-02-04,3,Foodgrain,1.15
SEC_037,2024-02-19,15,Steel,1.16
SEC_048,2024-05-17,11,Steel,1.09
SEC_026,2024-05-25,13,Steel,1.0
SEC_008,2024-11-18,8,Foodgrain,1.34
SEC_017,2024-08-06,10,Coal,0.77
SEC_025,2024-01-12,8,Foodgrain,1.2
SEC_006,2024-12-06,2,Coal,1.14
SEC_012,2024-08-11,9,Other,0.83
SEC_010,2024-10-30,8,Coal,1.37
SEC_048,2024-12-04,6,Other,1.18
SEC_020,2024-07-06,7,Other,0.87
SEC_044,2024-03-06,11,Other,1.06
SEC_028,2024-06-12,4,Foodgrain,0.86
SEC_025,2024-09-08,8,Cement,1.03
SEC_046,2024-01-13,5,Other,1.25
SEC_034,2024-12-12,12,Other,1.13
SEC_012,2024-05-08,2,Other,1.09
SEC_014,2024-08-29,3,Foodgrain,0.73
SEC_033,2024-12-25,8,Cement,1.15
SEC_001,2024-11-12,15,Steel,1.34
SEC_008,2024-09-28,3,Other,1.06
SEC_004,2024-04-19,17,Foodgrain,1.44
SEC_035,2024-07-11,4,Steel,0.86
SEC_022,2024-07-02,4,Steel,0.74
SEC_001,2024-11-11,19,Other,1.38
SEC_037,2024-01-15,17,Coal,1.18
SEC_033,2024-01-09,7,Cement,1.13
SEC_036,2024-02-13,13,Steel,1.2
SEC_008,2024-12-16,4,Foodgrain,1.11
SEC_043,2024-07-16,9,Foodgrain,0.79
SEC_009,2024-09-13,12,Cement,0.97
SEC_028,2024-02-04,9,Steel,1.07
SEC_028,2024-01-05,16,Other,1.24
SEC_011,2024-08-25,2,Other,0.81
SEC_019,2024-09-15,11,Other,0.98
SEC_003,2024-06-05,5,Foodgrain,0.87
SEC_024,2024-01-31,14,Coal,1.08
SEC_034,2024-06-28,10,Foodgrain,0.85
SEC_016,2024-08-22,3,Coal,0.79
SEC_027,2024-03-19,13,Cement,1.0
SEC_047,2024-04-20,13,Steel,1.02
SEC_012,2024-09-30,9,Coal,1.07
SEC_015,2024-03-18,9,Other,1.02
SEC_006,2024-02-06,8,Cement,1.18
SEC_027,2024-08-17,2,Coal,0.81
SEC_010,2024-01-09,14,Other,1.09
SEC_042,2024-06-07,10,Cement,0.87
SEC_015,2024-07-27,12,Steel,0.85
SEC_033,2024-01-24,15,Steel,1.08
SEC_010,2024-08-27,9,Foodgrain,0.74
SEC_016,2024-10-27,13,Other,1.18
SEC_009,2024-12-22,13,Foodgrain,1.15
SEC_028,2024-04-07,10,Other,0.98
SEC_002,2024-04-29,14,Coal,1.01
SEC_005,2024-08-14,9,Foodgrain,0.77
SEC_025,2024-08-07,2,Coal,0.84
SEC_027,2024-08-11,12,Steel,0.85
SEC_017,2024-04-25,12,Foodgrain,1.46
SEC_022,2024-01-21,6,Other,1.08
SEC_021,2024-01-10,14,Steel,1.2
SEC_038,2024-12-31,8,Steel,1.19
SEC_022,2024-05-28,11,Other,1.0
SEC_042,2024-06-12,3,Foodgrain,0.8
SEC_011,2024-08-17,4,Cement,0.72
SEC_010,2024-03-16,9,Other,0.99
SEC_020,2024-05-19,12,Coal,0.97
SEC_004,2024-06-08,7,Cement,0.82
SEC_033,2024-02-04,7,Coal,1.21
SEC_020,2024-08-08,4,Other,0.81
SEC_018,2024-03-11,13,Foodgrain,1.42
SEC_027,2024-01-02,4,Foodgrain,1.05
SEC_005,2024-08-15,5,Coal,0.82
SEC_019,2024-04-19,9,Cement,1.09
SEC_048,2024-09-19,6,Foodgrain,1.04
SEC_031,2024-07-15,3,Other,0.85
SEC_029,2024-01-11,3,Coal,1.05
SEC_025,2024-09-11,12,Cement,1.07
SEC_023,2024-01-15,3,Other,1.08
SEC_046,2024-04-24,5,Other,0.96
SEC_046,2024-09-08,9,Cement,0.98
SEC_021,2024-05-27,5,Other,0.99
SEC_046,2024-05-20,9,Coal,1.02
SEC_005,2024-03-21,13,Coal,0.96
SEC_016,2024-06-11,7,Cement,0.77
SEC_015,2024-04-17,4,Steel,1.06
SEC_035,2024-12-12,14,Cement,1.24
SEC_030,2024-09-08,8,Cement,1.09
SEC_024,2024-11-28,18,Cement,1.36
SEC_013,2024-05-03,6,Other,0.97
SEC_025,2024-12-13,15,Steel,1.24
SEC_014,2024-04-12,13,Other,1.06
SEC_025,2024-04-23,6,Other,1.02
SEC_017,2024-04-19,4,Steel,1.0
SEC_044,2024-08-03,8,Steel,0.79
SEC_037,2024-08-12,7,Cement,0.72
SEC_009,2024-01-24,12,Other,1.19
SEC_047,2024-07-24,10,Cement,0.9
SEC_033,2024-12-14,12,Coal,1.21
SEC_018,2024-05-28,13,Foodgrain,0.96
SEC_026,2024-09-13,15,Steel,1.09
SEC_010,2024-08-19,10,Foodgrain,0.81
SEC_003,2024-12-24,11,Foodgrain,1.12
SEC_021,2024-08-23,2,Other,0.71
SEC_039,2024-06-21,8,Other,0.77
SEC_018,2024-01-05,8,Foodgrain,1.2
SEC_019,2024-10-21,5,Coal,1.21
SEC_049,2024-05-04,5,Coal,0.98
SEC_049,2024-12-04,10,Coal,1.24
SEC_023,2024-03-30,4,Foodgrain,1.41
SEC_003,2024-06-09,5,Coal,0.77
SEC_034,2024-10-30,10,Coal,1.15
SEC_036,2024-02-25,16,Coal,1.22
SEC_045,2024-04-10,7,Cement,0.99
SEC_047,2024-10-16,15,Steel,1.23
SEC_031,2024-04-26,14,Other,1.01
SEC_006,2024-12-16,14,Foodgrain,1.14
SEC_013,2024-07-15,12,Cement,0.9
SEC_036,2024-10-29,6,Foodgrain,1.39
SEC_030,2024-07-19,2,Other,0.81
SEC_022,2024-01-17,8,Coal,1.17
SEC_020,2024-10-23,15,Cement,1.27
SEC_035,2024-06-02,3,Foodgrain,0.79
SEC_021,2024-05-21,6,Foodgrain,1.06
SEC_008,2024-09-26,5,Cement,1.05
SEC_048,2024-04-12,20,Foodgrain,1.42
SEC_018,2024-06-05,2,Cement,0.88
SEC_014,2024-08-10,10,Foodgrain,0.71
SEC_004,2024-08-05,6,Coal,0.71
SEC_023,2024-09-23,15,Steel,1.04
SEC_049,2024-01-31,6,Other,1.11
SEC_008,2024-12-29,8,Coal,1.14
SEC_012,2024-08-10,2,Steel,0.72
SEC_009,2024-08-14,10,Cement,0.76
SEC_005,2024-11-19,15,Coal,1.29
SEC_030,2024-06-28,11,Coal,0.88
SEC_015,2024-01-12,9,Cement,1.09
SEC_037,2024-02-18,4,Steel,1.08
SEC_020,2024-12-12,15,Steel,1.1
SEC_032,2024-12-27,7,Foodgrain,1.2
SEC_005,2024-01-31,8,Other,1.08
SEC_017,2024-09-07,4,Other,1.01
SEC_021,2024-08-29,10,Steel,0.7
SEC_003,2024-03-01,5,Steel,1.02
SEC_021,2024-10-15,9,Foodgrain,1.29
SEC_024,2024-06-17,8,Cement,0.78
SEC_020,2024-03-25,9,Coal,1.03
SEC_025,2024-07-24,11,Foodgrain,0.85
SEC_040,2024-11-27,17,Coal,1.29
SEC_038,2024-03-20,12,Steel,0.99
SEC_001,2024-08-14,5,Cement,0.89
SEC_032,2024-09-25,10,Coal,1.05
SEC_045,2024-08-16,9,Other,0.86
SEC_043,2024-08-26,1,Coal,0.73
SEC_016,2024-09-22,9,Other,1.04
SEC_039,2024-03-26,13,Foodgrain,1.48
SEC_040,2024-02-07,13,Foodgrain,1.16
SEC_018,2024-12-28,6,Foodgrain,1.15
SEC_043,2024-04-26,12,Steel,1.0
SEC_031,2024-12-13,12,Cement,1.17
SEC_037,2024-04-08,6,Steel,0.98
SEC_037,2024-04-07,6,Coal,1.05
SEC_039,2024-01-10,11,Coal,1.24
SEC_047,2024-06-10,6,Steel,0.84
SEC_043,2024-12-11,3,Steel,1.13
SEC_021,2024-11-23,8,Coal,1.31
SEC_028,2024-04-21,11,Coal,1.09
SEC_032,2024-05-28,6,Other,1.02
SEC_042,2024-09-02,12,Foodgrain,0.96
SEC_020,2024-12-15,11,Steel,1.13
SEC_016,2024-08-09,8,Other,0.72
SEC_037,2024-03-14,14,Foodgrain,1.44
SEC_047,2024-05-10,9,Coal,0.97
SEC_045,2024-09-21,10,Cement,1.08
SEC_008,2024-01-09,13,Cement,1.16
SEC_046,2024-08-07,10,Steel,0.8
SEC_039,2024-10-08,11,Cement,1.21
SEC_008,2024-05-06,4,Coal,0.98
SEC_001,2024-07-16,3,Other,0.83
SEC_011,2024-09-19,5,Foodgrain,1.03
SEC_046,2024-08-05,3,Steel,0.86
SEC_037,2024-01-09,3,Other,1.07
SEC_029,2024-08-02,8,Foodgrain,0.85
SEC_031,2024-03-25,2,Other,0.98
SEC_021,2024-09-27,12,Coal,1.01
SEC_045,2024-04-05,14,Steel,1.03
SEC_008,2024-12-24,10,Foodgrain,1.08
SEC_016,2024-02-12,10,Steel,1.13
SEC_010,2024-11-21,3,Foodgrain,1.16
SEC_042,2024-01-13,9,Steel,1.18
SEC_027,2024-09-06,2,Other,1.09
SEC_034,2024-05-09,12,Steel,1.07
SEC_046,2024-03-12,8,Coal,1.09
SEC_010,2024-03-20,6,Other,1.03
SEC_048,2024-01-15,6,Cement,1.24
SEC_007,2024-02-18,10,Coal,1.08
SEC_037,2024-05-23,8,Other,1.09
SEC_035,2024-02-27,7,Coal,1.1
SEC_041,2024-12-20,9,Cement,1.18
SEC_008,2024-10-29,8,Coal,1.25
SEC_048,2024-06-21,4,Steel,0.74
SEC_039,2024-02-04,2,Other,1.06
SEC_006,2024-12-26,11,Coal,1.11
SEC_028,2024-09-22,7,Foodgrain,1.07
SEC_041,2024-03-08,12,Steel,0.98
SEC_024,2024-01-20,12,Steel,1.24
SEC_019,2024-08-14,6,Coal,0.78
SEC_014,2024-01-15,17,Steel,1.18
SEC_026,2024-08-12,4,Steel,0.89
SEC_049,2024-06-10,4,Coal,0.83
SEC_030,2024-11-18,11,Cement,1.19
SEC_036,2024-05-19,13,Coal,1.0
SEC_039,2024-06-12,9,Steel,0.73
SEC_039,2024-07-18,6,Other,0.73
SEC_020,2024-12-25,6,Steel,1.11
SEC_038,2024-09-14,6,Cement,0.97
SEC_017,2024-09-01,11,Foodgrain,0.96
SEC_029,2024-04-23,6,Cement,0.98
SEC_015,2024-06-25,9,Cement,0.83
SEC_047,2024-03-12,3,Foodgrain,1.43
SEC_036,2024-05-23,12,Cement,1.03
SEC_029,2024-10-27,10,Foodgrain,1.28
SEC_023,2024-02-06,13,Steel,1.16
SEC_026,2024-03-01,8,Cement,1.02
SEC_039,2024-08-02,2,Steel,0.77
SEC_014,2024-10-19,7,Coal,1.17
SEC_041,2024-12-22,15,Steel,1.13
SEC_014,2024-08-02,7,Cement,0.85
SEC_007,2024-08-28,4,Cement,0.79
SEC_037,2024-04-15,18,Foodgrain,1.46
SEC_035,2024-05-30,12,Foodgrain,1.0
SEC_017,2024-04-25,8,Steel,1.0
SEC_032,2024-02-09,6,Coal,1.06
SEC_036,2024-05-15,14,Steel,1.07
SEC_039,2024-03-20,4,Other,0.96
SEC_047,2024-08-04,9,Other,0.87
SEC_042,2024-10-02,10,Coal,1.16
SEC_022,2024-12-24,8,Other,1.1
SEC_012,2024-11-18,5,Cement,1.27
SEC_005,2024-04-26,4,Coal,0.96
SEC_029,2024-12-09,15,Foodgrain,1.05
SEC_033,2024-12-10,15,Coal,1.06
SEC_034,2024-07-03,8,Cement,0.74
SEC_001,2024-03-16,10,Cement,1.05
SEC_035,2024-10-11,6,Steel,1.17
SEC_039,2024-02-11,10,Cement,1.14
SEC_036,2024-05-12,4,Steel,0.98
SEC_026,2024-07-13,11,Foodgrain,0.89
SEC_001,2024-11-12,12,Coal,1.22
SEC_024,2024-12-23,4,Other,1.12
SEC_032,2024-10-26,12,Coal,1.37
SEC_028,2024-06-26,9,Other,0.85
SEC_029,2024-02-01,6,Other,1.23
SEC_026,2024-10-19,7,Coal,1.37
SEC_028,2024-11-09,12,Coal,1.38
SEC_016,2024-06-21,9,Coal,0.78
SEC_030,2024-07-21,10,Other,0.88
SEC_014,2024-11-07,2,Coal,1.22
SEC_025,2024-02-18,14,Cement,1.07
SEC_021,2024-10-24,8,Other,1.34
SEC_035,2024-07-06,6,Steel,0.78
SEC_044,2024-09-08,9,Foodgrain,1.01
SEC_032,2024-03-10,10,Coal,0.95
SEC_007,2024-08-13,1,Other,0.71
SEC_033,2024-04-08,3,Cement,1.07
SEC_016,2024-07-08,2,Cement,0.77
SEC_003,2024-07-11,4,Steel,0.81
SEC_010,2024-12-16,9,Cement,1.17
SEC_049,2024-09-02,9,Cement,1.03
SEC_021,2024-07-23,7,Coal,0.83
SEC_010,2024-05-27,4,Foodgrain,0.99
SEC_007,2024-05-03,7,Coal,1.01
SEC_032,2024-08-26,8,Cement,0.77
SEC_038,2024-11-18,19,Other,1.38
SEC_018,2024-07-28,5,Other,0.84
SEC_006,2024-08-29,10,Foodgrain,0.87
SEC_018,2024-04-30,7,Other,1.0
SEC_033,2024-07-23,6,Other,0.77
SEC_006,2024-07-28,8,Foodgrain,0.88
SEC_014,2024-09-06,9,Steel,1.03
SEC_001,2024-04-25,11,Coal,1.02
SEC_024,2024-05-07,9,Cement,0.99
SEC_009,2024-05-11,4,Steel,1.03
SEC_010,2024-06-03,3,Foodgrain,0.75
SEC_006,2024-04-16,11,Other,0.98
SEC_036,2024-03-12,4,Coal,1.02
SEC_024,2024-07-02,8,Steel,0.71
SEC_047,2024-11-08,8,Foodgrain,1.27
SEC_020,2024-01-12,3,Cement,1.08
SEC_011,2024-08-31,5,Other,0.81
SEC_011,2024-10-25,10,Other,1.38
SEC_047,2024-10-28,7,Foodgrain,1.15
SEC_029,2024-11-08,3,Foodgrain,1.32
SEC_016,2024-04-26,21,Foodgrain,1.5
SEC_033,2024-02-06,13,Coal,1.14
SEC_028,2024-12-30,5,Cement,1.18
SEC_006,2024-09-13,9,Other,1.07
SEC_035,2024-05-10,9,Cement,1.0
SEC_006,2024-11-07,16,Steel,1.23
SEC_010,2024-05-09,7,Other,0.98
SEC_035,2024-10-01,14,Steel,1.26
SEC_022,2024-12-17,14,Foodgrain,1.16
SEC_011,2024-10-08,16,Steel,1.21
SEC_004,2024-08-27,8,Foodgrain,0.77
SEC_030,2024-03-10,11,Other,0.98
SEC_035,2024-12-07,2,Foodgrain,1.22
SEC_010,2024-06-04,10,Cement,0.81
SEC_021,2024-08-16,2,Other,0.8
SEC_017,2024-08-11,7,Coal,0.76
SEC_044,2024-03-31,5,Other,1.09
SEC_039,2024-08-08,4,Coal,0.89
SEC_014,2024-05-23,11,Cement,0.99
SEC_026,2024-05-07,13,Foodgrain,0.96
SEC_046,2024-11-10,2,Steel,1.16
SEC_017,2024-09-21,4,Cement,1.1
SEC_007,2024-06-28,3,Other,0.85
SEC_015,2024-01-08,12,Coal,1.11
SEC_030,2024-09-16,12,Coal,1.07
SEC_049,2024-09-27,4,Foodgrain,0.99
SEC_016,2024-03-01,6,Coal,1.02
SEC_003,2024-10-04,5,Steel,1.16
SEC_009,2024-05-26,2,Foodgrain,1.07
SEC_021,2024-09-25,8,Foodgrain,1.02
SEC_005,2024-11-03,10,Cement,1.3
SEC_002,2024-09-13,11,Foodgrain,1.0
SEC_033,2024-12-10,12,Coal,1.05
SEC_041,2024-01-28,6,Cement,1.08
SEC_012,2024-04-28,15,Steel,1.08
SEC_026,2024-01-22,3,Coal,1.07
SEC_029,2024-03-04,10,Cement,1.06
SEC_033,2024-05-16,5,Foodgrain,0.99
SEC_048,2024-01-09,2,Cement,1.18
SEC_044,2024-05-25,12,Cement,1.07
SEC_016,2024-02-16,12,Coal,1.08
SEC_048,2024-02-11,3,Other,1.16
SEC_002,2024-11-01,5,Steel,1.3
SEC_048,2024-09-29,9,Cement,1.02
SEC_007,2024-06-15,7,Cement,0.76
SEC_006,2024-07-26,7,Coal,0.81
SEC_006,2024-04-16,8,Coal,0.98
SEC_006,2024-06-26,4,Other,0.7
SEC_023,2024-10-10,12,Coal,1.21
SEC_032,2024-07-09,2,Steel,0.81
SEC_037,2024-10-17,2,Other,1.22
SEC_001,2024-06-26,5,Coal,0.71
SEC_015,2024-05-12,5,Cement,1.06
SEC_007,2024-11-23,10,Steel,1.31
SEC_008,2024-11-25,5,Foodgrain,1.18
SEC_037,2024-03-24,5,Coal,0.97
SEC_032,2024-06-18,10,Foodgrain,0.76
SEC_011,2024-10-09,18,Steel,1.4
SEC_015,2024-04-05,10,Cement,1.1
SEC_046,2024-10-01,11,Cement,1.21
SEC_029,2024-11-25,19,Foodgrain,1.38
SEC_012,2024-03-27,14,Coal,0.98
SEC_046,2024-02-25,16,Cement,1.12
SEC_010,2024-12-11,15,Foodgrain,1.08
SEC_015,2024-12-30,6,Cement,1.07
SEC_034,2024-11-10,5,Cement,1.3
SEC_026,2024-08-12,7,Coal,0.77
SEC_004,2024-02-01,6,Coal,1.11
SEC_040,2024-12-01,2,Foodgrain,1.18
SEC_012,2024-03-13,7,Other,0.99
SEC_034,2024-03-06,8,Steel,1.03
SEC_017,2024-09-19,3,Foodgrain,1.07
SEC_037,2024-05-22,11,Cement,1.1
SEC_045,2024-11-13,17,Other,1.31
SEC_038,2024-11-15,8,Cement,1.37
SEC_046,2024-10-21,9,Other,1.28
SEC_027,2024-11-02,5,Other,1.29
SEC_004,2024-07-18,4,Coal,0.72
SEC_027,2024-11-15,7,Foodgrain,1.16
SEC_023,2024-12-01,12,Cement,1.07
SEC_036,2024-04-12,6,Foodgrain,1.42
SEC_013,2024-06-04,8,Coal,0.8
SEC_035,2024-08-14,6,Cement,0.81
SEC_022,2024-11-10,13,Coal,1.2
SEC_033,2024-05-22,10,Steel,1.03
SEC_021,2024-04-05,3,Other,0.97
SEC_019,2024-04-27,9,Other,0.97
SEC_011,2024-10-19,18,Coal,1.32
SEC_041,2024-07-09,3,Steel,0.71
SEC_004,2024-04-03,7,Steel,0.98
SEC_012,2024-09-18,8,Foodgrain,1.06
SEC_021,2024-08-29,11,Other,0.77
SEC_008,2024-07-08,5,Other,0.79
SEC_045,2024-08-14,3,Coal,0.87
SEC_017,2024-03-25,13,Cement,1.09
SEC_012,2024-03-07,2,Coal,1.07
SEC_013,2024-10-22,9,Foodgrain,1.29
SEC_010,2024-09-05,4,Foodgrain,1.03
SEC_033,2024-12-23,17,Foodgrain,1.2
SEC_024,2024-12-09,16,Other,1.16
SEC_012,2024-05-12,11,Cement,1.09
SEC_043,2024-06-18,7,Other,0.74
SEC_033,2024-11-06,17,Foodgrain,1.24
SEC_020,2024-01-02,12,Foodgrain,1.12
SEC_026,2024-11-12,5,Foodgrain,1.24
SEC_033,2024-03-02,10,Steel,1.03
SEC_008,2024-04-05,4,Cement,0.98
SEC_040,2024-06-25,7,Steel,0.76
SEC_013,2024-09-15,2,Coal,1.05
SEC_002,2024-05-09,11,Foodgrain,0.98
SEC_026,2024-12-09,15,Cement,1.13
SEC_043,2024-10-13,4,Foodgrain,1.26
SEC_036,2024-09-27,13,Coal,0.95
SEC_016,2024-10-09,8,Coal,1.33
SEC_020,2024-01-11,9,Cement,1.18
SEC_030,2024-10-28,7,Other,1.39
SEC_012,2024-08-09,3,Steel,0.84
SEC_041,2024-03-09,4,Other,1.06
SEC_015,2024-10-11,8,Foodgrain,1.19
SEC_011,2024-02-08,8,Coal,1.08
SEC_005,2024-08-14,6,Steel,0.84
SEC_034,2024-07-27,10,Other,0.81
SEC_002,2024-01-11,3,Steel,1.06
SEC_040,2024-05-17,3,Other,1.01
SEC_048,2024-02-13,3,Cement,1.08
SEC_006,2024-12-12,11,Other,1.19
SEC_005,2024-10-20,10,Foodgrain,1.31
SEC_046,2024-12-30,9,Coal,1.12
SEC_007,2024-06-27,2,Foodgrain,0.71
SEC_020,2024-04-30,5,Other,0.95
SEC_043,2024-12-16,16,Other,1.24
SEC_007,2024-04-22,5,Foodgrain,1.33
SEC_033,2024-05-31,14,Coal,0.99
SEC_019,2024-02-18,11,Steel,1.18
SEC_022,2024-10-27,8,Steel,1.3
SEC_046,2024-02-13,13,Other,1.22
SEC_032,2024-01-13,16,Foodgrain,1.22
SEC_016,2024-10-31,16,Foodgrain,1.22
SEC_046,2024-11-03,15,Other,1.24
SEC_029,2024-11-08,5,Coal,1.2
SEC_005,2024-11-10,7,Steel,1.24
SEC_020,2024-02-21,8,Cement,1.16
SEC_012,2024-05-12,10,Steel,1.01
SEC_032,2024-10-07,5,Foodgrain,1.36
SEC_043,2024-04-23,2,Other,1.08
SEC_002,2024-10-11,5,Cement,1.33
SEC_039,2024-11-29,8,Foodgrain,1.3
SEC_045,2024-12-17,3,Coal,1.14
SEC_049,2024-10-11,4,Other,1.39
SEC_033,2024-10-18,10,Coal,1.24
SEC_016,2024-08-06,10,Coal,0.86
SEC_008,2024-01-29,11,Steel,1.2
SEC_047,2024-06-08,2,Steel,0.87
SEC_021,2024-12-14,7,Cement,1.15
SEC_017,2024-11-29,16,Foodgrain,1.25
SEC_036,2024-03-28,14,Other,1.05
SEC_036,2024-09-30,5,Coal,1.06
SEC_040,2024-04-22,8,Other,1.1
SEC_044,2024-06-01,5,Foodgrain,0.77
SEC_043,2024-08-25,8,Foodgrain,0.85
SEC_009,2024-06-30,6,Coal,0.76
SEC_009,2024-08-09,2,Cement,0.89
SEC_011,2024-02-06,2,Foodgrain,1.22
SEC_031,2024-04-18,10,Cement,0.96
SEC_029,2024-10-23,12,Other,1.24
SEC_043,2024-08-14,7,Steel,0.84
SEC_042,2024-11-04,12,Other,1.22
SEC_040,2024-12-19,9,Foodgrain,1.12
SEC_004,2024-05-10,10,Steel,0.95
SEC_035,2024-04-06,12,Cement,1.01
SEC_042,2024-04-23,4,Coal,1.02
SEC_049,2024-07-28,10,Cement,0.74
SEC_017,2024-04-02,12,Other,1.07
SEC_039,2024-05-22,4,Steel,0.99
SEC_020,2024-03-04,13,Foodgrain,1.4
SEC_008,2024-05-21,12,Cement,0.99
SEC_017,2024-12-12,12,Foodgrain,1.11
SEC_013,2024-06-04,2,Other,0.82
SEC_045,2024-10-04,17,Other,1.31
SEC_009,2024-06-06,6,Steel,0.78
SEC_007,2024-06-07,7,Steel,0.88
SEC_029,2024-08-28,2,Cement,0.83
SEC_029,2024-02-10,10,Foodgrain,1.13
SEC_028,2024-05-10,4,Steel,1.06
SEC_008,2024-02-21,5,Other,1.19
SEC_025,2024-03-13,8,Coal,1.03
SEC_046,2024-09-16,3,Foodgrain,1.08
SEC_005,2024-03-04,11,Steel,1.04
SEC_040,2024-03-15,9,Cement,1.04
SEC_007,2024-07-28,12,Other,0.88
SEC_012,2024-05-07,10,Other,1.06
SEC_045,2024-02-14,10,Steel,1.16
SEC_015,2024-12-16,15,Steel,1.21
SEC_026,2024-12-03,2,Coal,1.25
SEC_019,2024-07-31,7,Other,0.77
SEC_031,2024-07-11,2,Steel,0.88
SEC_020,2024-10-22,13,Steel,1.3
SEC_022,2024-12-22,4,Steel,1.2
SEC_041,2024-02-08,10,Other,1.19
SEC_028,2024-02-05,5,Other,1.25
SEC_028,2024-04-30,12,Steel,1.06
SEC_040,2024-04-21,3,Cement,1.06
SEC_021,2024-11-23,13,Steel,1.31
SEC_041,2024-07-05,7,Foodgrain,0.9
SEC_036,2024-10-23,12,Cement,1.16
SEC_044,2024-09-01,8,Foodgrain,0.98
SEC_023,2024-09-21,5,Other,1.05
SEC_028,2024-12-16,9,Foodgrain,1.08
SEC_007,2024-08-02,9,Cement,0.73
SEC_006,2024-10-11,14,Foodgrain,1.36
SEC_006,2024-04-08,14,Cement,1.1
SEC_032,2024-04-05,7,Other,0.95
SEC_016,2024-08-02,7,Other,0.86
SEC_015,2024-11-25,7,Steel,1.38
SEC_030,2024-01-19,9,Foodgrain,1.1
SEC_020,2024-07-02,5,Cement,0.77
SEC_007,2024-03-15,7,Other,1.07
SEC_028,2024-11-19,6,Coal,1.38
SEC_027,2024-07-08,6,Coal,0.89
SEC_007,2024-01-16,11,Coal,1.19
SEC_014,2024-01-01,9,Coal,1.07
SEC_012,2024-08-22,9,Steel,0.8
SEC_035,2024-03-25,7,Steel,0.97
SEC_013,2024-01-16,2,Coal,1.23
SEC_002,2024-02-25,4,Other,1.24
SEC_014,2024-02-26,3,Other,1.05
SEC_023,2024-05-06,4,Coal,1.06
SEC_038,2024-09-19,4,Steel,1.09
SEC_003,2024-11-10,2,Steel,1.21
SEC_044,2024-07-13,9,Other,0.82
SEC_017,2024-12-12,16,Coal,1.14
SEC_017,2024-10-16,17,Other,1.3
SEC_001,2024-03-01,6,Coal,0.97
SEC_014,2024-09-26,6,Foodgrain,0.95
SEC_023,2024-03-25,15,Foodgrain,1.48
SEC_031,2024-12-18,9,Steel,1.08
SEC_038,2024-11-05,12,Coal,1.34
SEC_026,2024-01-24,2,Foodgrain,1.11
SEC_005,2024-03-04,7,Other,1.09
SEC_020,2024-06-10,7,Foodgrain,0.77
SEC_037,2024-09-28,5,Other,0.96
SEC_032,2024-07-21,9,Steel,0.82
SEC_029,2024-02-01,10,Cement,1.24
SEC_025,2024-08-18,11,Other,0.82
SEC_025,2024-08-25,4,Steel,0.71
SEC_049,2024-12-06,4,Other,1.23
SEC_030,2024-04-07,11,Other,1.04
SEC_030,2024-01-14,10,Foodgrain,1.14
SEC_017,2024-10-01,3,Foodgrain,1.29
SEC_025,2024-09-14,3,Coal,0.97
SEC_035,2024-07-09,10,Coal,0.88
SEC_043,2024-09-10,12,Other,1.09
SEC_039,2024-03-06,2,Steel,1.01
SEC_033,2024-02-15,8,Other,1.17
SEC_039,2024-05-27,7,Steel,1.05
