task_id,section_id,start_km,end_km,defect_type,severity_class,logged_date,target_completion_date,deferred_count,status
TMS_TASK_026702,SEC_037,155.126,155.887,Track Parameter Deviation,B,2024-11-26,2024-12-12,0,Open
TMS_TASK_026703,SEC_044,172.852,174.33,Rail Fracture Risk,A,2024-05-08,2024-05-12,0,Open
TMS_TASK_026704,SEC_044,174.163,175.16,Track Parameter Deviation,C,2024-02-16,2024-03-08,2,Deferred
TMS_TASK_026705,SEC_037,155.39,156.151,Weld Failure,A,2024-08-25,2024-08-29,0,Open
TMS_TASK_026706,SEC_036,154.398,154.836,Track Parameter Deviation,C,2024-10-17,2024-11-15,1,Deferred
TMS_TASK_026707,SEC_039,162.601,163.628,Rail Fracture Risk,C,2024-06-15,2024-07-16,4,Deferred
TMS_TASK_026708,SEC_037,155.818,156.521,Deep Screening Overdue,B,2024-05-20,2024-05-30,0,In-Progress
TMS_TASK_026709,SEC_007,37.386,37.629,Deep Screening Overdue,C,2024-11-05,2024-11-24,4,Deferred
TMS_TASK_026710,SEC_040,164.418,164.717,Rail Fracture Risk,A,2024-04-30,2024-05-07,0,Open
TMS_TASK_026711,SEC_009,39.892,40.717,Ballast Issue,C,2024-11-23,2024-12-30,0,Open
TMS_TASK_026712,SEC_028,132.288,133.419,Weld Failure,B,2024-03-22,2024-04-09,0,In-Progress
TMS_TASK_026713,SEC_017,74.996,76.202,Weld Failure,B,2024-04-01,2024-04-14,0,Open
TMS_TASK_026714,SEC_011,56.454,57.705,Rail Fracture Risk,C,2024-07-07,2024-08-12,0,Completed
TMS_TASK_026715,SEC_014,69.296,70.212,Weld Failure,A,2024-07-05,2024-07-11,0,Open
TMS_TASK_026716,SEC_005,26.38,26.559,Rail Fracture Risk,A,2024-02-15,2024-02-20,0,Completed
TMS_TASK_026717,SEC_022,91.569,91.781,Track Parameter Deviation,C,2024-09-23,2024-10-16,0,Open
TMS_TASK_026718,SEC_021,89.68,90.169,Deep Screening Overdue,B,2024-01-16,2024-01-26,0,Completed
TMS_TASK_026719,SEC_020,88.548,88.75,Weld Failure,A,2024-01-26,2024-01-30,0,Open
TMS_TASK_026720,SEC_005,26.524,26.703,Ballast Issue,B,2024-10-17,2024-11-01,0,Open
TMS_TASK_026721,SEC_030,137.114,137.234,Ballast Issue,C,2024-11-30,2025-01-09,3,Deferred
TMS_TASK_026722,SEC_009,45.09,45.517,Weld Failure,A,2024-02-04,2024-02-11,0,Open
TMS_TASK_026723,SEC_042,165.818,165.859,Deep Screening Overdue,B,2024-07-02,2024-07-17,0,In-Progress
TMS_TASK_026724,SEC_002,10.122,10.98,Track Parameter Deviation,B,2024-02-19,2024-02-27,2,Open
TMS_TASK_026725,SEC_003,16.89,17.944,Weld Failure,A,2024-07-27,2024-07-30,0,In-Progress
TMS_TASK_026726,SEC_015,71.554,72.988,Weld Failure,B,2024-07-01,2024-07-19,4,Deferred
TMS_TASK_026727,SEC_020,88.004,88.453,Track Parameter Deviation,B,2024-10-12,2024-10-26,1,Open
TMS_TASK_026728,SEC_048,193.658,194.145,Rail Fracture Risk,B,2024-06-28,2024-07-15,1,Deferred
TMS_TASK_026729,SEC_026,117.058,117.62,Deep Screening Overdue,B,2024-11-11,2024-11-26,0,In-Progress
TMS_TASK_026730,SEC_019,87.583,87.754,Ballast Issue,C,2024-04-20,2024-05-17,4,In-Progress
TMS_TASK_026731,SEC_042,165.815,165.857,Weld Failure,B,2024-10-16,2024-10-30,0,Deferred
TMS_TASK_026732,SEC_012,60.758,61.419,Track Parameter Deviation,B,2024-05-02,2024-05-19,2,Open
TMS_TASK_026733,SEC_044,172.628,173.801,Ballast Issue,A,2024-07-30,2024-08-01,0,In-Progress
TMS_TASK_026734,SEC_020,88.236,88.685,Deep Screening Overdue,C,2024-04-07,2024-05-07,0,Completed
TMS_TASK_026735,SEC_016,74.352,74.385,Track Parameter Deviation,C,2024-11-15,2024-12-10,1,In-Progress
TMS_TASK_026736,SEC_015,72.763,74.062,Ballast Issue,B,2024-07-06,2024-07-26,2,In-Progress
TMS_TASK_026737,SEC_001,2.22,2.337,Rail Fracture Risk,B,2024-08-14,2024-08-28,4,Open
TMS_TASK_026738,SEC_034,151.383,151.685,Track Parameter Deviation,B,2024-02-27,2024-03-16,0,Completed
TMS_TASK_026739,SEC_029,136.069,136.178,Weld Failure,A,2024-03-13,2024-03-20,0,Completed
TMS_TASK_026740,SEC_032,143.293,143.74,Rail Fracture Risk,A,2024-12-27,2024-12-31,2,Open
TMS_TASK_026741,SEC_032,140.783,140.837,Track Parameter Deviation,C,2024-11-01,2024-11-29,4,Deferred
TMS_TASK_026742,SEC_002,13.217,13.571,Deep Screening Overdue,B,2024-03-24,2024-04-14,4,Open
TMS_TASK_026743,SEC_044,172.376,173.852,Deep Screening Overdue,C,2024-04-23,2024-05-28,0,Deferred
TMS_TASK_026744,SEC_026,112.311,113.635,Deep Screening Overdue,B,2024-11-04,2024-11-14,2,Deferred
TMS_TASK_026745,SEC_034,151.258,151.561,Weld Failure,A,2024-04-25,2024-04-27,3,Deferred
TMS_TASK_026746,SEC_002,11.927,12.197,Track Parameter Deviation,A,2024-12-12,2024-12-13,1,Deferred
TMS_TASK_026747,SEC_038,159.575,160.328,Rail Fracture Risk,B,2024-04-21,2024-05-03,0,Completed
TMS_TASK_026748,SEC_034,151.388,151.691,Deep Screening Overdue,B,2024-04-18,2024-05-05,0,Completed
TMS_TASK_026749,SEC_019,87.717,87.888,Ballast Issue,C,2024-09-06,2024-10-09,0,Open
TMS_TASK_026750,SEC_046,187.853,188.679,Track Parameter Deviation,B,2024-02-27,2024-03-19,0,Open
TMS_TASK_026751,SEC_032,145.979,146.11,Weld Failure,C,2024-07-23,2024-08-17,4,In-Progress
TMS_TASK_026752,SEC_045,182.637,182.924,Weld Failure,A,2024-09-17,2024-09-21,0,Open
TMS_TASK_026753,SEC_041,165.262,165.72,Deep Screening Overdue,B,2024-04-12,2024-05-02,0,Deferred
TMS_TASK_026754,SEC_011,52.954,53.683,Deep Screening Overdue,A,2024-08-25,2024-08-30,0,Open
TMS_TASK_026755,SEC_049,196.98,197.652,Track Parameter Deviation,B,2024-05-20,2024-06-08,0,Completed
TMS_TASK_026756,SEC_037,155.768,156.395,Weld Failure,B,2024-02-28,2024-03-09,1,In-Progress
TMS_TASK_026757,SEC_010,45.935,45.967,Track Parameter Deviation,A,2024-01-24,2024-01-26,0,Completed
TMS_TASK_026758,SEC_039,161.069,162.487,Weld Failure,B,2024-10-30,2024-11-20,0,Completed
TMS_TASK_026759,SEC_022,91.139,92.153,Rail Fracture Risk,A,2024-03-03,2024-03-09,0,Completed
TMS_TASK_026760,SEC_043,168.154,169.62,Track Parameter Deviation,C,2024-11-24,2024-12-09,1,Deferred
TMS_TASK_026761,SEC_009,42.708,43.32,Ballast Issue,B,2024-07-28,2024-08-05,0,Open
TMS_TASK_026762,SEC_013,63.756,65.088,Deep Screening Overdue,C,2024-02-05,2024-03-16,1,Open
TMS_TASK_026763,SEC_018,81.092,81.735,Rail Fracture Risk,B,2024-05-04,2024-05-22,0,Completed
TMS_TASK_026764,SEC_023,93.522,93.803,Ballast Issue,C,2024-11-15,2024-12-18,0,Open
TMS_TASK_026765,SEC_031,139.288,139.574,Weld Failure,A,2024-09-09,2024-09-11,0,Completed
TMS_TASK_026766,SEC_011,52.166,53.215,Deep Screening Overdue,B,2024-06-04,2024-06-16,4,Open
TMS_TASK_026767,SEC_035,152.992,154.234,Track Parameter Deviation,C,2024-09-11,2024-09-27,1,Deferred
TMS_TASK_026768,SEC_002,10.144,11.523,Deep Screening Overdue,B,2024-08-27,2024-09-14,3,Deferred
TMS_TASK_026769,SEC_017,75.593,76.708,Deep Screening Overdue,B,2024-08-28,2024-09-08,0,In-Progress
TMS_TASK_026770,SEC_033,149.409,150.317,Weld Failure,A,2024-10-13,2024-10-17,0,Completed
TMS_TASK_026771,SEC_013,63.57,64.902,Deep Screening Overdue,B,2024-03-01,2024-03-12,0,Open
TMS_TASK_026772,SEC_022,92.639,92.825,Track Parameter Deviation,B,2024-11-09,2024-11-29,0,Deferred
TMS_TASK_026773,SEC_030,136.365,136.917,Weld Failure,A,2024-11-11,2024-11-18,0,Open
TMS_TASK_026774,SEC_013,64.484,65.148,Rail Fracture Risk,A,2024-10-25,2024-11-01,0,In-Progress
TMS_TASK_026775,SEC_048,193.223,193.711,Track Parameter Deviation,B,2024-01-11,2024-01-23,0,Open
TMS_TASK_026776,SEC_042,165.821,165.862,Track Parameter Deviation,B,2024-05-08,2024-05-16,0,Open
TMS_TASK_026777,SEC_048,193.579,194.024,Track Parameter Deviation,A,2024-12-20,2024-12-24,0,Completed
TMS_TASK_026778,SEC_025,97.878,99.329,Deep Screening Overdue,B,2024-04-08,2024-04-27,4,Deferred
TMS_TASK_026779,SEC_017,74.778,76.168,Deep Screening Overdue,B,2024-01-26,2024-02-16,0,Completed
TMS_TASK_026780,SEC_049,196.629,197.025,Rail Fracture Risk,C,2024-06-11,2024-07-20,4,Deferred
TMS_TASK_026781,SEC_036,154.643,154.712,Weld Failure,A,2024-10-09,2024-10-14,0,Open
TMS_TASK_026782,SEC_039,160.546,161.048,Ballast Issue,C,2024-11-05,2024-12-18,0,In-Progress
TMS_TASK_026783,SEC_009,42.484,43.236,Track Parameter Deviation,B,2024-09-27,2024-10-11,2,Deferred
TMS_TASK_026784,SEC_043,169.748,170.988,Track Parameter Deviation,C,2024-06-12,2024-07-19,0,Open
TMS_TASK_026785,SEC_026,113.323,114.689,Ballast Issue,B,2024-01-31,2024-02-09,0,Completed
TMS_TASK_026786,SEC_038,158.429,159.726,Deep Screening Overdue,B,2024-10-16,2024-10-27,4,Deferred
TMS_TASK_026787,SEC_041,164.989,165.447,Ballast Issue,C,2024-07-02,2024-08-08,4,In-Progress
TMS_TASK_026788,SEC_006,29.264,30.374,Track Parameter Deviation,C,2024-11-29,2024-12-14,0,Completed
TMS_TASK_026789,SEC_005,26.515,26.694,Rail Fracture Risk,A,2024-11-18,2024-11-25,0,Completed
TMS_TASK_026790,SEC_004,22.161,22.614,Deep Screening Overdue,A,2024-09-25,2024-10-01,0,In-Progress
TMS_TASK_026791,SEC_032,144.317,144.947,Ballast Issue,C,2024-03-09,2024-03-23,0,Completed
TMS_TASK_026792,SEC_045,180.934,181.028,Track Parameter Deviation,A,2024-05-08,2024-05-12,0,In-Progress
TMS_TASK_026793,SEC_002,10.064,10.249,Track Parameter Deviation,C,2024-06-22,2024-07-21,2,Deferred
TMS_TASK_026794,SEC_007,33.452,34.612,Rail Fracture Risk,A,2024-06-23,2024-06-27,0,Open
TMS_TASK_026795,SEC_024,94.693,94.995,Weld Failure,A,2024-11-06,2024-11-11,0,In-Progress
TMS_TASK_026796,SEC_020,88.131,88.422,Ballast Issue,B,2024-08-02,2024-08-23,3,Deferred
TMS_TASK_026797,SEC_006,30.349,31.478,Rail Fracture Risk,B,2024-06-12,2024-06-24,0,In-Progress
TMS_TASK_026798,SEC_030,137.451,138.53,Deep Screening Overdue,B,2024-01-18,2024-02-06,0,Deferred
TMS_TASK_026799,SEC_045,182.086,182.476,Deep Screening Overdue,C,2024-05-13,2024-06-23,0,Deferred
TMS_TASK_026800,SEC_011,46.569,48.008,Track Parameter Deviation,B,2024-12-01,2024-12-13,1,In-Progress
TMS_TASK_026801,SEC_001,2.159,2.725,Ballast Issue,C,2024-08-16,2024-09-14,1,Open
TMS_TASK_026802,SEC_012,59.529,59.76,Deep Screening Overdue,B,2024-05-08,2024-05-20,0,Completed
TMS_TASK_026803,SEC_010,45.94,45.972,Ballast Issue,B,2024-10-28,2024-11-17,0,In-Progress
TMS_TASK_026804,SEC_023,93.58,93.861,Weld Failure,B,2024-02-12,2024-02-29,0,Open
TMS_TASK_026805,SEC_006,27.487,27.708,Deep Screening Overdue,C,2024-09-16,2024-10-14,0,Completed
TMS_TASK_026806,SEC_018,83.275,83.56,Deep Screening Overdue,C,2024-06-30,2024-07-16,3,Deferred
TMS_TASK_026807,SEC_006,28.568,30.0,Ballast Issue,B,2024-08-31,2024-09-10,1,Open
TMS_TASK_026808,SEC_034,151.26,151.563,Track Parameter Deviation,B,2024-04-14,2024-04-27,0,Completed
TMS_TASK_026809,SEC_023,93.644,93.925,Weld Failure,B,2024-02-13,2024-02-24,0,Open
TMS_TASK_026810,SEC_004,20.586,21.001,Ballast Issue,C,2024-08-18,2024-09-11,0,In-Progress
TMS_TASK_026811,SEC_003,17.228,17.431,Deep Screening Overdue,B,2024-12-03,2024-12-14,2,Deferred
TMS_TASK_026812,SEC_024,94.055,94.424,Weld Failure,C,2024-09-25,2024-11-09,1,Deferred
TMS_TASK_026813,SEC_029,133.632,134.943,Weld Failure,A,2024-02-29,2024-03-07,0,In-Progress
TMS_TASK_026814,SEC_009,43.657,44.695,Deep Screening Overdue,B,2024-11-12,2024-11-20,4,Deferred
TMS_TASK_026815,SEC_016,74.383,74.417,Track Parameter Deviation,C,2024-11-21,2024-12-21,0,Open
TMS_TASK_026816,SEC_030,137.551,138.876,Ballast Issue,C,2024-12-09,2025-01-15,1,Deferred
TMS_TASK_026817,SEC_024,94.374,94.983,Deep Screening Overdue,C,2024-09-02,2024-09-16,2,In-Progress
TMS_TASK_026818,SEC_006,28.064,28.266,Ballast Issue,B,2024-10-02,2024-10-10,0,In-Progress
TMS_TASK_026819,SEC_020,88.162,88.611,Weld Failure,A,2024-07-19,2024-07-21,0,Open
TMS_TASK_026820,SEC_010,45.956,45.989,Deep Screening Overdue,C,2024-12-18,2025-01-26,4,Deferred
TMS_TASK_026821,SEC_046,185.911,186.886,Rail Fracture Risk,A,2024-07-07,2024-07-13,2,Deferred
TMS_TASK_026822,SEC_040,163.98,164.462,Deep Screening Overdue,B,2024-03-01,2024-03-10,0,Open
TMS_TASK_026823,SEC_016,74.369,74.402,Track Parameter Deviation,C,2024-01-02,2024-02-04,0,Open
TMS_TASK_026824,SEC_012,61.842,62.501,Track Parameter Deviation,C,2024-12-03,2025-01-13,0,Completed
TMS_TASK_026825,SEC_007,35.298,35.569,Ballast Issue,C,2024-10-03,2024-10-30,0,Completed
TMS_TASK_026826,SEC_037,155.407,155.804,Rail Fracture Risk,C,2024-12-18,2025-01-06,0,Open
TMS_TASK_026827,SEC_045,180.769,182.108,Weld Failure,A,2024-11-27,2024-12-02,0,In-Progress
TMS_TASK_026828,SEC_014,69.367,69.894,Track Parameter Deviation,C,2024-08-03,2024-09-12,4,In-Progress
TMS_TASK_026829,SEC_032,144.615,145.915,Track Parameter Deviation,A,2024-10-30,2024-11-05,2,In-Progress
TMS_TASK_026830,SEC_012,60.156,60.245,Track Parameter Deviation,B,2024-12-31,2025-01-19,0,In-Progress
TMS_TASK_026831,SEC_045,182.0,183.036,Track Parameter Deviation,A,2024-07-03,2024-07-05,0,Completed
TMS_TASK_026832,SEC_015,71.346,72.841,Rail Fracture Risk,A,2024-10-26,2024-11-01,0,Completed
TMS_TASK_026833,SEC_005,26.469,26.648,Ballast Issue,B,2024-11-20,2024-12-09,0,In-Progress
TMS_TASK_026834,SEC_044,171.929,172.046,Deep Screening Overdue,C,2024-05-29,2024-07-05,0,In-Progress
TMS_TASK_026835,SEC_047,192.596,192.911,Deep Screening Overdue,C,2024-06-13,2024-07-21,0,Completed
TMS_TASK_026836,SEC_020,88.075,88.524,Rail Fracture Risk,A,2024-05-10,2024-05-11,0,In-Progress
TMS_TASK_026837,SEC_045,180.725,182.122,Rail Fracture Risk,A,2024-08-16,2024-08-21,0,In-Progress
TMS_TASK_026838,SEC_012,59.118,60.336,Track Parameter Deviation,A,2024-12-01,2024-12-08,0,Open
TMS_TASK_026839,SEC_014,69.811,70.023,Rail Fracture Risk,A,2024-06-20,2024-06-23,3,In-Progress
TMS_TASK_026840,SEC_027,126.53,127.738,Track Parameter Deviation,C,2024-11-13,2024-12-16,1,Deferred
TMS_TASK_026841,SEC_030,136.337,137.576,Ballast Issue,C,2024-04-11,2024-04-27,3,In-Progress
TMS_TASK_026842,SEC_019,87.565,87.736,Ballast Issue,B,2024-07-18,2024-08-06,0,Open
TMS_TASK_026843,SEC_040,164.375,164.632,Track Parameter Deviation,C,2024-03-16,2024-03-30,0,Completed
TMS_TASK_026844,SEC_039,162.907,163.788,Weld Failure,B,2024-04-03,2024-04-14,1,Deferred
TMS_TASK_026845,SEC_006,29.29,29.961,Rail Fracture Risk,B,2024-08-02,2024-08-19,0,Completed
TMS_TASK_026846,SEC_049,195.436,196.747,Rail Fracture Risk,A,2024-02-04,2024-02-05,0,Completed
TMS_TASK_026847,SEC_008,38.862,39.373,Weld Failure,B,2024-11-15,2024-11-27,0,Deferred
TMS_TASK_026848,SEC_026,122.286,123.64,Track Parameter Deviation,B,2024-02-08,2024-02-23,0,Completed
TMS_TASK_026849,SEC_021,89.379,90.069,Deep Screening Overdue,A,2024-11-07,2024-11-09,0,Open
TMS_TASK_026850,SEC_023,93.469,93.749,Track Parameter Deviation,B,2024-02-12,2024-02-20,3,Deferred
TMS_TASK_026851,SEC_007,34.416,34.758,Ballast Issue,B,2024-03-29,2024-04-07,1,Open
TMS_TASK_026852,SEC_017,76.695,77.457,Rail Fracture Risk,A,2024-08-07,2024-08-09,0,Open
TMS_TASK_026853,SEC_002,10.923,12.234,Track Parameter Deviation,B,2024-09-11,2024-09-19,4,Deferred
TMS_TASK_026854,SEC_048,193.681,193.828,Deep Screening Overdue,B,2024-06-03,2024-06-21,1,Deferred
TMS_TASK_026855,SEC_008,38.846,39.358,Rail Fracture Risk,A,2024-03-03,2024-03-07,0,Completed
TMS_TASK_026856,SEC_024,94.398,94.876,Ballast Issue,C,2024-11-27,2024-12-13,0,Deferred
TMS_TASK_026857,SEC_011,51.737,53.108,Ballast Issue,B,2024-06-06,2024-06-22,0,Open
TMS_TASK_026858,SEC_009,39.947,40.943,Deep Screening Overdue,B,2024-04-21,2024-05-05,0,Completed
TMS_TASK_026859,SEC_020,88.127,88.576,Deep Screening Overdue,B,2024-07-29,2024-08-14,4,In-Progress
TMS_TASK_026860,SEC_048,193.81,194.121,Weld Failure,A,2024-03-02,2024-03-06,0,Open
TMS_TASK_026861,SEC_024,94.622,94.939,Rail Fracture Risk,A,2024-06-09,2024-06-14,0,Completed
TMS_TASK_026862,SEC_048,193.504,193.991,Weld Failure,B,2024-09-03,2024-09-10,4,Deferred
TMS_TASK_026863,SEC_041,165.261,165.456,Rail Fracture Risk,B,2024-07-18,2024-07-29,0,Open
TMS_TASK_026864,SEC_022,92.298,93.329,Track Parameter Deviation,B,2024-08-01,2024-08-19,0,In-Progress
TMS_TASK_026865,SEC_045,179.177,180.12,Ballast Issue,B,2024-10-15,2024-11-04,1,Deferred
TMS_TASK_026866,SEC_018,83.125,84.457,Deep Screening Overdue,C,2024-04-11,2024-05-14,2,Deferred
TMS_TASK_026867,SEC_025,103.83,105.309,Ballast Issue,C,2024-01-01,2024-02-09,0,Deferred
TMS_TASK_026868,SEC_034,151.196,151.498,Ballast Issue,A,2024-10-27,2024-11-01,0,In-Progress
TMS_TASK_026869,SEC_029,134.183,135.044,Deep Screening Overdue,B,2024-07-04,2024-07-18,0,Completed
TMS_TASK_026870,SEC_041,165.509,165.708,Rail Fracture Risk,B,2024-06-17,2024-07-05,0,In-Progress
TMS_TASK_026871,SEC_008,38.545,39.056,Ballast Issue,C,2024-08-08,2024-08-28,0,Open
TMS_TASK_026872,SEC_025,102.505,103.571,Track Parameter Deviation,B,2024-01-17,2024-02-01,0,Open
TMS_TASK_026873,SEC_033,150.089,150.479,Track Parameter Deviation,B,2024-02-28,2024-03-06,0,In-Progress
TMS_TASK_026874,SEC_017,74.457,75.282,Ballast Issue,C,2024-07-26,2024-08-23,0,Open
TMS_TASK_026875,SEC_043,167.672,168.428,Deep Screening Overdue,C,2024-09-17,2024-10-14,0,Open
TMS_TASK_026876,SEC_015,71.804,72.888,Rail Fracture Risk,B,2024-01-02,2024-01-15,0,Deferred
TMS_TASK_026877,SEC_015,71.411,72.514,Deep Screening Overdue,B,2024-08-04,2024-08-24,0,Deferred
TMS_TASK_026878,SEC_017,74.793,76.254,Ballast Issue,B,2024-08-03,2024-08-21,4,Deferred
TMS_TASK_026879,SEC_034,151.226,151.529,Weld Failure,B,2024-03-19,2024-03-30,0,Completed
TMS_TASK_026880,SEC_006,30.755,31.43,Track Parameter Deviation,C,2024-04-09,2024-05-23,4,In-Progress
TMS_TASK_026881,SEC_008,38.908,39.42,Rail Fracture Risk,B,2024-05-20,2024-05-31,0,Deferred
TMS_TASK_026882,SEC_039,162.187,163.389,Deep Screening Overdue,A,2024-01-16,2024-01-19,0,Deferred
TMS_TASK_026883,SEC_011,52.471,52.656,Rail Fracture Risk,B,2024-09-28,2024-10-09,1,In-Progress
TMS_TASK_026884,SEC_006,29.043,30.363,Track Parameter Deviation,A,2024-09-09,2024-09-15,0,Completed
TMS_TASK_026885,SEC_013,63.807,64.237,Deep Screening Overdue,C,2024-06-13,2024-06-28,0,Open
TMS_TASK_026886,SEC_020,88.048,88.497,Ballast Issue,C,2024-07-04,2024-07-20,0,In-Progress
TMS_TASK_026887,SEC_002,10.362,11.055,Weld Failure,A,2024-08-28,2024-09-04,0,Open
TMS_TASK_026888,SEC_041,165.032,165.49,Ballast Issue,B,2024-03-31,2024-04-09,0,In-Progress
TMS_TASK_026889,SEC_006,27.661,27.738,Rail Fracture Risk,A,2024-04-16,2024-04-17,0,Completed
TMS_TASK_026890,SEC_020,88.263,88.712,Rail Fracture Risk,A,2024-07-28,2024-08-02,0,Completed
TMS_TASK_026891,SEC_010,45.955,45.988,Rail Fracture Risk,A,2024-02-18,2024-02-20,0,Completed
TMS_TASK_026892,SEC_015,72.139,72.645,Deep Screening Overdue,C,2024-12-14,2024-12-31,0,Open
TMS_TASK_026893,SEC_003,14.753,15.558,Weld Failure,A,2024-06-28,2024-07-03,0,Completed
TMS_TASK_026894,SEC_047,192.715,193.031,Rail Fracture Risk,C,2024-06-11,2024-07-12,0,Completed
TMS_TASK_026895,SEC_046,186.327,186.519,Deep Screening Overdue,B,2024-04-07,2024-04-15,0,In-Progress
TMS_TASK_026896,SEC_007,35.23,36.102,Weld Failure,B,2024-01-13,2024-01-20,0,Completed
TMS_TASK_026897,SEC_010,45.941,45.974,Deep Screening Overdue,B,2024-07-22,2024-08-10,0,In-Progress
TMS_TASK_026898,SEC_044,172.327,173.363,Track Parameter Deviation,B,2024-03-31,2024-04-18,0,Deferred
TMS_TASK_026899,SEC_021,89.063,89.753,Rail Fracture Risk,A,2024-08-11,2024-08-15,0,Completed
TMS_TASK_026900,SEC_004,24.612,25.796,Deep Screening Overdue,C,2024-03-28,2024-04-11,4,Deferred
TMS_TASK_026901,SEC_007,35.205,36.33,Ballast Issue,B,2024-01-21,2024-02-07,0,Completed
TMS_TASK_026902,SEC_021,89.54,89.775,Weld Failure,A,2024-09-25,2024-10-01,0,Open
TMS_TASK_026903,SEC_028,128.61,129.445,Ballast Issue,C,2024-02-19,2024-03-27,0,In-Progress
TMS_TASK_026904,SEC_031,139.197,139.428,Weld Failure,A,2024-02-04,2024-02-08,0,Open
TMS_TASK_026905,SEC_008,38.986,39.498,Weld Failure,A,2024-06-04,2024-06-07,0,Completed
TMS_TASK_026906,SEC_019,87.564,87.735,Rail Fracture Risk,A,2024-03-10,2024-03-15,0,Completed
TMS_TASK_026907,SEC_013,63.974,65.091,Weld Failure,B,2024-07-17,2024-07-29,0,Completed
TMS_TASK_026908,SEC_027,127.016,128.198,Weld Failure,C,2024-10-04,2024-11-15,0,Open
TMS_TASK_026909,SEC_016,74.368,74.401,Deep Screening Overdue,B,2024-03-11,2024-03-30,2,In-Progress
TMS_TASK_026910,SEC_010,45.956,45.988,Rail Fracture Risk,A,2024-06-23,2024-06-26,1,Deferred
TMS_TASK_026911,SEC_040,164.301,164.783,Track Parameter Deviation,B,2024-10-05,2024-10-20,0,Completed
TMS_TASK_026912,SEC_028,132.024,133.524,Weld Failure,C,2024-03-26,2024-04-27,0,Completed
TMS_TASK_026913,SEC_024,94.654,95.075,Rail Fracture Risk,B,2024-11-03,2024-11-15,0,In-Progress
TMS_TASK_026914,SEC_007,36.839,37.919,Ballast Issue,B,2024-04-29,2024-05-09,0,Completed
TMS_TASK_026915,SEC_004,21.589,23.043,Track Parameter Deviation,A,2024-06-28,2024-06-29,0,Deferred
TMS_TASK_026916,SEC_040,163.977,164.459,Weld Failure,B,2024-07-20,2024-07-30,0,In-Progress
TMS_TASK_026917,SEC_048,193.961,194.021,Deep Screening Overdue,B,2024-02-07,2024-02-20,0,Deferred
TMS_TASK_026918,SEC_029,133.787,135.097,Ballast Issue,C,2024-11-08,2024-12-21,0,Completed
TMS_TASK_026919,SEC_002,10.207,10.466,Weld Failure,A,2024-11-03,2024-11-07,3,Deferred
TMS_TASK_026920,SEC_024,94.617,95.139,Weld Failure,A,2024-07-19,2024-07-26,1,In-Progress
TMS_TASK_026921,SEC_014,68.661,69.334,Deep Screening Overdue,A,2024-08-20,2024-08-26,0,Open
TMS_TASK_026922,SEC_003,13.963,14.433,Track Parameter Deviation,C,2024-09-11,2024-10-03,4,Deferred
TMS_TASK_026923,SEC_007,34.44,35.136,Deep Screening Overdue,B,2024-07-02,2024-07-20,2,Deferred
TMS_TASK_026924,SEC_025,98.641,99.313,Rail Fracture Risk,A,2024-09-30,2024-10-07,0,Completed
TMS_TASK_026925,SEC_021,88.82,89.427,Ballast Issue,C,2024-08-02,2024-08-22,3,In-Progress
TMS_TASK_026926,SEC_028,130.586,131.817,Rail Fracture Risk,B,2024-08-14,2024-08-30,0,Completed
TMS_TASK_026927,SEC_034,151.355,151.658,Weld Failure,B,2024-11-20,2024-12-02,0,Deferred
TMS_TASK_026928,SEC_014,67.489,68.536,Deep Screening Overdue,B,2024-12-07,2024-12-18,1,In-Progress
TMS_TASK_026929,SEC_015,72.453,72.792,Track Parameter Deviation,B,2024-09-02,2024-09-13,0,Completed
TMS_TASK_026930,SEC_034,151.234,151.537,Weld Failure,B,2024-02-08,2024-02-19,0,Deferred
TMS_TASK_026931,SEC_010,45.957,45.99,Ballast Issue,B,2024-12-14,2024-12-28,2,Deferred
TMS_TASK_026932,SEC_004,22.112,23.435,Weld Failure,B,2024-01-28,2024-02-16,0,Open
TMS_TASK_026933,SEC_042,165.807,165.849,Deep Screening Overdue,B,2024-03-31,2024-04-14,0,Completed
TMS_TASK_026934,SEC_011,55.733,56.287,Track Parameter Deviation,B,2024-03-02,2024-03-13,0,Completed
TMS_TASK_026935,SEC_006,28.348,29.399,Track Parameter Deviation,B,2024-04-13,2024-04-25,0,In-Progress
TMS_TASK_026936,SEC_037,155.242,155.754,Deep Screening Overdue,B,2024-09-21,2024-09-28,0,Open
TMS_TASK_026937,SEC_027,126.204,126.631,Weld Failure,B,2024-10-12,2024-10-27,0,Completed
TMS_TASK_026938,SEC_008,38.706,39.218,Weld Failure,A,2024-06-21,2024-06-23,3,Deferred
TMS_TASK_026939,SEC_042,165.812,165.853,Deep Screening Overdue,C,2024-12-28,2025-01-26,3,Deferred
TMS_TASK_026940,SEC_013,63.601,64.635,Rail Fracture Risk,C,2024-07-02,2024-07-23,4,Deferred
TMS_TASK_026941,SEC_034,151.179,151.481,Track Parameter Deviation,B,2024-01-22,2024-01-30,0,Deferred
TMS_TASK_026942,SEC_032,141.843,141.923,Weld Failure,A,2024-05-24,2024-05-30,0,Completed
TMS_TASK_026943,SEC_041,165.443,165.576,Track Parameter Deviation,B,2024-09-11,2024-09-24,0,Open
TMS_TASK_026944,SEC_036,154.459,154.898,Track Parameter Deviation,C,2024-12-13,2024-12-28,2,Open
TMS_TASK_026945,SEC_035,152.276,152.356,Track Parameter Deviation,B,2024-10-31,2024-11-09,3,Deferred
