station_code,field,severity,description,raw_value,detected_at
RUP,station_code,MEDIUM,OGD station code 'RUP' not found in OSM dataset.,RUP,2026-09-06T11:41:48.813974
TRBE,station_code,MEDIUM,OGD station code 'TRBE' not found in OSM dataset.,TRBE,2026-09-06T11:41:48.813974
JRX,station_code,MEDIUM,OGD station code 'JRX' not found in OSM dataset.,JRX,2026-09-06T11:41:48.813974
DGX,station_code,MEDIUM,OGD station code 'DGX' not found in OSM dataset.,DGX,2026-09-06T11:41:48.813974
BKS,station_code,MEDIUM,OGD station code 'BKS' not found in OSM dataset.,BKS,2026-09-06T11:41:48.813974
BTDR,station_code,MEDIUM,OGD station code 'BTDR' not found in OSM dataset.,BTDR,2026-09-06T11:41:48.813974
DBZ,station_code,MEDIUM,OGD station code 'DBZ' not found in OSM dataset.,DBZ,2026-09-06T11:41:48.813974
DIU,station_code,MEDIUM,OGD station code 'DIU' not found in OSM dataset.,DIU,2026-09-06T11:41:48.813974
MBO,station_code,MEDIUM,OGD station code 'MBO' not found in OSM dataset.,MBO,2026-09-06T11:41:48.813974
MYD,station_code,MEDIUM,OGD station code 'MYD' not found in OSM dataset.,MYD,2026-09-06T11:41:48.813974
HTL,station_code,MEDIUM,OGD station code 'HTL' not found in OSM dataset.,HTL,2026-09-06T11:41:48.813974
DBLG,station_code,MEDIUM,OGD station code 'DBLG' not found in OSM dataset.,DBLG,2026-09-06T11:41:48.813974
LGT,station_code,MEDIUM,OGD station code 'LGT' not found in OSM dataset.,LGT,2026-09-06T11:41:48.813974
DKE,station_code,MEDIUM,OGD station code 'DKE' not found in OSM dataset.,DKE,2026-09-06T11:41:48.813974
MUPA,station_code,MEDIUM,OGD station code 'MUPA' not found in OSM dataset.,MUPA,2026-09-06T11:41:48.813974
KQI,station_code,MEDIUM,OGD station code 'KQI' not found in OSM dataset.,KQI,2026-09-06T11:41:48.813974
WDA,station_code,MEDIUM,OGD station code 'WDA' not found in OSM dataset.,WDA,2026-09-06T11:41:48.813974
DJA,station_code,MEDIUM,OGD station code 'DJA' not found in OSM dataset.,DJA,2026-09-06T11:41:48.822966
PDJ,station_code,MEDIUM,OGD station code 'PDJ' not found in OSM dataset.,PDJ,2026-09-06T11:41:48.822966
MGE,station_code,MEDIUM,OGD station code 'MGE' not found in OSM dataset.,MGE,2026-09-06T11:41:48.822966
JGLP,station_code,MEDIUM,OGD station code 'JGLP' not found in OSM dataset.,JGLP,2026-09-06T11:41:48.822966
DTC,station_code,MEDIUM,OGD station code 'DTC' not found in OSM dataset.,DTC,2026-09-06T11:41:48.822966
BXK,station_code,MEDIUM,OGD station code 'BXK' not found in OSM dataset.,BXK,2026-09-06T11:41:48.822966
DCA,station_code,MEDIUM,OGD station code 'DCA' not found in OSM dataset.,DCA,2026-09-06T11:41:48.822966
CNE,station_code,MEDIUM,OGD station code 'CNE' not found in OSM dataset.,CNE,2026-09-06T11:41:48.822966
BHZ,station_code,MEDIUM,OGD station code 'BHZ' not found in OSM dataset.,BHZ,2026-09-06T11:41:48.822966
HLX,station_code,MEDIUM,OGD station code 'HLX' not found in OSM dataset.,HLX,2026-09-06T11:41:48.822966
SQF,station_code,MEDIUM,OGD station code 'SQF' not found in OSM dataset.,SQF,2026-09-06T11:41:48.822966
PNGM,station_code,MEDIUM,OGD station code 'PNGM' not found in OSM dataset.,PNGM,2026-09-06T11:41:48.822966
SCA,station_code,MEDIUM,OGD station code 'SCA' not found in OSM dataset.,SCA,2026-09-06T11:41:48.822966
ARCL,station_code,MEDIUM,OGD station code 'ARCL' not found in OSM dataset.,ARCL,2026-09-06T11:41:48.822966
MSSN,station_code,MEDIUM,OGD station code 'MSSN' not found in OSM dataset.,MSSN,2026-09-06T11:41:48.822966
LGI,station_code,MEDIUM,OGD station code 'LGI' not found in OSM dataset.,LGI,2026-09-06T11:41:48.822966
CGX,station_code,MEDIUM,OGD station code 'CGX' not found in OSM dataset.,CGX,2026-09-06T11:41:48.822966
BXG,station_code,MEDIUM,OGD station code 'BXG' not found in OSM dataset.,BXG,2026-09-06T11:41:48.822966
RPB,station_code,MEDIUM,OGD station code 'RPB' not found in OSM dataset.,RPB,2026-09-06T11:41:48.822966
JGNR,station_code,MEDIUM,OGD station code 'JGNR' not found in OSM dataset.,JGNR,2026-09-06T11:41:48.824907
JRNA,station_code,MEDIUM,OGD station code 'JRNA' not found in OSM dataset.,JRNA,2026-09-06T11:41:48.824907
TLMR,station_code,MEDIUM,OGD station code 'TLMR' not found in OSM dataset.,TLMR,2026-09-06T11:41:48.824907
MGKM,station_code,MEDIUM,OGD station code 'MGKM' not found in OSM dataset.,MGKM,2026-09-06T11:41:48.825725
JWNR,station_code,MEDIUM,OGD station code 'JWNR' not found in OSM dataset.,JWNR,2026-09-06T11:41:48.825725
SKAP,station_code,MEDIUM,OGD station code 'SKAP' not found in OSM dataset.,SKAP,2026-09-06T11:41:48.825725
MANU,station_name,LOW,Name matched by fuzzy substring (OGD='Manu' ~ OSM='Elamanur'); verify manually.,,2026-09-06T11:41:48.825725
NLKT,station_code,MEDIUM,OGD station code 'NLKT' not found in OSM dataset.,NLKT,2026-09-06T11:41:48.825725
KUGT,station_code,MEDIUM,OGD station code 'KUGT' not found in OSM dataset.,KUGT,2026-09-06T11:41:48.825725
PEC,station_code,MEDIUM,OGD station code 'PEC' not found in OSM dataset.,PEC,2026-09-06T11:41:48.825725
PASG,station_code,MEDIUM,OGD station code 'PASG' not found in OSM dataset.,PASG,2026-09-06T11:41:48.825725
NPU,station_code,MEDIUM,OGD station code 'NPU' not found in OSM dataset.,NPU,2026-09-06T11:41:48.825725
CBZ,station_code,MEDIUM,OGD station code 'CBZ' not found in OSM dataset.,CBZ,2026-09-06T11:41:48.825725
TBX,station_code,MEDIUM,OGD station code 'TBX' not found in OSM dataset.,TBX,2026-09-06T11:41:48.825725
CHBN,station_code,MEDIUM,OGD station code 'CHBN' not found in OSM dataset.,CHBN,2026-09-06T11:41:48.825725
KKGT,station_code,MEDIUM,OGD station code 'KKGT' not found in OSM dataset.,KKGT,2026-09-06T11:41:48.825725
PTKD,station_code,MEDIUM,OGD station code 'PTKD' not found in OSM dataset.,PTKD,2026-09-06T11:41:48.825725
KNBR,station_code,MEDIUM,OGD station code 'KNBR' not found in OSM dataset.,KNBR,2026-09-06T11:41:48.825725
BRGM,station_code,MEDIUM,OGD station code 'BRGM' not found in OSM dataset.,BRGM,2026-09-06T11:41:48.825725
KTGM,station_code,MEDIUM,OGD station code 'KTGM' not found in OSM dataset.,KTGM,2026-09-06T11:41:48.825725
NLBR,station_code,MEDIUM,OGD station code 'NLBR' not found in OSM dataset.,NLBR,2026-09-06T11:41:48.825725
SAKD,station_code,MEDIUM,OGD station code 'SAKD' not found in OSM dataset.,SAKD,2026-09-06T11:41:48.825725
NSCL,station_code,MEDIUM,OGD station code 'NSCL' not found in OSM dataset.,NSCL,2026-09-06T11:41:48.825725
MRBD,station_code,MEDIUM,OGD station code 'MRBD' not found in OSM dataset.,MRBD,2026-09-06T11:41:48.825725
RNGN,station_code,MEDIUM,OGD station code 'RNGN' not found in OSM dataset.,RNGN,2026-09-06T11:41:48.825725
SIBR,station_code,MEDIUM,OGD station code 'SIBR' not found in OSM dataset.,SIBR,2026-09-06T11:41:48.825725
KMNG,station_code,MEDIUM,OGD station code 'KMNG' not found in OSM dataset.,KMNG,2026-09-06T11:41:48.825725
JIGT,station_code,MEDIUM,OGD station code 'JIGT' not found in OSM dataset.,JIGT,2026-09-06T11:41:48.825725
JRBM,station_code,MEDIUM,OGD station code 'JRBM' not found in OSM dataset.,JRBM,2026-09-06T11:41:48.825725
VNGP,station_code,MEDIUM,OGD station code 'VNGP' not found in OSM dataset.,VNGP,2026-09-06T11:41:48.825725
ALGP,station_code,MEDIUM,OGD station code 'ALGP' not found in OSM dataset.,ALGP,2026-09-06T11:41:48.825725
HKD,station_code,MEDIUM,OGD station code 'HKD' not found in OSM dataset.,HKD,2026-09-06T11:41:48.825725
MNCR,station_code,MEDIUM,OGD station code 'MNCR' not found in OSM dataset.,MNCR,2026-09-06T11:41:48.825725
LLBR,station_code,MEDIUM,OGD station code 'LLBR' not found in OSM dataset.,LLBR,2026-09-06T11:41:48.825725
MPRA,station_code,MEDIUM,OGD station code 'MPRA' not found in OSM dataset.,MPRA,2026-09-06T11:41:48.825725
KLCR,station_code,MEDIUM,OGD station code 'KLCR' not found in OSM dataset.,KLCR,2026-09-06T11:41:48.825725
MOAR,station_code,MEDIUM,OGD station code 'MOAR' not found in OSM dataset.,MOAR,2026-09-06T11:41:48.825725
JMRA,station_code,MEDIUM,OGD station code 'JMRA' not found in OSM dataset.,JMRA,2026-09-06T11:41:48.830610
RTRA,station_code,MEDIUM,OGD station code 'RTRA' not found in OSM dataset.,RTRA,2026-09-06T11:41:48.830610
BHRB,station_code,MEDIUM,OGD station code 'BHRB' not found in OSM dataset.,BHRB,2026-09-06T11:41:48.830610
UDPU,station_code,MEDIUM,OGD station code 'UDPU' not found in OSM dataset.,UDPU,2026-09-06T11:41:48.830610
BHRM,station_code,MEDIUM,OGD station code 'BHRM' not found in OSM dataset.,BHRM,2026-09-06T11:41:48.830610
BLGH,station_code,MEDIUM,OGD station code 'BLGH' not found in OSM dataset.,BLGH,2026-09-06T11:41:48.830610
SKKE,station_code,MEDIUM,OGD station code 'SKKE' not found in OSM dataset.,SKKE,2026-09-06T11:41:48.830610
DLCR,station_code,MEDIUM,OGD station code 'DLCR' not found in OSM dataset.,DLCR,2026-09-06T11:41:48.830610
APU,station_code,MEDIUM,OGD station code 'APU' not found in OSM dataset.,APU,2026-09-06T11:41:48.830610
RTBR,station_code,MEDIUM,OGD station code 'RTBR' not found in OSM dataset.,RTBR,2026-09-06T11:41:48.830610
BZGT,station_code,MEDIUM,OGD station code 'BZGT' not found in OSM dataset.,BZGT,2026-09-06T11:41:48.830610
PKGM,station_code,MEDIUM,OGD station code 'PKGM' not found in OSM dataset.,PKGM,2026-09-06T11:41:48.830610
ELL,station_code,MEDIUM,OGD station code 'ELL' not found in OSM dataset.,ELL,2026-09-06T11:41:48.830610
MBC,station_code,MEDIUM,OGD station code 'MBC' not found in OSM dataset.,MBC,2026-09-06T11:41:48.830610
KMRJ,station_code,MEDIUM,OGD station code 'KMRJ' not found in OSM dataset.,KMRJ,2026-09-06T11:41:48.830610
SRPU,station_code,MEDIUM,OGD station code 'SRPU' not found in OSM dataset.,SRPU,2026-09-06T11:41:48.830610
MFZ,station_code,MEDIUM,OGD station code 'MFZ' not found in OSM dataset.,MFZ,2026-09-06T11:41:48.830610
MQG,station_code,MEDIUM,OGD station code 'MQG' not found in OSM dataset.,MQG,2026-09-06T11:41:48.830610
DVJ,station_code,MEDIUM,OGD station code 'DVJ' not found in OSM dataset.,DVJ,2026-09-06T11:41:48.830610
PQD,station_code,MEDIUM,OGD station code 'PQD' not found in OSM dataset.,PQD,2026-09-06T11:41:48.830610
SAJH,station_code,MEDIUM,OGD station code 'SAJH' not found in OSM dataset.,SAJH,2026-09-06T11:41:48.830610
KUQ,station_code,MEDIUM,OGD station code 'KUQ' not found in OSM dataset.,KUQ,2026-09-06T11:41:48.830610
MIYN,station_code,MEDIUM,OGD station code 'MIYN' not found in OSM dataset.,MIYN,2026-09-06T11:41:48.830610
MLFC,station_code,MEDIUM,OGD station code 'MLFC' not found in OSM dataset.,MLFC,2026-09-06T11:41:48.830610
DLX,station_code,MEDIUM,OGD station code 'DLX' not found in OSM dataset.,DLX,2026-09-06T11:41:48.830610
BJY,station_code,MEDIUM,OGD station code 'BJY' not found in OSM dataset.,BJY,2026-09-06T11:41:48.830610
BMGR,station_code,MEDIUM,OGD station code 'BMGR' not found in OSM dataset.,BMGR,2026-09-06T11:41:48.833246
JTK,station_code,MEDIUM,OGD station code 'JTK' not found in OSM dataset.,JTK,2026-09-06T11:41:48.833246
KAU,station_code,MEDIUM,OGD station code 'KAU' not found in OSM dataset.,KAU,2026-09-06T11:41:48.833246
DHNA,station_code,MEDIUM,OGD station code 'DHNA' not found in OSM dataset.,DHNA,2026-09-06T11:41:48.833246
MFA,station_code,MEDIUM,OGD station code 'MFA' not found in OSM dataset.,MFA,2026-09-06T11:41:48.833246
BWPB,station_code,MEDIUM,OGD station code 'BWPB' not found in OSM dataset.,BWPB,2026-09-06T11:41:48.833246
KMPH,station_code,MEDIUM,OGD station code 'KMPH' not found in OSM dataset.,KMPH,2026-09-06T11:41:48.833246
BAHN,station_code,MEDIUM,OGD station code 'BAHN' not found in OSM dataset.,BAHN,2026-09-06T11:41:48.833246
SQB,station_code,MEDIUM,OGD station code 'SQB' not found in OSM dataset.,SQB,2026-09-06T11:41:48.833246
BBCE,station_code,MEDIUM,OGD station code 'BBCE' not found in OSM dataset.,BBCE,2026-09-06T11:41:48.833246
SJGM,station_code,MEDIUM,OGD station code 'SJGM' not found in OSM dataset.,SJGM,2026-09-06T11:41:48.834130
AHL,station_code,MEDIUM,OGD station code 'AHL' not found in OSM dataset.,AHL,2026-09-06T11:41:48.834130
SJKL,station_code,MEDIUM,OGD station code 'SJKL' not found in OSM dataset.,SJKL,2026-09-06T11:41:48.834130
HWR,station_code,MEDIUM,OGD station code 'HWR' not found in OSM dataset.,HWR,2026-09-06T11:41:48.834130
THED,station_code,MEDIUM,OGD station code 'THED' not found in OSM dataset.,THED,2026-09-06T11:41:48.834130
GIL,station_code,MEDIUM,OGD station code 'GIL' not found in OSM dataset.,GIL,2026-09-06T11:41:48.834130
GEOR,station_code,MEDIUM,OGD station code 'GEOR' not found in OSM dataset.,GEOR,2026-09-06T11:41:48.834130
MXJ,station_code,MEDIUM,OGD station code 'MXJ' not found in OSM dataset.,MXJ,2026-09-06T11:41:48.834130
TMH,station_code,MEDIUM,OGD station code 'TMH' not found in OSM dataset.,TMH,2026-09-06T11:41:48.834130
DMZ,station_code,MEDIUM,OGD station code 'DMZ' not found in OSM dataset.,DMZ,2026-09-06T11:41:48.834130
CAT,station_code,MEDIUM,OGD station code 'CAT' not found in OSM dataset.,CAT,2026-09-06T11:41:48.834130
NJB,station_code,MEDIUM,OGD station code 'NJB' not found in OSM dataset.,NJB,2026-09-06T11:41:48.834130
RNI,station_code,MEDIUM,OGD station code 'RNI' not found in OSM dataset.,RNI,2026-09-06T11:41:48.834130
NQH,station_code,MEDIUM,OGD station code 'NQH' not found in OSM dataset.,NQH,2026-09-06T11:41:48.834130
BYXA,station_code,MEDIUM,OGD station code 'BYXA' not found in OSM dataset.,BYXA,2026-09-06T11:41:48.834130
ATM,station_code,MEDIUM,OGD station code 'ATM' not found in OSM dataset.,ATM,2026-09-06T11:41:48.834130
KLGR,station_code,MEDIUM,OGD station code 'KLGR' not found in OSM dataset.,KLGR,2026-09-06T11:41:48.834130
SXX,station_code,MEDIUM,OGD station code 'SXX' not found in OSM dataset.,SXX,2026-09-06T11:41:48.834130
GUZ,station_code,MEDIUM,OGD station code 'GUZ' not found in OSM dataset.,GUZ,2026-09-06T11:41:48.834130
SJRR,station_code,MEDIUM,OGD station code 'SJRR' not found in OSM dataset.,SJRR,2026-09-06T11:41:48.834130
PQZ,station_code,MEDIUM,OGD station code 'PQZ' not found in OSM dataset.,PQZ,2026-09-06T11:41:48.834130
NBS,station_code,MEDIUM,OGD station code 'NBS' not found in OSM dataset.,NBS,2026-09-06T11:41:48.834130
SMTA,station_code,MEDIUM,OGD station code 'SMTA' not found in OSM dataset.,SMTA,2026-09-06T11:41:48.834130
SRPB,station_code,MEDIUM,OGD station code 'SRPB' not found in OSM dataset.,SRPB,2026-09-06T11:41:48.834130
CPQ,station_code,MEDIUM,OGD station code 'CPQ' not found in OSM dataset.,CPQ,2026-09-06T11:41:48.834130
PTLD,station_code,MEDIUM,OGD station code 'PTLD' not found in OSM dataset.,PTLD,2026-09-06T11:41:48.834130
GOE,station_code,MEDIUM,OGD station code 'GOE' not found in OSM dataset.,GOE,2026-09-06T11:41:48.834130
BKTB,station_code,MEDIUM,OGD station code 'BKTB' not found in OSM dataset.,BKTB,2026-09-06T11:41:48.834130
TKTB,station_code,MEDIUM,OGD station code 'TKTB' not found in OSM dataset.,TKTB,2026-09-06T11:41:48.834130
CHOD,station_code,MEDIUM,OGD station code 'CHOD' not found in OSM dataset.,CHOD,2026-09-06T11:41:48.834130
GAMN,station_name,LOW,Name matched by fuzzy substring (OGD='Gamani' ~ OSM='Perugamani'); verify manually.,,2026-09-06T11:41:48.834130
BHNG,station_code,MEDIUM,OGD station code 'BHNG' not found in OSM dataset.,BHNG,2026-09-06T11:41:48.834130
NYT,station_code,MEDIUM,OGD station code 'NYT' not found in OSM dataset.,NYT,2026-09-06T11:41:48.834130
DNQ,station_code,MEDIUM,OGD station code 'DNQ' not found in OSM dataset.,DNQ,2026-09-06T11:41:48.834130
GRR,station_code,MEDIUM,OGD station code 'GRR' not found in OSM dataset.,GRR,2026-09-06T11:41:48.834130
BHNP,station_code,MEDIUM,OGD station code 'BHNP' not found in OSM dataset.,BHNP,2026-09-06T11:41:48.834130
JAU,station_code,MEDIUM,OGD station code 'JAU' not found in OSM dataset.,JAU,2026-09-06T11:41:48.834130
MENP,station_code,MEDIUM,OGD station code 'MENP' not found in OSM dataset.,MENP,2026-09-06T11:41:48.834130
DLF,station_code,MEDIUM,OGD station code 'DLF' not found in OSM dataset.,DLF,2026-09-06T11:41:48.834130
RWA,station_code,MEDIUM,OGD station code 'RWA' not found in OSM dataset.,RWA,2026-09-06T11:41:48.834130
RNX,station_code,MEDIUM,OGD station code 'RNX' not found in OSM dataset.,RNX,2026-09-06T11:41:48.834130
KUB,station_code,MEDIUM,OGD station code 'KUB' not found in OSM dataset.,KUB,2026-09-06T11:41:48.834130
GBN,station_code,MEDIUM,OGD station code 'GBN' not found in OSM dataset.,GBN,2026-09-06T11:41:48.834130
JAG,station_code,MEDIUM,OGD station code 'JAG' not found in OSM dataset.,JAG,2026-09-06T11:41:48.834130
KSY,station_code,MEDIUM,OGD station code 'KSY' not found in OSM dataset.,KSY,2026-09-06T11:41:48.834130
ARR,station_code,MEDIUM,OGD station code 'ARR' not found in OSM dataset.,ARR,2026-09-06T11:41:48.834130
SMH,station_code,MEDIUM,OGD station code 'SMH' not found in OSM dataset.,SMH,2026-09-06T11:41:48.834130
BTF,station_code,MEDIUM,OGD station code 'BTF' not found in OSM dataset.,BTF,2026-09-06T11:41:48.834130
DLZ,station_code,MEDIUM,OGD station code 'DLZ' not found in OSM dataset.,DLZ,2026-09-06T11:41:48.834130
GPE,station_code,MEDIUM,OGD station code 'GPE' not found in OSM dataset.,GPE,2026-09-06T11:41:48.834130
HOD,station_code,MEDIUM,OGD station code 'HOD' not found in OSM dataset.,HOD,2026-09-06T11:41:48.834130
SATR,station_code,MEDIUM,OGD station code 'SATR' not found in OSM dataset.,SATR,2026-09-06T11:41:48.834130
MOP,station_code,MEDIUM,OGD station code 'MOP' not found in OSM dataset.,MOP,2026-09-06T11:41:48.834130
KDX,station_code,MEDIUM,OGD station code 'KDX' not found in OSM dataset.,KDX,2026-09-06T11:41:48.834130
MDG,station_code,MEDIUM,OGD station code 'MDG' not found in OSM dataset.,MDG,2026-09-06T11:41:48.834130
KSBI,station_code,MEDIUM,OGD station code 'KSBI' not found in OSM dataset.,KSBI,2026-09-06T11:41:48.834130
GSA,station_code,MEDIUM,OGD station code 'GSA' not found in OSM dataset.,GSA,2026-09-06T11:41:48.834130
NSRH,station_code,MEDIUM,OGD station code 'NSRH' not found in OSM dataset.,NSRH,2026-09-06T11:41:48.834130
BIZ,station_code,MEDIUM,OGD station code 'BIZ' not found in OSM dataset.,BIZ,2026-09-06T11:41:48.834130
AGT,station_code,MEDIUM,OGD station code 'AGT' not found in OSM dataset.,AGT,2026-09-06T11:41:48.834130
MZQ,station_code,MEDIUM,OGD station code 'MZQ' not found in OSM dataset.,MZQ,2026-09-06T11:41:48.834130
AYU,station_code,MEDIUM,OGD station code 'AYU' not found in OSM dataset.,AYU,2026-09-06T11:41:48.834130
PNVT,station_code,MEDIUM,OGD station code 'PNVT' not found in OSM dataset.,PNVT,2026-09-06T11:41:48.834130
KRNI,station_code,MEDIUM,OGD station code 'KRNI' not found in OSM dataset.,KRNI,2026-09-06T11:41:48.834130
DDNI,station_code,MEDIUM,OGD station code 'DDNI' not found in OSM dataset.,DDNI,2026-09-06T11:41:48.834130
AMGA,station_code,MEDIUM,OGD station code 'AMGA' not found in OSM dataset.,AMGA,2026-09-06T11:41:48.834130
RGJI,station_code,MEDIUM,OGD station code 'RGJI' not found in OSM dataset.,RGJI,2026-09-06T11:41:48.834130
DPRA,station_code,MEDIUM,OGD station code 'DPRA' not found in OSM dataset.,DPRA,2026-09-06T11:41:48.834130
SNCA,station_code,MEDIUM,OGD station code 'SNCA' not found in OSM dataset.,SNCA,2026-09-06T11:41:48.834130
BOKO,station_code,MEDIUM,OGD station code 'BOKO' not found in OSM dataset.,BOKO,2026-09-06T11:41:48.834130
BMGN,station_code,MEDIUM,OGD station code 'BMGN' not found in OSM dataset.,BMGN,2026-09-06T11:41:48.834130
CGON,station_code,MEDIUM,OGD station code 'CGON' not found in OSM dataset.,CGON,2026-09-06T11:41:48.834130
MRZA,station_code,MEDIUM,OGD station code 'MRZA' not found in OSM dataset.,MRZA,2026-09-06T11:41:48.834130
AZA,station_code,MEDIUM,OGD station code 'AZA' not found in OSM dataset.,AZA,2026-09-06T11:41:48.834130
MNDP,station_code,MEDIUM,OGD station code 'MNDP' not found in OSM dataset.,MNDP,2026-09-06T11:41:48.834130
NOLB,station_code,MEDIUM,OGD station code 'NOLB' not found in OSM dataset.,NOLB,2026-09-06T11:41:48.834130
LCT,station_code,MEDIUM,OGD station code 'LCT' not found in OSM dataset.,LCT,2026-09-06T11:41:48.834130
NLN,station_code,MEDIUM,OGD station code 'NLN' not found in OSM dataset.,NLN,2026-09-06T11:41:48.834130
DLDE,station_code,MEDIUM,OGD station code 'DLDE' not found in OSM dataset.,DLDE,2026-09-06T11:41:48.842575
RXR,station_code,MEDIUM,OGD station code 'RXR' not found in OSM dataset.,RXR,2026-09-06T11:41:48.843209
RXRX,station_code,MEDIUM,OGD station code 'RXRX' not found in OSM dataset.,RXRX,2026-09-06T11:41:48.843209
KHKT,station_code,MEDIUM,OGD station code 'KHKT' not found in OSM dataset.,KHKT,2026-09-06T11:41:48.843209
CJA,station_code,MEDIUM,OGD station code 'CJA' not found in OSM dataset.,CJA,2026-09-06T11:41:48.843209
BHGN,station_code,MEDIUM,OGD station code 'BHGN' not found in OSM dataset.,BHGN,2026-09-06T11:41:48.843209
JMI,station_code,MEDIUM,OGD station code 'JMI' not found in OSM dataset.,JMI,2026-09-06T11:41:48.843209
OTN,station_code,MEDIUM,OGD station code 'OTN' not found in OSM dataset.,OTN,2026-09-06T11:41:48.843209
CFG,station_code,MEDIUM,OGD station code 'CFG' not found in OSM dataset.,CFG,2026-09-06T11:41:48.843209
KQY,station_code,MEDIUM,OGD station code 'KQY' not found in OSM dataset.,KQY,2026-09-06T11:41:48.843209
LH,station_code,MEDIUM,OGD station code 'LH' not found in OSM dataset.,LH,2026-09-06T11:41:48.843209
SLX,station_code,MEDIUM,OGD station code 'SLX' not found in OSM dataset.,SLX,2026-09-06T11:41:48.843209
MZA,station_code,MEDIUM,OGD station code 'MZA' not found in OSM dataset.,MZA,2026-09-06T11:41:48.843209
NZR,station_code,MEDIUM,OGD station code 'NZR' not found in OSM dataset.,NZR,2026-09-06T11:41:48.843209
MUGN,station_code,MEDIUM,OGD station code 'MUGN' not found in OSM dataset.,MUGN,2026-09-06T11:41:48.843209
LPTA,station_code,MEDIUM,OGD station code 'LPTA' not found in OSM dataset.,LPTA,2026-09-06T11:41:48.843209
BRNR,station_code,MEDIUM,OGD station code 'BRNR' not found in OSM dataset.,BRNR,2026-09-06T11:41:48.843209
BTZ,station_code,MEDIUM,OGD station code 'BTZ' not found in OSM dataset.,BTZ,2026-09-06T11:41:48.843209
BDT,station_code,MEDIUM,OGD station code 'BDT' not found in OSM dataset.,BDT,2026-09-06T11:41:48.843209
CGF,station_code,MEDIUM,OGD station code 'CGF' not found in OSM dataset.,CGF,2026-09-06T11:41:48.843209
DSX,station_code,MEDIUM,OGD station code 'DSX' not found in OSM dataset.,DSX,2026-09-06T11:41:48.843209
KRHT,station_code,MEDIUM,OGD station code 'KRHT' not found in OSM dataset.,KRHT,2026-09-06T11:41:48.843209
MHKT,station_code,MEDIUM,OGD station code 'MHKT' not found in OSM dataset.,MHKT,2026-09-06T11:41:48.843209
SEPN,station_code,MEDIUM,OGD station code 'SEPN' not found in OSM dataset.,SEPN,2026-09-06T11:41:48.843209
MOX,station_code,MEDIUM,OGD station code 'MOX' not found in OSM dataset.,MOX,2026-09-06T11:41:48.843209
KOWN,station_code,MEDIUM,OGD station code 'KOWN' not found in OSM dataset.,KOWN,2026-09-06T11:41:48.843209
LPK,station_code,MEDIUM,OGD station code 'LPK' not found in OSM dataset.,LPK,2026-09-06T11:41:48.843209
VT,station_code,MEDIUM,OGD station code 'VT' not found in OSM dataset.,VT,2026-09-06T11:41:48.843209
POI,station_code,MEDIUM,OGD station code 'POI' not found in OSM dataset.,POI,2026-09-06T11:41:48.843209
VKZ,station_code,MEDIUM,OGD station code 'VKZ' not found in OSM dataset.,VKZ,2026-09-06T11:41:48.843209
VGA,station_code,MEDIUM,OGD station code 'VGA' not found in OSM dataset.,VGA,2026-09-06T11:41:48.843209
TDK,station_code,MEDIUM,OGD station code 'TDK' not found in OSM dataset.,TDK,2026-09-06T11:41:48.843209
PUDI,station_code,MEDIUM,OGD station code 'PUDI' not found in OSM dataset.,PUDI,2026-09-06T11:41:48.843209
MRM,station_code,MEDIUM,OGD station code 'MRM' not found in OSM dataset.,MRM,2026-09-06T11:41:48.843209
BLPE,station_code,MEDIUM,OGD station code 'BLPE' not found in OSM dataset.,BLPE,2026-09-06T11:41:48.843209
SF,station_code,MEDIUM,OGD station code 'SF' not found in OSM dataset.,SF,2026-09-06T11:41:48.843209
ANE,station_code,MEDIUM,OGD station code 'ANE' not found in OSM dataset.,ANE,2026-09-06T11:41:48.843209
RPL,station_code,MEDIUM,OGD station code 'RPL' not found in OSM dataset.,RPL,2026-09-06T11:41:48.843209
HAQ,station_code,MEDIUM,OGD station code 'HAQ' not found in OSM dataset.,HAQ,2026-09-06T11:41:48.843209
MMPL,station_code,MEDIUM,OGD station code 'MMPL' not found in OSM dataset.,MMPL,2026-09-06T11:41:48.843209
VNM,station_code,MEDIUM,OGD station code 'VNM' not found in OSM dataset.,VNM,2026-09-06T11:41:48.843209
BKPT,station_code,MEDIUM,OGD station code 'BKPT' not found in OSM dataset.,BKPT,2026-09-06T11:41:48.843209
KNLP,station_code,MEDIUM,OGD station code 'KNLP' not found in OSM dataset.,KNLP,2026-09-06T11:41:48.843209
SVF,station_code,MEDIUM,OGD station code 'SVF' not found in OSM dataset.,SVF,2026-09-06T11:41:48.843209
MLPM,station_code,MEDIUM,OGD station code 'MLPM' not found in OSM dataset.,MLPM,2026-09-06T11:41:48.843209
MNX,station_code,MEDIUM,OGD station code 'MNX' not found in OSM dataset.,MNX,2026-09-06T11:41:48.843209
POM,station_code,MEDIUM,OGD station code 'POM' not found in OSM dataset.,POM,2026-09-06T11:41:48.843209
AWT,station_code,MEDIUM,OGD station code 'AWT' not found in OSM dataset.,AWT,2026-09-06T11:41:48.843209
TTQ,station_code,MEDIUM,OGD station code 'TTQ' not found in OSM dataset.,TTQ,2026-09-06T11:41:48.843209
PCO,station_code,MEDIUM,OGD station code 'PCO' not found in OSM dataset.,PCO,2026-09-06T11:41:48.843209
CV,station_code,MEDIUM,OGD station code 'CV' not found in OSM dataset.,CV,2026-09-06T11:41:48.843209
