task_id,severity_class,overdue_days,traffic_density_class,deferred_count,actual_priority_rank
TMS_TASK_020025,C,21,Critical Peak,5,73.27
TMS_TASK_028832,C,33,High,2,61.33
TMS_TASK_005503,B,14,Critical Peak,5,80.46
TDMS_TASK_016381,C,26,Low,5,68.41
TMS_TASK_003820,B,3,Low,1,36.59
TMS_TASK_003491,A,25,Low,1,84.85
SMMS_TASK_016271,B,40,Critical Peak,2,80.62
TDMS_TASK_015854,A,20,High,5,99.19
SMMS_TASK_003609,C,22,High,5,68.38
TDMS_TASK_009201,C,25,High,1,56.83
TMS_TASK_005340,B,31,High,1,66.6
TDMS_TASK_004094,B,44,Critical Peak,3,89.05
TMS_TASK_003218,B,7,Medium,3,54.86
TMS_TASK_014481,A,11,High,3,78.46
TDMS_TASK_022394,B,13,Medium,3,57.84
TMS_TASK_005954,C,39,Low,5,72.64
SMMS_TASK_001803,B,33,High,4,87.83
TDMS_TASK_011060,B,10,Critical Peak,0,48.42
TDMS_TASK_014752,B,23,Medium,2,64.51
TMS_TASK_022465,B,24,Low,4,73.05
SMMS_TASK_003920,B,36,High,2,78.18
SMMS_TASK_005287,B,1,Medium,2,41.79
TMS_TASK_027592,B,26,Critical Peak,2,76.96
TMS_TASK_006815,B,17,High,5,75.53
SMMS_TASK_013373,A,26,High,3,100.0
SMMS_TASK_016502,A,35,High,0,89.65
TDMS_TASK_011418,A,26,Low,2,87.66
TMS_TASK_018057,B,16,Critical Peak,4,72.35
SMMS_TASK_008395,B,17,Medium,0,45.28
TDMS_TASK_006454,C,9,High,4,45.79
TDMS_TASK_023717,A,11,Medium,0,59.55
SMMS_TASK_021059,A,23,Low,1,82.98
TMS_TASK_003186,C,1,High,5,42.63
TDMS_TASK_019875,B,19,High,5,74.25
TMS_TASK_022292,B,13,High,5,71.62
SMMS_TASK_008565,B,3,Medium,2,40.39
TMS_TASK_025266,B,3,Critical Peak,2,55.33
TMS_TASK_004651,C,28,Medium,2,56.87
SMMS_TASK_003883,B,14,Medium,2,53.06
TMS_TASK_018584,B,37,Low,0,59.76
SMMS_TASK_022857,A,35,High,5,100.0
SMMS_TASK_007234,A,7,High,2,78.45
TDMS_TASK_001070,A,40,High,0,85.34
TDMS_TASK_000653,B,40,Medium,5,80.74
TMS_TASK_001328,A,31,High,1,95.47
TDMS_TASK_012113,B,29,High,5,89.8
SMMS_TASK_023436,B,31,Low,2,72.47
SMMS_TASK_006297,B,17,Medium,1,47.08
SMMS_TASK_002517,B,5,High,4,55.66
TMS_TASK_018185,B,35,Medium,3,76.93
SMMS_TASK_016890,B,28,Medium,3,75.13
TDMS_TASK_023779,A,5,Medium,1,67.23
TDMS_TASK_004656,C,17,Low,0,37.95
TMS_TASK_018031,B,2,Medium,5,57.24
SMMS_TASK_009453,B,22,Critical Peak,5,80.32
TMS_TASK_012999,B,2,Low,5,57.5
TMS_TASK_022426,B,18,High,1,58.94
TMS_TASK_002140,A,28,Low,5,100.0
TDMS_TASK_011003,B,31,Low,2,76.85
TMS_TASK_005416,C,44,Low,4,65.96
TMS_TASK_005450,B,44,Critical Peak,3,86.28
TMS_TASK_015106,A,40,Low,2,88.97
TDMS_TASK_022123,A,4,High,3,75.73
TDMS_TASK_006721,A,34,Medium,5,100.0
SMMS_TASK_007369,C,42,Critical Peak,0,60.72
TDMS_TASK_018809,B,40,High,5,87.13
SMMS_TASK_016539,A,41,Medium,5,100.0
SMMS_TASK_012841,A,13,Medium,1,71.57
TMS_TASK_015321,B,10,Medium,3,53.87
TDMS_TASK_020308,C,41,Low,1,54.4
TMS_TASK_000217,C,19,Low,0,38.11
SMMS_TASK_000059,B,29,Medium,2,75.86
TMS_TASK_021315,A,15,Critical Peak,5,98.25
TMS_TASK_009841,C,37,High,3,65.81
TMS_TASK_017734,B,14,Critical Peak,1,56.82
TMS_TASK_002316,B,1,Low,4,55.68
SMMS_TASK_004497,B,36,Low,5,82.57
TMS_TASK_006098,C,44,High,1,57.28
TMS_TASK_011483,A,8,High,1,68.98
SMMS_TASK_020368,B,5,Low,2,41.14
TDMS_TASK_011448,C,13,Critical Peak,3,56.96
TMS_TASK_000790,B,1,Low,0,41.66
TMS_TASK_012749,A,37,Medium,3,94.02
SMMS_TASK_020045,C,22,Low,5,60.17
TMS_TASK_001545,A,18,Medium,2,85.0
SMMS_TASK_016268,B,4,Medium,4,50.27
TDMS_TASK_017049,C,5,Low,3,28.88
TDMS_TASK_002823,B,28,Critical Peak,5,92.0
TDMS_TASK_021106,A,24,High,2,92.4
SMMS_TASK_006315,C,32,Medium,0,45.9
TDMS_TASK_012088,A,33,High,5,100.0
TDMS_TASK_020730,A,42,Low,1,88.65
TMS_TASK_021635,A,30,Medium,3,99.51
TDMS_TASK_003764,C,2,Low,3,28.79
TMS_TASK_025333,A,13,High,2,77.66
TMS_TASK_011545,C,28,Medium,1,51.92
SMMS_TASK_001342,C,9,Medium,2,32.01
SMMS_TASK_002737,B,14,Low,0,42.24
SMMS_TASK_023510,C,35,Medium,2,51.19
TDMS_TASK_010907,C,7,Low,4,39.58
SMMS_TASK_022412,A,4,Low,1,57.11
TMS_TASK_003637,C,25,High,1,53.98
TMS_TASK_008627,B,26,Critical Peak,3,79.47
TMS_TASK_001707,B,4,Low,2,43.94
TMS_TASK_010193,C,5,Critical Peak,4,49.93
TDMS_TASK_011466,C,23,Low,4,56.37
TDMS_TASK_002991,B,22,Low,5,78.04
TDMS_TASK_018263,A,3,Low,1,59.88
TDMS_TASK_022984,B,11,Low,4,59.32
TDMS_TASK_002975,A,11,Low,3,75.02
SMMS_TASK_016871,B,17,Critical Peak,0,60.61
TMS_TASK_015686,B,33,High,5,92.96
SMMS_TASK_001654,B,5,Medium,0,37.54
TMS_TASK_028480,B,37,Critical Peak,2,83.43
TDMS_TASK_019752,B,32,Medium,1,65.75
TMS_TASK_019779,A,18,Critical Peak,5,100.0
TDMS_TASK_005464,C,41,Low,3,58.38
TMS_TASK_012212,B,17,Low,2,56.66
SMMS_TASK_008454,A,23,Low,4,91.82
SMMS_TASK_013173,B,5,High,4,59.76
TMS_TASK_014912,C,40,Low,5,73.81
TDMS_TASK_020156,B,19,High,4,71.49
TMS_TASK_009675,B,30,Critical Peak,2,80.88
TMS_TASK_018685,B,4,Low,2,42.72
TDMS_TASK_014218,B,8,Medium,1,49.03
TMS_TASK_028428,C,34,Critical Peak,4,74.83
TMS_TASK_021654,B,19,High,2,62.36
TDMS_TASK_020205,C,39,Medium,1,55.59
TMS_TASK_021772,A,33,High,3,100.0
TMS_TASK_010051,A,24,Medium,3,91.16
SMMS_TASK_021943,A,2,Critical Peak,2,70.24
TMS_TASK_014002,A,0,Critical Peak,3,67.74
TMS_TASK_018935,C,7,High,1,32.33
TMS_TASK_015291,B,21,Critical Peak,4,83.05
TDMS_TASK_000103,B,33,Low,5,83.6
SMMS_TASK_023914,A,19,Medium,5,93.56
TDMS_TASK_007602,B,17,Critical Peak,0,58.42
TDMS_TASK_004496,C,21,Low,4,54.94
SMMS_TASK_021738,C,1,High,4,40.65
SMMS_TASK_018722,C,39,Medium,0,47.48
TDMS_TASK_001365,A,8,Low,5,85.52
TMS_TASK_002555,B,36,Medium,3,80.05
TDMS_TASK_010492,B,21,Low,5,80.77
TMS_TASK_023242,B,5,Medium,2,48.27
TMS_TASK_015930,B,25,Critical Peak,5,93.04
SMMS_TASK_001962,B,18,High,5,74.64
SMMS_TASK_004841,B,20,Medium,4,72.15
TMS_TASK_007076,B,17,High,2,64.81
TMS_TASK_027591,A,25,Critical Peak,5,100.0
TMS_TASK_013079,C,35,Critical Peak,1,60.8
SMMS_TASK_003069,A,31,Critical Peak,2,100.0
SMMS_TASK_009110,B,44,High,1,69.46
SMMS_TASK_015693,C,12,High,1,42.63
TDMS_TASK_008833,A,23,Medium,3,83.82
SMMS_TASK_016221,A,39,High,5,100.0
TMS_TASK_023836,A,34,High,3,97.56
TMS_TASK_003738,B,40,Critical Peak,1,78.49
SMMS_TASK_011188,C,4,High,1,26.46
TDMS_TASK_006173,C,44,Critical Peak,1,63.04
TMS_TASK_029691,B,35,Low,5,84.45
TMS_TASK_003136,A,22,Medium,2,81.32
TMS_TASK_023679,B,36,Critical Peak,2,84.39
TMS_TASK_023827,C,17,Medium,0,36.12
TMS_TASK_021382,A,29,Medium,5,100.0
TDMS_TASK_020253,B,18,Medium,5,78.05
TDMS_TASK_000517,B,19,Critical Peak,0,55.95
TDMS_TASK_024379,A,23,Low,3,87.75
SMMS_TASK_007657,B,21,High,0,59.0
TDMS_TASK_019712,A,24,Medium,3,84.65
TMS_TASK_027036,B,12,High,1,48.49
TDMS_TASK_024027,A,41,Low,5,100.0
TDMS_TASK_023779,B,40,Low,2,81.18
TMS_TASK_006001,B,11,Medium,5,65.69
SMMS_TASK_001348,B,43,Critical Peak,1,80.48
TMS_TASK_005706,C,34,Critical Peak,4,76.53
SMMS_TASK_010206,B,29,High,1,70.67
TMS_TASK_015223,C,33,High,1,54.51
TMS_TASK_021182,B,39,Medium,5,87.72
TMS_TASK_016221,B,6,High,2,48.9
TDMS_TASK_009990,B,22,Low,2,62.94
TDMS_TASK_002001,C,39,Critical Peak,3,71.67
SMMS_TASK_001807,C,33,Critical Peak,2,66.25
TMS_TASK_019418,B,32,High,0,64.72
TDMS_TASK_020833,B,29,High,1,72.77
TDMS_TASK_019267,C,18,Low,2,44.26
TMS_TASK_029280,C,7,Medium,3,36.46
TMS_TASK_010009,B,6,Medium,0,36.58
TMS_TASK_003192,A,8,Critical Peak,4,87.29
TDMS_TASK_018833,B,0,High,4,47.87
SMMS_TASK_001703,B,34,Critical Peak,3,85.46
TMS_TASK_007253,C,20,Medium,5,63.54
SMMS_TASK_015720,B,38,High,4,87.03
SMMS_TASK_022072,B,5,Critical Peak,0,36.62
TDMS_TASK_019565,C,0,High,5,38.36
TDMS_TASK_018146,B,28,Medium,1,67.71
TMS_TASK_014043,C,38,Low,5,71.95
TDMS_TASK_022524,B,34,Critical Peak,1,74.96
SMMS_TASK_008975,B,15,High,5,71.32
TMS_TASK_005531,B,16,Low,4,59.29
TMS_TASK_028727,B,16,Medium,3,60.76
TMS_TASK_014986,A,2,Medium,1,54.38
SMMS_TASK_000357,B,6,Critical Peak,5,65.79
TDMS_TASK_014931,B,25,High,1,64.68
SMMS_TASK_005832,C,17,Medium,3,45.92
TDMS_TASK_022662,B,17,Low,3,59.76
TMS_TASK_020894,B,30,Medium,2,70.81
SMMS_TASK_004206,B,21,High,3,70.21
SMMS_TASK_009432,B,40,Medium,5,87.81
TDMS_TASK_009759,B,43,Medium,5,88.28
TMS_TASK_015496,B,40,Critical Peak,0,71.14
SMMS_TASK_020603,B,10,Critical Peak,1,53.32
SMMS_TASK_022471,A,2,Critical Peak,4,80.09
TMS_TASK_017810,A,15,High,2,83.75
TDMS_TASK_003225,B,22,High,0,60.53
TDMS_TASK_001801,A,1,High,2,65.99
SMMS_TASK_013121,B,15,High,0,48.46
SMMS_TASK_022060,A,21,Critical Peak,4,97.9
SMMS_TASK_011577,C,0,Medium,3,21.01
TMS_TASK_027292,B,14,Medium,1,49.38
TMS_TASK_004459,A,5,Medium,3,66.98
TMS_TASK_004295,C,13,Low,3,36.45
SMMS_TASK_004548,B,38,Critical Peak,4,94.81
TDMS_TASK_010294,C,44,Medium,5,67.65
TMS_TASK_004701,B,6,Medium,3,50.0
TDMS_TASK_002224,B,25,High,1,71.71
TMS_TASK_021298,B,21,High,4,75.66
TMS_TASK_025385,B,15,Medium,0,51.19
TMS_TASK_018381,C,4,Low,0,19.06
SMMS_TASK_021180,A,21,Low,4,95.28
TDMS_TASK_012513,C,22,High,3,58.07
SMMS_TASK_020352,C,29,Low,0,45.77
TDMS_TASK_024721,B,22,Medium,0,55.68
SMMS_TASK_011290,C,23,High,0,42.87
SMMS_TASK_014251,B,14,Low,2,53.62
TDMS_TASK_019153,A,36,Low,2,94.88
TMS_TASK_002091,A,7,Low,4,75.62
TDMS_TASK_021468,B,27,Critical Peak,5,90.22
SMMS_TASK_018737,C,16,Critical Peak,4,60.22
SMMS_TASK_004301,A,13,High,0,68.96
TMS_TASK_013107,B,32,Critical Peak,5,89.89
TMS_TASK_000637,B,13,Critical Peak,0,52.69
SMMS_TASK_002540,B,32,Critical Peak,0,67.07
TDMS_TASK_021540,B,24,Low,1,60.91
SMMS_TASK_011846,C,41,Critical Peak,1,61.96
SMMS_TASK_016664,A,34,High,4,100.0
TMS_TASK_003007,C,27,Medium,1,44.5
TMS_TASK_000330,A,25,Medium,3,92.37
SMMS_TASK_005520,B,27,Low,3,75.96
TDMS_TASK_011631,C,28,Critical Peak,2,69.64
TMS_TASK_019372,C,30,Critical Peak,5,86.52
TMS_TASK_006090,B,25,Low,2,67.55
SMMS_TASK_007607,A,4,High,4,74.96
TMS_TASK_024836,C,1,Critical Peak,2,37.12
TDMS_TASK_021353,C,0,Medium,3,29.35
TDMS_TASK_024784,B,29,Critical Peak,4,91.07
TMS_TASK_020464,B,24,Low,3,70.72
TDMS_TASK_013169,C,22,High,1,48.58
TDMS_TASK_009699,A,5,Medium,4,77.69
TDMS_TASK_001670,B,5,Low,2,43.44
TDMS_TASK_004888,C,10,Low,0,31.1
SMMS_TASK_018388,B,7,Low,3,45.55
TDMS_TASK_017630,A,42,Critical Peak,0,93.39
SMMS_TASK_020861,B,4,Critical Peak,1,46.05
TMS_TASK_009736,C,11,Medium,5,49.86
TDMS_TASK_002060,C,11,Low,2,33.9
SMMS_TASK_011592,B,24,Low,2,64.47
TDMS_TASK_014860,C,32,Medium,1,55.62
SMMS_TASK_008847,B,42,Medium,0,65.27
SMMS_TASK_021168,A,0,Medium,4,64.24
TDMS_TASK_010461,A,12,Critical Peak,3,84.0
TDMS_TASK_024881,C,10,Low,3,39.27
TMS_TASK_013573,C,15,Critical Peak,5,65.67
SMMS_TASK_023435,C,27,Critical Peak,0,51.88
TMS_TASK_002499,C,1,Medium,5,38.04
TMS_TASK_024869,B,11,High,5,68.67
SMMS_TASK_003313,A,36,Critical Peak,3,100.0
SMMS_TASK_014345,B,7,Low,3,51.53
TDMS_TASK_012421,B,13,High,5,75.98
SMMS_TASK_010056,C,24,Low,4,59.15
TMS_TASK_001043,C,22,High,5,70.8
TMS_TASK_014153,B,32,High,0,65.33
TMS_TASK_011762,A,5,High,5,83.4
SMMS_TASK_006815,A,43,Critical Peak,1,94.41
TMS_TASK_002984,B,35,Low,3,76.55
SMMS_TASK_009887,B,33,Medium,3,76.17
SMMS_TASK_008738,B,7,Medium,0,33.78
TMS_TASK_022248,A,41,Low,2,88.75
SMMS_TASK_017670,B,36,Medium,3,77.84
TMS_TASK_022809,C,30,High,4,67.87
SMMS_TASK_002997,A,21,Medium,1,73.77
TMS_TASK_010005,B,1,Medium,5,49.54
TMS_TASK_019639,B,6,Low,1,42.92
TDMS_TASK_017827,A,19,Medium,2,82.05
TMS_TASK_024132,B,26,High,0,61.25
TDMS_TASK_008252,B,18,Medium,3,63.87
TMS_TASK_005203,B,8,Low,1,44.59
TMS_TASK_016131,A,16,Low,1,72.35
TDMS_TASK_004714,B,34,High,0,71.34
SMMS_TASK_014725,C,29,High,4,74.93
TMS_TASK_018842,A,23,Medium,5,94.27
TMS_TASK_007371,A,36,Low,5,100.0
TDMS_TASK_019121,B,43,Low,2,76.36
TDMS_TASK_000910,B,33,Critical Peak,3,87.44
TDMS_TASK_017210,B,27,Critical Peak,4,85.47
TMS_TASK_002397,A,32,Low,2,89.56
SMMS_TASK_013068,A,5,Critical Peak,3,78.19
SMMS_TASK_007860,B,3,Low,2,42.99
SMMS_TASK_012976,B,31,Medium,3,77.2
SMMS_TASK_007047,B,6,High,5,66.95
SMMS_TASK_002886,B,20,Medium,3,63.07
TMS_TASK_013361,B,40,Low,3,77.84
SMMS_TASK_024487,C,30,High,3,66.74
SMMS_TASK_009924,B,9,Critical Peak,4,71.28
SMMS_TASK_022550,A,15,Medium,3,80.22
TMS_TASK_021866,C,12,Critical Peak,5,58.06
TDMS_TASK_009397,C,22,High,5,67.62
TDMS_TASK_003913,C,18,Critical Peak,1,47.73
SMMS_TASK_004359,C,1,Medium,1,20.12
SMMS_TASK_001685,C,37,High,2,62.01
TDMS_TASK_010518,B,15,High,0,53.59
TMS_TASK_022444,C,1,Low,2,23.54
SMMS_TASK_010393,C,7,Low,4,43.58
TDMS_TASK_006610,B,27,High,5,94.18
TMS_TASK_004166,C,8,Medium,0,23.74
TMS_TASK_016276,B,0,Critical Peak,0,40.67
TDMS_TASK_004982,C,31,Medium,0,47.73
SMMS_TASK_013476,A,36,Low,4,96.56
TDMS_TASK_011954,B,22,High,3,71.28
TDMS_TASK_020410,A,26,Low,4,97.83
SMMS_TASK_023982,B,30,Critical Peak,4,96.41
SMMS_TASK_013907,B,37,Critical Peak,2,77.65
TMS_TASK_015413,B,31,High,3,78.59
TMS_TASK_002053,C,41,High,5,72.3
TMS_TASK_020848,B,0,Low,3,51.06
SMMS_TASK_011682,C,40,Critical Peak,5,85.41
SMMS_TASK_015581,B,12,Critical Peak,1,59.99
TDMS_TASK_002985,B,13,Low,1,48.96
TDMS_TASK_003141,A,4,Low,3,70.05
TMS_TASK_017182,A,29,High,1,92.02
TDMS_TASK_007958,A,30,High,2,93.19
SMMS_TASK_016619,C,44,Low,4,64.46
TMS_TASK_023666,B,25,Low,5,76.62
TMS_TASK_024246,A,12,Low,2,71.1
TDMS_TASK_023918,A,28,Medium,4,99.79
SMMS_TASK_017634,B,3,Medium,1,35.54
SMMS_TASK_001414,A,25,Critical Peak,4,100.0
SMMS_TASK_013976,C,16,Critical Peak,2,48.88
SMMS_TASK_018477,B,16,Low,2,57.15
TMS_TASK_004269,B,30,Critical Peak,1,77.56
TDMS_TASK_012269,B,24,Low,4,72.4
TDMS_TASK_011950,C,38,Low,5,67.5
TMS_TASK_002536,B,42,Medium,5,84.63
SMMS_TASK_007191,C,43,Medium,1,54.95
TDMS_TASK_011959,A,15,High,1,78.49
TMS_TASK_027044,C,39,Medium,2,50.32
TDMS_TASK_008247,B,18,Low,4,65.32
TMS_TASK_001255,C,23,Low,1,44.32
TMS_TASK_027287,B,41,High,1,74.64
TMS_TASK_020836,A,9,Medium,3,75.1
TMS_TASK_028762,A,29,High,3,96.16
SMMS_TASK_023465,B,18,Low,4,70.01
SMMS_TASK_018436,A,27,Critical Peak,2,100.0
SMMS_TASK_003164,B,1,Medium,3,37.52
TMS_TASK_004760,C,31,Medium,0,52.02
TMS_TASK_011623,B,37,Critical Peak,1,74.92
TDMS_TASK_020474,B,17,Low,2,63.2
TMS_TASK_011023,B,25,Critical Peak,3,75.59
TMS_TASK_027361,C,15,Low,0,28.94
TMS_TASK_013142,B,15,High,2,58.4
SMMS_TASK_004459,C,31,Medium,5,71.12
TMS_TASK_024466,B,12,High,1,55.81
SMMS_TASK_019029,B,18,High,2,63.43
SMMS_TASK_003678,A,29,High,2,90.15
SMMS_TASK_010065,A,39,High,5,100.0
TDMS_TASK_000779,B,9,Medium,0,37.02
TDMS_TASK_006816,C,38,Medium,3,63.12
SMMS_TASK_024966,A,31,High,5,100.0
TDMS_TASK_020562,B,26,Low,0,56.12
TMS_TASK_021182,C,34,Medium,0,44.72
TMS_TASK_011822,B,27,High,1,71.14
TDMS_TASK_020852,B,25,High,0,64.32
SMMS_TASK_005378,B,7,High,5,65.25
SMMS_TASK_013908,B,3,High,1,36.49
SMMS_TASK_002644,B,30,Critical Peak,2,77.05
SMMS_TASK_002042,B,38,High,2,78.18
SMMS_TASK_021288,C,11,Medium,3,42.5
TDMS_TASK_017696,B,44,Critical Peak,2,76.93
TMS_TASK_022227,B,9,Low,5,67.85
SMMS_TASK_005407,C,36,High,1,60.48
SMMS_TASK_005258,B,4,Critical Peak,5,67.35
TMS_TASK_024687,B,12,High,0,45.09
SMMS_TASK_019123,B,29,Low,3,81.04
TMS_TASK_019566,A,43,High,4,100.0
SMMS_TASK_024220,A,41,Medium,1,85.26
SMMS_TASK_015225,A,27,Low,4,99.65
SMMS_TASK_012254,B,8,Medium,0,42.4
SMMS_TASK_014952,C,35,Critical Peak,3,68.32
TDMS_TASK_004837,C,33,Medium,3,64.24
SMMS_TASK_007962,B,4,Medium,5,55.49
TMS_TASK_006309,B,28,Low,5,86.63
TDMS_TASK_010050,A,27,Low,4,95.41
TMS_TASK_003839,A,37,Low,3,94.54
TDMS_TASK_021152,A,44,Low,2,88.9
TDMS_TASK_008838,B,8,Critical Peak,0,51.91
TMS_TASK_022935,B,10,Low,1,38.06
TMS_TASK_029804,B,4,High,0,39.17
SMMS_TASK_016075,C,11,Low,4,42.5
SMMS_TASK_023994,B,8,Low,1,37.74
TDMS_TASK_002508,C,18,Medium,4,56.27
TDMS_TASK_004585,A,26,Critical Peak,5,100.0
TDMS_TASK_003938,C,18,Medium,2,41.63
TMS_TASK_013291,A,27,Medium,0,82.42
TDMS_TASK_023608,C,17,Low,0,32.56
TMS_TASK_008893,B,5,High,4,58.94
SMMS_TASK_006259,B,6,Low,2,45.64
TMS_TASK_020411,C,31,High,4,70.27
SMMS_TASK_016784,B,28,Low,5,77.55
TMS_TASK_003313,C,24,High,0,47.62
TMS_TASK_013312,B,28,Medium,3,76.2
TDMS_TASK_004065,A,1,Critical Peak,5,77.99
TMS_TASK_017822,A,7,Low,4,74.59
TMS_TASK_023276,B,20,Critical Peak,2,74.52
TMS_TASK_006161,B,27,Low,2,73.88
TDMS_TASK_000433,C,25,High,0,44.03
TDMS_TASK_008346,B,32,Critical Peak,4,93.24
TDMS_TASK_008508,A,11,High,3,86.37
TDMS_TASK_013185,C,8,Low,2,33.3
TMS_TASK_016436,C,25,Critical Peak,0,52.76
TMS_TASK_029372,B,10,Critical Peak,3,62.9
TDMS_TASK_012829,B,29,Critical Peak,4,92.75
TDMS_TASK_013601,A,32,High,1,91.61
SMMS_TASK_020788,A,17,High,3,86.22
TMS_TASK_014714,A,0,Critical Peak,4,78.06
SMMS_TASK_002442,B,3,Medium,5,55.93
TMS_TASK_006563,B,1,Low,5,54.87
TMS_TASK_025847,B,10,Critical Peak,3,64.4
SMMS_TASK_017567,C,24,Medium,1,44.35
TMS_TASK_029657,C,35,Low,4,61.2
SMMS_TASK_017701,B,6,High,3,54.09
TMS_TASK_018621,C,12,Medium,4,37.2
TDMS_TASK_000002,A,9,Medium,5,76.15
TDMS_TASK_021006,C,16,Low,2,38.84
TDMS_TASK_017958,B,44,High,2,76.69
TDMS_TASK_015302,C,3,Medium,0,18.09
TDMS_TASK_019262,B,21,Critical Peak,0,54.46
TDMS_TASK_018171,B,33,High,5,86.56
SMMS_TASK_012462,B,17,Critical Peak,4,82.73
SMMS_TASK_014355,B,39,Low,2,70.03
TMS_TASK_004079,B,20,Critical Peak,5,87.07
TDMS_TASK_005874,B,43,Critical Peak,4,92.03
SMMS_TASK_019864,B,32,Medium,0,60.03
TMS_TASK_001766,A,16,Critical Peak,3,88.04
TMS_TASK_004224,B,38,High,3,84.94
TMS_TASK_027518,A,2,Low,5,83.03
TDMS_TASK_011305,B,44,Medium,1,70.39
TMS_TASK_019028,A,14,Medium,2,74.92
TMS_TASK_001906,A,32,Low,0,84.39
TMS_TASK_003633,C,37,Critical Peak,1,60.21
SMMS_TASK_013380,C,20,Medium,3,47.52
TMS_TASK_025402,B,42,High,5,86.0
TDMS_TASK_020396,B,13,Medium,1,51.11
TDMS_TASK_014202,C,17,Critical Peak,1,50.35
SMMS_TASK_011374,A,35,Medium,4,100.0
TDMS_TASK_021621,B,11,Medium,1,50.73
TDMS_TASK_010737,B,14,High,5,77.52
SMMS_TASK_017689,A,44,Critical Peak,3,100.0
SMMS_TASK_015590,C,4,High,5,43.44
SMMS_TASK_019802,C,4,Low,0,17.29
TDMS_TASK_013752,C,16,Critical Peak,4,62.13
TMS_TASK_000385,C,13,High,5,60.02
TDMS_TASK_017586,C,37,Medium,3,62.65
TDMS_TASK_005817,A,8,High,2,73.7
TMS_TASK_022378,B,16,Low,2,57.88
SMMS_TASK_003095,C,18,Medium,4,52.62
SMMS_TASK_022425,C,38,High,1,56.67
TMS_TASK_015586,B,11,High,1,49.14
SMMS_TASK_004861,C,20,Critical Peak,0,56.02
TMS_TASK_002846,A,31,High,5,100.0
SMMS_TASK_010024,B,16,Low,2,55.26
TMS_TASK_018933,B,27,Medium,5,82.77
TDMS_TASK_013491,C,6,Critical Peak,4,48.7
SMMS_TASK_021524,B,12,Low,3,53.83
TMS_TASK_014982,A,28,Medium,3,89.11
SMMS_TASK_022704,B,29,Medium,5,81.81
SMMS_TASK_006695,A,33,Low,1,88.85
SMMS_TASK_022739,B,39,High,0,72.69
TMS_TASK_019361,B,29,Low,3,75.03
TDMS_TASK_000898,A,1,Low,5,69.52
SMMS_TASK_000529,C,28,High,3,56.25
TMS_TASK_009404,B,26,Medium,3,69.69
TDMS_TASK_006558,A,6,Critical Peak,5,86.39
SMMS_TASK_003730,A,40,Medium,3,94.52
SMMS_TASK_000759,A,0,Critical Peak,3,77.14
TDMS_TASK_003297,B,23,Critical Peak,3,81.87
SMMS_TASK_017308,B,28,Low,3,75.14
TMS_TASK_025123,B,16,Low,4,69.23
SMMS_TASK_022144,B,6,Low,0,37.62
TMS_TASK_010264,C,30,Medium,2,57.11
TDMS_TASK_021432,C,15,Critical Peak,5,63.04
TMS_TASK_028653,C,28,Critical Peak,1,63.56
SMMS_TASK_022176,B,33,High,5,87.58
TMS_TASK_010072,B,7,Medium,5,60.12
TDMS_TASK_011864,C,44,Critical Peak,3,66.72
SMMS_TASK_015264,B,17,Low,1,52.17
SMMS_TASK_014956,C,27,Medium,5,69.67
TMS_TASK_014410,C,40,Critical Peak,0,59.95
SMMS_TASK_016123,C,15,Medium,3,46.54
SMMS_TASK_002968,C,43,Medium,1,51.06
TDMS_TASK_017219,A,42,Medium,0,80.59
SMMS_TASK_022961,C,42,Medium,2,56.61
TMS_TASK_003584,A,32,Critical Peak,4,100.0
TMS_TASK_013780,C,20,Medium,1,35.29
TDMS_TASK_011742,A,18,Low,1,73.59
TMS_TASK_027520,C,8,Low,4,38.08
TMS_TASK_025511,B,17,Low,4,71.54
SMMS_TASK_005906,A,18,High,0,78.37
TMS_TASK_001957,C,2,High,4,40.85
TDMS_TASK_021834,B,31,Medium,5,83.33
TMS_TASK_009356,B,2,Critical Peak,3,52.58
SMMS_TASK_021058,B,14,Critical Peak,3,67.09
TMS_TASK_003299,B,32,Low,4,83.43
TMS_TASK_022390,B,35,Medium,4,83.24
TMS_TASK_011338,B,23,Critical Peak,3,80.49
TDMS_TASK_014215,B,13,Medium,2,56.0
TDMS_TASK_003460,A,12,High,4,89.84
TMS_TASK_015324,B,20,Medium,2,59.25
SMMS_TASK_023436,C,44,Medium,2,52.61
TDMS_TASK_011899,C,40,High,5,72.08
SMMS_TASK_018943,C,41,Low,2,63.07
TMS_TASK_029387,A,40,Low,0,89.58
TDMS_TASK_024508,B,9,Medium,0,40.65
TMS_TASK_029421,B,8,High,2,55.85
TDMS_TASK_010893,B,3,Critical Peak,1,49.32
SMMS_TASK_010362,A,2,Critical Peak,0,57.52
SMMS_TASK_012041,B,29,Low,0,58.2
TDMS_TASK_023642,B,13,Medium,1,46.79
TDMS_TASK_017943,B,27,Low,2,68.22
TMS_TASK_021891,A,20,Low,5,90.23
TMS_TASK_001717,B,7,High,1,48.0
TMS_TASK_003338,C,6,High,3,40.29
TMS_TASK_026990,A,32,High,3,99.28
TMS_TASK_029195,A,12,Low,2,72.27
TDMS_TASK_000508,B,10,Critical Peak,0,52.61
TMS_TASK_027934,C,27,Critical Peak,3,70.44
TMS_TASK_007505,B,14,Low,1,49.81
TDMS_TASK_003409,C,32,High,2,60.51
SMMS_TASK_022489,A,23,Low,3,89.61
